ApplicationId, Allocated-Paper, Allocated-Program, Allocated-Quota, Allocated-Program-Choice, Allocated-Paper-Rank, Allocated-Paper-Mark,  Category, PwD-status, Reg1-ID, Reg1-Rank, Reg1-Marks, Reg2-ID, Reg2-Rank2,  Reg2-Marks,  ValidChoices, Original-Choice, statusId, AutoUpgrade, Quota-Change, Improve-Choice, isSupernumeri
M113G34, --, --, --, --, --, -- , GEN, false, PH313296-M1, 970, 22.67, --, --, --, 1503-2402-2003-2202-1303-1207-1403-1805-2103-1703, PH:IITK:1503#PH:IITJ:2402#PH:IITGN:2003#PH:IITI:2202#PH:IITD:1303#PH:IITB:1207#PH:IITG:1403#PH:IITR:1805#PH:IITH:2103#PH:IITM:1703, 0, true, NA, NA, false
M108Z70, --, --, --, --, --, -- , GEN, false, PH612104-M1, 616, 27, --, --, --, 1207-1604-1303-1703-1403-2103-1903-1805, PH:IITB:1207#PH:IITKgp:1604#PH:IITD:1303#PH:IITM:1703#PH:IITG:1403#PH:IITH:2103#PH:IITBBS:1903#PH:IITR:1805, 0, true, NA, NA, false
M120U80, --, --, --, --, --, -- , SC, false, PH614073-M1, 2823, 13.67, --, --, --, 1903-1403-2103-1604-2402-2003-1703-1805-2202-1303-1207-1503, PH:IITBBS:1903#PH:IITG:1403#PH:IITH:2103#PH:IITKgp:1604#PH:IITJ:2402#PH:IITGN:2003#PH:IITM:1703#PH:IITR:1805#PH:IITI:2202#PH:IITD:1303#PH:IITB:1207#PH:IITK:1503, 0, true, NA, NA, false
M105B57, --, --, --, --, --, -- , GEN, false, PH309064-M1, 460, 29.67, --, --, --, XXXX-1207-1202-1303-1503-1805-1703-1403-2103-2202-2402-2003-1215-XXXX-1604-XXXX-XXXX-1605-1216-2303-XXXX-XXXX-1903-1905, PH:IISc:1104#PH:IITB:1207#PH:IITB:1202#PH:IITD:1303#PH:IITK:1503#PH:IITR:1805#PH:IITM:1703#PH:IITG:1403#PH:IITH:2103#PH:IITI:2202#PH:IITJ:2402#PH:IITGN:2003#PH:IITB:1215#PH:IITK:1505#PH:IITKgp:1604#PH:IITB:1209#PH:IITB:1210#PH:IITKgp:1605#PH:IITB:1216#PH:IITRPR:2303#PH:IITB:1212#PH:IITB:1213#PH:IITBBS:1903#PH:IITBBS:1905, 0, true, NA, NA, false
M113G82, --, --, --, --, --, -- , ST, false, PH616228-M1, 5095, 8.67, --, --, --, XXXX-XXXX-1604-2202-2003-1805-2402-1905-1403, PH:IISc:1104#PH:IITK:1505#PH:IITKgp:1604#PH:IITI:2202#PH:IITGN:2003#PH:IITR:1805#PH:IITJ:2402#PH:IITBBS:1905#PH:IITG:1403, 0, true, NA, NA, false
M116U77, --, --, --, --, --, -- , GEN, false, CY511190-M2, 1578, 27.67, --, --, --, 1102-1501-1301-1205-2201-1701-1601-1803-2101-2401-2001-1901-1401-2302-1211-XXXX-1905-XXXX-XXXX-1101, CY:IISc:1102#CY:IITK:1501#CY:IITD:1301#CY:IITB:1205#CY:IITI:2201#CY:IITM:1701#CY:IITKgp:1601#CY:IITR:1803#CY:IITH:2101#CY:IITJ:2401#CY:IITGN:2001#CY:IITBBS:1901#CY:IITG:1401#CY:IITRPR:2302#CY:IITB:1211#CY:IITB:1210#CY:IITBBS:1905#CY:IITB:1213#CY:IITB:1212#CY:IISc:1101, 0, true, NA, NA, false
M101W89, --, --, --, --, --, -- , GEN, false, BT101003-M0, 550, 21, --, --, --, XXXX-XXXX-1204-1802, BT:IITB:1213#BT:IITB:1210#BT:IITB:1204#BT:IITR:1802, 0, true, NA, NA, false
M116C49, --, --, --, --, --, -- , SC, false, PH808110-M1, 4303, 10, --, --, --, 1403-1703-1805-1303-1207-1503-2103-2003-2202-1903-1604-2402-2303, PH:IITG:1403#PH:IITM:1703#PH:IITR:1805#PH:IITD:1303#PH:IITB:1207#PH:IITK:1503#PH:IITH:2103#PH:IITGN:2003#PH:IITI:2202#PH:IITBBS:1903#PH:IITKgp:1604#PH:IITJ:2402#PH:IITRPR:2303, 0, true, NA, NA, false
M111K24, --, --, --, --, --, -- , SC, false, PH207141-M1, 3237, 12.67, --, --, --, XXXX-1216-1215-XXXX-2303-2402-2003-2103, PH:IISc:1104#PH:IITB:1216#PH:IITB:1215#PH:IITK:1505#PH:IITRPR:2303#PH:IITJ:2402#PH:IITGN:2003#PH:IITH:2103, 0, true, NA, NA, false
M102N91, --, --, --, --, --, -- , GEN, false, MA411129-M1, 358, 33.33, --, --, --, XXXX-1302-1206-1214-2102-1502-1603-1804-1902-2002-2203-2301-2403-1702-1402, MA:IISc:1103#MA:IITD:1302#MA:IITB:1206#MA:IITB:1214#MA:IITH:2102#MA:IITK:1502#MA:IITKgp:1603#MA:IITR:1804#MA:IITBBS:1902#MA:IITGN:2002#MA:IITI:2203#MA:IITRPR:2301#MA:IITJ:2403#MA:IITM:1702#MA:IITG:1402, 0, true, NA, NA, false
M109D76, --, --, --, --, --, -- , GEN, false, CY302119-M2, 1316, 30.67, --, --, --, 2401-1301-2001-1803-1501-1901-1205-1401-2101-1601-1701, CY:IITJ:2401#CY:IITD:1301#CY:IITGN:2001#CY:IITR:1803#CY:IITK:1501#CY:IITBBS:1901#CY:IITB:1205#CY:IITG:1401#CY:IITH:2101#CY:IITKgp:1601#CY:IITM:1701, 0, true, NA, NA, false
M116K19, --, --, --, --, --, -- , SC, false, PH801230-M1, 2134, 16, --, --, --, 1207-1805-1503-1303, PH:IITB:1207#PH:IITR:1805#PH:IITK:1503#PH:IITD:1303, 0, true, NA, NA, false
M121D37, --, --, --, --, --, -- , GEN, false, MA802170-M1, 1364, 21, --, --, --, 2203-1502-2301-2403, MA:IITI:2203#MA:IITK:1502#MA:IITRPR:2301#MA:IITJ:2403, 0, true, NA, NA, false
M103Q40, --, --, --, --, --, -- , GEN, false, MA207111-M1, 447, 31.33, --, --, --, XXXX-1206-1302-1502-1603-1702-1804-1902-2002-1402-2102-2203-2301-2403-XXXX, MA:IISc:1103#MA:IITB:1206#MA:IITD:1302#MA:IITK:1502#MA:IITKgp:1603#MA:IITM:1702#MA:IITR:1804#MA:IITBBS:1902#MA:IITGN:2002#MA:IITG:1402#MA:IITH:2102#MA:IITI:2203#MA:IITRPR:2301#MA:IITJ:2403#MA:IITB:1212, 0, true, NA, NA, false
M107S83, --, --, --, --, --, -- , GEN, false, MA309011-M0, 1745, 18.67, --, --, --, 1302-1804-2403-2002-1402-1502-2301-1702-1206-2102-1603-2203, MA:IITD:1302#MA:IITR:1804#MA:IITJ:2403#MA:IITGN:2002#MA:IITG:1402#MA:IITK:1502#MA:IITRPR:2301#MA:IITM:1702#MA:IITB:1206#MA:IITH:2102#MA:IITKgp:1603#MA:IITI:2203, 0, true, NA, NA, false
M106A88, --, --, --, --, --, -- , SC, false, BT702019-M2, 1286, 15.67, --, --, --, 1802, BT:IITR:1802, 0, true, NA, NA, false
M119C35, --, --, --, --, --, -- , GEN, false, BT211109-M2, 383, 23.33, --, --, --, 1204-1802, BT:IITB:1204#BT:IITR:1802, 0, true, NA, NA, false
M107S53, --, --, --, --, --, -- , GEN, false, MA309010-M0, 718, 27, --, --, --, 1302-1804-2301-2403-2002-1502-1702-1402-1206-2102-2203-1603, MA:IITD:1302#MA:IITR:1804#MA:IITRPR:2301#MA:IITJ:2403#MA:IITGN:2002#MA:IITK:1502#MA:IITM:1702#MA:IITG:1402#MA:IITB:1206#MA:IITH:2102#MA:IITI:2203#MA:IITKgp:1603, 0, true, NA, NA, false
M101C29, --, --, --, --, --, -- , GEN, false, PH411119-M1, 398, 31, --, --, --, XXXX-1503-1604-1207-1703-1303-1216-XXXX-1215-1805-1403-1202-1605-2202-2003-1903-2103-2303-2402, PH:IISc:1104#PH:IITK:1503#PH:IITKgp:1604#PH:IITB:1207#PH:IITM:1703#PH:IITD:1303#PH:IITB:1216#PH:IITK:1505#PH:IITB:1215#PH:IITR:1805#PH:IITG:1403#PH:IITB:1202#PH:IITKgp:1605#PH:IITI:2202#PH:IITGN:2003#PH:IITBBS:1903#PH:IITH:2103#PH:IITRPR:2303#PH:IITJ:2402, 0, true, NA, NA, false
M102J92, --, --, --, --, --, -- , GEN, false, MS607036-M2, 386, 20.67, --, --, --, 1203-1504, MS:IITB:1203#MS:IITK:1504, 0, true, NA, NA, false
M105Q54, --, --, --, --, --, -- , GEN, false, MS611067-M2, 77, 43, --, --, --, 1203-1504-1214, MS:IITB:1203#MS:IITK:1504#MS:IITB:1214, 0, true, NA, NA, false
M118U83, --, --, --, --, --, -- , GEN, false, BT323154-M2, 339, 24, --, --, --, 1204-1802, BT:IITB:1204#BT:IITR:1802, 0, true, NA, NA, false
M106F69, --, --, --, --, --, -- , ST, false, MA317035-M1, 4139, 9.67, --, --, --, XXXX-1302-1206-2203-1502-1402-2301-1702-2102, MA:IISc:1103#MA:IITD:1302#MA:IITB:1206#MA:IITI:2203#MA:IITK:1502#MA:IITG:1402#MA:IITRPR:2301#MA:IITM:1702#MA:IITH:2102, 0, true, NA, NA, false
M122X18, --, --, --, --, --, -- , GEN, false, CY605267-M2, 1308, 31, --, --, --, 1601-1501-1901-2401-2201-1803-2001, CY:IITKgp:1601#CY:IITK:1501#CY:IITBBS:1901#CY:IITJ:2401#CY:IITI:2201#CY:IITR:1803#CY:IITGN:2001, 0, true, NA, NA, false
M102A28, --, --, --, --, --, -- , GEN, false, BL101112-M1, 710, 29, --, --, --, 1101-1102-XXXX, BL:IISc:1101#BL:IISc:1102#BL:IITB:1210, 0, true, NA, NA, false
M103J67, --, --, --, --, --, -- , GEN, false, PH607109-M1, 479, 29.33, --, --, --, 1403-2303-2402-1202-2202-2103-2003-1703-1216-1805-XXXX-XXXX-1215-1605-1604, PH:IITG:1403#PH:IITRPR:2303#PH:IITJ:2402#PH:IITB:1202#PH:IITI:2202#PH:IITH:2103#PH:IITGN:2003#PH:IITM:1703#PH:IITB:1216#PH:IITR:1805#PH:IISc:1104#PH:IITB:1212#PH:IITB:1215#PH:IITKgp:1605#PH:IITKgp:1604, 0, true, NA, NA, false
M111Z10, --, --, --, --, --, -- , GEN, false, BT320094-M0, 275, 26, --, --, --, 1204-1802, BT:IITB:1204#BT:IITR:1802, 0, true, NA, NA, false
M122F82, --, --, --, --, --, -- , SC, false, PH301489-M1, 3998, 11, --, --, --, 1303-1805-2202-1503-1403-2103-1903-2003-2402-1604-1207-1703-2303-XXXX, PH:IITD:1303#PH:IITR:1805#PH:IITI:2202#PH:IITK:1503#PH:IITG:1403#PH:IITH:2103#PH:IITBBS:1903#PH:IITGN:2003#PH:IITJ:2402#PH:IITKgp:1604#PH:IITB:1207#PH:IITM:1703#PH:IITRPR:2303#PH:IISc:1104, 0, true, NA, NA, false
M108Y50, --, --, --, --, --, -- , GEN, false, MA323180-M1, 455, 31, --, --, --, 2403-2301-2203-2102-XXXX-1702-XXXX-1902-1402-1302, MA:IITJ:2403#MA:IITRPR:2301#MA:IITI:2203#MA:IITH:2102#MA:IITB:1213#MA:IITM:1702#MA:IITB:1212#MA:IITBBS:1902#MA:IITG:1402#MA:IITD:1302, 0, true, NA, NA, false
M107G97, --, --, --, --, --, -- , GEN, false, MA323100-M1, 946, 24.33, --, --, --, 1302-1804-1502-1702-1402-1603-2203-2002, MA:IITD:1302#MA:IITR:1804#MA:IITK:1502#MA:IITM:1702#MA:IITG:1402#MA:IITKgp:1603#MA:IITI:2203#MA:IITGN:2002, 0, true, NA, NA, false
M101M54, --, --, --, --, --, -- , GEN, false, MA510277-M1, 1198, 22, --, --, --, 2403-2301-1804-2203-2002-2102-1402-1902-1502, MA:IITJ:2403#MA:IITRPR:2301#MA:IITR:1804#MA:IITI:2203#MA:IITGN:2002#MA:IITH:2102#MA:IITG:1402#MA:IITBBS:1902#MA:IITK:1502, 0, true, NA, NA, false
M101Q50, --, --, --, --, --, -- , GEN, false, PH114018-M1, 1606, 18.33, --, --, --, 1703-XXXX-1303-2103-1903-1207-1215-1503-XXXX-2402, PH:IITM:1703#PH:IISc:1104#PH:IITD:1303#PH:IITH:2103#PH:IITBBS:1903#PH:IITB:1207#PH:IITB:1215#PH:IITK:1503#PH:IITK:1505#PH:IITJ:2402, 0, true, NA, NA, false
M119M16, --, --, --, --, --, -- , GEN, false, CY806184-M2, 1994, 24, --, --, --, 1803-1401-1701-2201-2401-1301-1205, CY:IITR:1803#CY:IITG:1401#CY:IITM:1701#CY:IITI:2201#CY:IITJ:2401#CY:IITD:1301#CY:IITB:1205, 0, true, NA, NA, false
M104E42, --, --, --, --, --, -- , GEN, false, CY309064-M2, 865, 37, --, --, --, 2101-1803-1401-2302-2401-2201-1301, CY:IITH:2101#CY:IITR:1803#CY:IITG:1401#CY:IITRPR:2302#CY:IITJ:2401#CY:IITI:2201#CY:IITD:1301, 0, true, NA, NA, false
M118C19, --, --, --, --, --, -- , GEN, false, CY304061-M0, 2324, 21.67, --, --, --, 1901-1301-2001-1601-1701-1102-2101-1501-2302-2401-2201-1803-1401-1205, CY:IITBBS:1901#CY:IITD:1301#CY:IITGN:2001#CY:IITKgp:1601#CY:IITM:1701#CY:IISc:1102#CY:IITH:2101#CY:IITK:1501#CY:IITRPR:2302#CY:IITJ:2401#CY:IITI:2201#CY:IITR:1803#CY:IITG:1401#CY:IITB:1205, 0, true, NA, NA, false
M108V59, --, --, --, --, --, -- , GEN, false, MS616139-M0, 300, 23.67, --, --, --, 1905-1214-1203-XXXX, MS:IITBBS:1905#MS:IITB:1214#MS:IITB:1203#MS:IISc:1103, 0, true, NA, NA, false
M102U94, --, --, --, --, --, -- , GEN, false, BL606015-M0, 124, 44.33, BT606015-M0, 101, 31.67, 1101-1204-1802-XXXX, BT:IISc:1101#BT:IITB:1204#BT:IITR:1802#BT:IITB:1210, 0, true, NA, NA, false
M108A94, --, --, --, --, --, -- , GEN, false, BL309012-M0, 366, 35, BT309011-M0, 796, 18.67, 1101, BL:IISc:1101, 0, true, NA, NA, false
M118M53, --, --, --, --, --, -- , GEN, false, BL102091-M1, 1064, 24.67, --, --, --, 1101-1102-XXXX, BL:IISc:1101#BL:IISc:1102#BL:IITB:1210, 0, true, NA, NA, false
M113R12, --, --, --, --, --, -- , GEN, false, MA302254-M1, 1437, 20.33, --, --, --, 1804-1302-1603-XXXX-2301-1502-1702-1206-2403-2002-2203-1902-1402, MA:IITR:1804#MA:IITD:1302#MA:IITKgp:1603#MA:IISc:1103#MA:IITRPR:2301#MA:IITK:1502#MA:IITM:1702#MA:IITB:1206#MA:IITJ:2403#MA:IITGN:2002#MA:IITI:2203#MA:IITBBS:1902#MA:IITG:1402, 0, true, NA, NA, false
M116Q25, --, --, --, --, --, -- , GEN, false, MA413079-M1, 1338, 21, --, --, --, XXXX-1206-1702-1302-1502-1603-1402-1804-2102-1902-2002-2403-2301-2203-XXXX-1214-XXXX-1905-1101, MA:IISc:1103#MA:IITB:1206#MA:IITM:1702#MA:IITD:1302#MA:IITK:1502#MA:IITKgp:1603#MA:IITG:1402#MA:IITR:1804#MA:IITH:2102#MA:IITBBS:1902#MA:IITGN:2002#MA:IITJ:2403#MA:IITRPR:2301#MA:IITI:2203#MA:IITB:1212#MA:IITB:1214#MA:IITB:1213#MA:IITBBS:1905#MA:IISc:1101, 0, true, NA, NA, false
M113H50, --, --, --, --, --, -- , GEN, false, BL307021-M0, 227, 39, BT307020-M0, 247, 26.33, 1101-XXXX-XXXX-1204-1802, BL:IISc:1101#BT:IITB:1210#BT:IITB:1213#BT:IITB:1204#BT:IITR:1802, 0, true, NA, NA, false
M110Q87, --, --, --, --, --, -- , GEN, false, CY406113-M2, 1573, 27.67, --, --, --, 1401-1501-1601-1205-1301-2101-1803-2201-1102, CY:IITG:1401#CY:IITK:1501#CY:IITKgp:1601#CY:IITB:1205#CY:IITD:1301#CY:IITH:2101#CY:IITR:1803#CY:IITI:2201#CY:IISc:1102, 0, true, NA, NA, false
M109D52, --, --, --, --, --, -- , GEN, false, MA305106-M1, 1457, 20.33, --, --, --, 2002-1902-2102-1302-1402-1702-1603-2403-1206, MA:IITGN:2002#MA:IITBBS:1902#MA:IITH:2102#MA:IITD:1302#MA:IITG:1402#MA:IITM:1702#MA:IITKgp:1603#MA:IITJ:2403#MA:IITB:1206, 0, true, NA, NA, false
M111P37, --, --, --, --, --, -- , ST, false, PH317039-M1, 4670, 9.33, --, --, --, 1303-1207-1503-XXXX-XXXX-1215-XXXX-1805-2103-2303-2003-1604-1403-1703-2202-2402, PH:IITD:1303#PH:IITB:1207#PH:IITK:1503#PH:IITB:1212#PH:IITK:1505#PH:IITB:1215#PH:IISc:1104#PH:IITR:1805#PH:IITH:2103#PH:IITRPR:2303#PH:IITGN:2003#PH:IITKgp:1604#PH:IITG:1403#PH:IITM:1703#PH:IITI:2202#PH:IITJ:2402, 0, true, NA, NA, false
M116T52, --, --, --, --, --, -- , GEN, false, GG313347-M2, 280, 43.33, --, --, --, 1201-XXXX-1602-1605-1801-1905-1904, GG:IITB:1201#GG:IITB:1208#GG:IITKgp:1602#GG:IITKgp:1605#GG:IITR:1801#GG:IITBBS:1905#GG:IITBBS:1904, 0, true, NA, NA, false
M103U53, --, --, --, --, --, -- , GEN, false, PH324355-M0, 1604, 18.67, --, --, --, 2402-XXXX-XXXX-1905-1903-2303-1805-1703-XXXX-1605-1503-XXXX-2202-2103-1403-2003-1303-1216-1215-XXXX-XXXX-1202-1207, PH:IITJ:2402#PH:IITB:1212#PH:IITB:1213#PH:IITBBS:1905#PH:IITBBS:1903#PH:IITRPR:2303#PH:IITR:1805#PH:IITM:1703#PH:IITB:1209#PH:IITKgp:1605#PH:IITK:1503#PH:IITK:1505#PH:IITI:2202#PH:IITH:2103#PH:IITG:1403#PH:IITGN:2003#PH:IITD:1303#PH:IITB:1216#PH:IITB:1215#PH:IITB:1210#PH:IISc:1104#PH:IITB:1202#PH:IITB:1207, 0, true, NA, NA, false
M111K82, --, --, --, --, --, -- , GEN, false, MA327255-M1, 568, 29.33, --, --, --, 1804-1302-2301-1402-2403-2203-2002, MA:IITR:1804#MA:IITD:1302#MA:IITRPR:2301#MA:IITG:1402#MA:IITJ:2403#MA:IITI:2203#MA:IITGN:2002, 0, true, NA, NA, false
M109V74, --, --, --, --, --, -- , GEN, false, CY324159-M2, 612, 42, --, --, --, 2401-2001-1401-2101-2302-1803-XXXX-XXXX, CY:IITJ:2401#CY:IITGN:2001#CY:IITG:1401#CY:IITH:2101#CY:IITRPR:2302#CY:IITR:1803#CY:IITB:1213#CY:IITB:1212, 0, true, NA, NA, false
M102M38, --, --, --, --, --, -- , GEN, false, BL513278-M1, 57, 49.67, --, --, --, 1101-XXXX, BL:IISc:1101#BL:IITB:1210, 0, true, NA, NA, false
M111G36, --, --, --, --, --, -- , GEN, false, PH323295-M1, 1139, 21.33, --, --, --, 1303-1207-1503-1805-1403-1703-1604-XXXX-2003-1903-2103-2202-2303-1905-XXXX-XXXX-XXXX-1215-2402-XXXX-1216-1202-1605, PH:IITD:1303#PH:IITB:1207#PH:IITK:1503#PH:IITR:1805#PH:IITG:1403#PH:IITM:1703#PH:IITKgp:1604#PH:IISc:1104#PH:IITGN:2003#PH:IITBBS:1903#PH:IITH:2103#PH:IITI:2202#PH:IITRPR:2303#PH:IITBBS:1905#PH:IITB:1209#PH:IITB:1212#PH:IITB:1213#PH:IITB:1215#PH:IITJ:2402#PH:IITK:1505#PH:IITB:1216#PH:IITB:1202#PH:IITKgp:1605, 0, true, NA, NA, false
M116T20, --, --, --, --, --, -- , SC, false, CY609140-M2, 1679, 27, --, --, --, 1601-1901-1401-1701-1803-2101-2201-2001-2401-2302-1501-1205-1301-1102, CY:IITKgp:1601#CY:IITBBS:1901#CY:IITG:1401#CY:IITM:1701#CY:IITR:1803#CY:IITH:2101#CY:IITI:2201#CY:IITGN:2001#CY:IITJ:2401#CY:IITRPR:2302#CY:IITK:1501#CY:IITB:1205#CY:IITD:1301#CY:IISc:1102, 0, true, NA, NA, false
M113N83, --, --, --, --, --, -- , GEN, false, PH613051-M1, 511, 28.67, --, --, --, XXXX-XXXX-1215-1604-XXXX-1903-2303-1503-1605-XXXX-XXXX-1207-1202-1303-1805-1905-1403-1703-2103-2003-2402-2202, PH:IISc:1104#PH:IITK:1505#PH:IITB:1215#PH:IITKgp:1604#PH:IITB:1212#PH:IITBBS:1903#PH:IITRPR:2303#PH:IITK:1503#PH:IITKgp:1605#PH:IITB:1213#PH:IITB:1209#PH:IITB:1207#PH:IITB:1202#PH:IITD:1303#PH:IITR:1805#PH:IITBBS:1905#PH:IITG:1403#PH:IITM:1703#PH:IITH:2103#PH:IITGN:2003#PH:IITJ:2402#PH:IITI:2202, 0, true, NA, NA, false
M104R95, --, --, --, --, --, -- , GEN, false, BT402001-M0, 796, 18.67, --, --, --, XXXX-1204-1802, BT:IITB:1210#BT:IITB:1204#BT:IITR:1802, 0, true, NA, NA, false
M105J14, --, --, --, --, --, -- , GEN, false, CY410040-M2, 899, 36.67, --, --, --, 1102-1211-1301-2101-1401-1701-XXXX-1803-2302-2401-2201-1901-XXXX, CY:IISc:1102#CY:IITB:1211#CY:IITD:1301#CY:IITH:2101#CY:IITG:1401#CY:IITM:1701#CY:IITB:1212#CY:IITR:1803#CY:IITRPR:2302#CY:IITJ:2401#CY:IITI:2201#CY:IITBBS:1901#CY:IITB:1213, 0, true, NA, NA, false
M106T38, --, --, --, --, --, -- , GEN, false, PH412159-M1, 398, 31, --, --, --, XXXX-1903-1604-1703-1605-2103-1805, PH:IITK:1505#PH:IITBBS:1903#PH:IITKgp:1604#PH:IITM:1703#PH:IITKgp:1605#PH:IITH:2103#PH:IITR:1805, 0, true, NA, NA, false
M122G43, --, --, --, --, --, -- , GEN, false, BL205108-M1, 965, 25.67, --, --, --, 1101-XXXX, BL:IISc:1101#BL:IITB:1210, 0, true, NA, NA, false
M103A77, --, --, --, --, --, -- , GEN, false, GG511036-M2, 341, 39.33, --, --, --, 1904-1201-1801-1602, GG:IITBBS:1904#GG:IITB:1201#GG:IITR:1801#GG:IITKgp:1602, 0, true, NA, NA, false
M118J45, --, --, --, --, --, -- , GEN, false, BL105128-M1, 439, 33.67, --, --, --, 1101-XXXX, BL:IISc:1101#BL:IITB:1210, 0, true, NA, NA, false
M111E69, --, --, --, --, --, -- , GEN, false, MA605273-M1, 376, 33, --, --, --, 1402-1902-2002-2102-1804-1603-1302-2403-1702-2301-2203, MA:IITG:1402#MA:IITBBS:1902#MA:IITGN:2002#MA:IITH:2102#MA:IITR:1804#MA:IITKgp:1603#MA:IITD:1302#MA:IITJ:2403#MA:IITM:1702#MA:IITRPR:2301#MA:IITI:2203, 0, true, NA, NA, false
M104N98, --, --, --, --, --, -- , GEN, false, GG403158-M2, 102, 57.67, --, --, --, XXXX-1201-1602-1801-1904-1905, GG:IITB:1208#GG:IITB:1201#GG:IITKgp:1602#GG:IITR:1801#GG:IITBBS:1904#GG:IITBBS:1905, 0, true, NA, NA, false
M115W58, --, --, --, --, --, -- , SC, false, BT209053-M2, 1344, 15.33, --, --, --, 1101-1204-XXXX, BT:IISc:1101#BT:IITB:1204#BT:IITB:1210, 0, true, NA, NA, false
M117T11, --, --, --, --, --, -- , OBC, false, MA313076-M0, 701, 27, --, --, --, 1502-1302-1804-1702-2301-2403-1206-2203-2002-1902-2102-XXXX-1402, MA:IITK:1502#MA:IITD:1302#MA:IITR:1804#MA:IITM:1702#MA:IITRPR:2301#MA:IITJ:2403#MA:IITB:1206#MA:IITI:2203#MA:IITGN:2002#MA:IITBBS:1902#MA:IITH:2102#MA:IISc:1103#MA:IITG:1402, 0, true, NA, NA, false
M102M95, --, --, --, --, --, -- , GEN, false, PH322025-M1, 837, 24.33, --, --, --, XXXX-XXXX-1605-2303-XXXX-2402-2202-2003-2103-1903-1805-1403-1303, PH:IITB:1213#PH:IITK:1505#PH:IITKgp:1605#PH:IITRPR:2303#PH:IISc:1104#PH:IITJ:2402#PH:IITI:2202#PH:IITGN:2003#PH:IITH:2103#PH:IITBBS:1903#PH:IITR:1805#PH:IITG:1403#PH:IITD:1303, 0, true, NA, NA, false
M108N78, --, --, --, --, --, -- , GEN, false, GG110012-M2, 241, 45.67, --, --, --, 1201-1602-1904-XXXX-1801, GG:IITB:1201#GG:IITKgp:1602#GG:IITBBS:1904#GG:IITB:1208#GG:IITR:1801, 0, true, NA, NA, false
M117Z67, --, --, --, --, --, -- , SC, false, MA308192-M1, 3503, 11.67, --, --, --, 1302-1502-1804-1206-XXXX-1402-1603-1702-2403-1905-2301-2002-2102-2203, MA:IITD:1302#MA:IITK:1502#MA:IITR:1804#MA:IITB:1206#MA:IISc:1103#MA:IITG:1402#MA:IITKgp:1603#MA:IITM:1702#MA:IITJ:2403#MA:IITBBS:1905#MA:IITRPR:2301#MA:IITGN:2002#MA:IITH:2102#MA:IITI:2203, 0, true, NA, NA, false
M102R78, --, --, --, --, --, -- , GEN, false, PH405292-M1, 1430, 19.33, --, --, --, 1403-1207-2103-2402-2003-2202, PH:IITG:1403#PH:IITB:1207#PH:IITH:2103#PH:IITJ:2402#PH:IITGN:2003#PH:IITI:2202, 0, true, NA, NA, false
M108X72, --, --, --, --, --, -- , GEN, false, GG602011-M2, 127, 54.33, --, --, --, XXXX-1905-1904, GG:IITB:1208#GG:IITBBS:1905#GG:IITBBS:1904, 0, true, NA, NA, false
M101K53, --, --, --, --, --, -- , GEN, false, MA318040-M0, 886, 25, MS318024-M0, 262, 25.33, XXXX-XXXX-1203-1206-1905-1302-2002-1402-2102-2203-1502-1603-1702-1804-2301-2403-1504, MS:IISc:1103#MA:IISc:1103#MS:IITB:1203#MA:IITB:1206#MS:IITBBS:1905#MA:IITD:1302#MA:IITGN:2002#MA:IITG:1402#MA:IITH:2102#MA:IITI:2203#MA:IITK:1502#MA:IITKgp:1603#MA:IITM:1702#MA:IITR:1804#MA:IITRPR:2301#MA:IITJ:2403#MS:IITK:1504, 0, true, NA, NA, false
M110K66, --, --, --, --, --, -- , GEN, false, PH305145-M1, 589, 27.33, --, --, --, XXXX-1215-1216-1207-1903-XXXX-XXXX-1202-1303-2003-2103-1805-2202-1503-XXXX-1604-1605-1703-XXXX-2303-1403-2402-XXXX-1905, PH:IISc:1104#PH:IITB:1215#PH:IITB:1216#PH:IITB:1207#PH:IITBBS:1903#PH:IITB:1212#PH:IITB:1209#PH:IITB:1202#PH:IITD:1303#PH:IITGN:2003#PH:IITH:2103#PH:IITR:1805#PH:IITI:2202#PH:IITK:1503#PH:IITK:1505#PH:IITKgp:1604#PH:IITKgp:1605#PH:IITM:1703#PH:IITB:1210#PH:IITRPR:2303#PH:IITG:1403#PH:IITJ:2402#PH:IITB:1213#PH:IITBBS:1905, 0, true, NA, NA, false
M102C70, --, --, --, --, --, -- , GEN, false, PH304127-M1, 1772, 17.67, --, --, --, 1202-1215-1207-1216-XXXX-1503-XXXX-1805-2003-1303-1403-2103-2202-1604-1605-1703-2303-2402-1101-1102-XXXX-1903-1905, PH:IITB:1202#PH:IITB:1215#PH:IITB:1207#PH:IITB:1216#PH:IITB:1213#PH:IITK:1503#PH:IITK:1505#PH:IITR:1805#PH:IITGN:2003#PH:IITD:1303#PH:IITG:1403#PH:IITH:2103#PH:IITI:2202#PH:IITKgp:1604#PH:IITKgp:1605#PH:IITM:1703#PH:IITRPR:2303#PH:IITJ:2402#PH:IISc:1101#PH:IISc:1102#PH:IISc:1104#PH:IITBBS:1903#PH:IITBBS:1905, 0, true, NA, NA, false
