ApplicationId, Allocated-Paper, Allocated-Program, Allocated-Quota, Allocated-Program-Choice, Allocated-Paper-Rank, Allocated-Paper-Mark,  Category, PwD-status, Reg1-ID, Reg1-Rank, Reg1-Marks, Reg2-ID, Reg2-Rank2,  Reg2-Marks,  ValidChoices, Original-Choice, statusId, AutoUpgrade, Quota-Change, Improve-Choice, isSupernumeri
M105W89, CY, 1501, OBC, 1, 65, 64, OBC, false, CY611082-M2, 65, 64, --, --, --, 1501-1205-1301-1601-1701, CY:IITK:1501#CY:IITB:1205#CY:IITD:1301#CY:IITKgp:1601#CY:IITM:1701, 3, false, No-Quota-Change, Same, false
M110T13, CY, 1301, GEN, 3, 66, 64, GEN, false, CY612040-M2, 66, 64, --, --, --, 1205-1501-1301-1401-1701-1102-1601-1803-2101-2001-2201-2401-2302, CY:IITB:1205#CY:IITK:1501#CY:IITD:1301#CY:IITG:1401#CY:IITM:1701#CY:IISc:1102#CY:IITKgp:1601#CY:IITR:1803#CY:IITH:2101#CY:IITGN:2001#CY:IITI:2201#CY:IITJ:2401#CY:IITRPR:2302, 4, true, No-Quota-Change, Same, false
M105H66, GG, 1904, GEN, 4, 66, 62.67, GEN, false, GG611042-M2, 66, 62.67, --, --, --, 1602-1201-1801-1904-1605-1905-XXXX, GG:IITKgp:1602#GG:IITB:1201#GG:IITR:1801#GG:IITBBS:1904#GG:IITKgp:1605#GG:IITBBS:1905#GG:IITB:1208, 4, true, No-Quota-Change, Same, false
M107E16, MA, 1302, GEN, 1, 66, 47, GEN, false, MA307154-M1, 66, 47, --, --, --, 1302-XXXX-1502-1206-1804-1603-2403-2002-1402-1702-1902-2102-2203-2301, MA:IITD:1302#MA:IISc:1103#MA:IITK:1502#MA:IITB:1206#MA:IITR:1804#MA:IITKgp:1603#MA:IITJ:2403#MA:IITGN:2002#MA:IITG:1402#MA:IITM:1702#MA:IITBBS:1902#MA:IITH:2102#MA:IITI:2203#MA:IITRPR:2301, 3, false, No-Quota-Change, Same, false
M102M24, MA, 1302, GEN, 4, 66, 47, GEN, false, MA201112-M0, 66, 47, MS201121-M0, 93, 40.33, XXXX-XXXX-1206-1302-1702-1502-1603-1804-2002-1902-1402-2203-2301-2403-2102-1203-1504-1214-1214-1905-XXXX-XXXX-1905, MA:IISc:1103#MS:IISc:1103#MA:IITB:1206#MA:IITD:1302#MA:IITM:1702#MA:IITK:1502#MA:IITKgp:1603#MA:IITR:1804#MA:IITGN:2002#MA:IITBBS:1902#MA:IITG:1402#MA:IITI:2203#MA:IITRPR:2301#MA:IITJ:2403#MA:IITH:2102#MS:IITB:1203#MS:IITK:1504#MA:IITB:1214#MS:IITB:1214#MA:IITBBS:1905#MA:IITB:1212#MA:IITB:1213#MS:IITBBS:1905, 4, true, No-Quota-Change, Same, false
M101S25, CY, 1301, GEN, 3, 67, 63.67, GEN, false, CY307040-M2, 67, 63.67, --, --, --, 1102-1205-1301-1501-1701-1601-1401-1803-2101-1901-2001-2201-2302-2401, CY:IISc:1102#CY:IITB:1205#CY:IITD:1301#CY:IITK:1501#CY:IITM:1701#CY:IITKgp:1601#CY:IITG:1401#CY:IITR:1803#CY:IITH:2101#CY:IITBBS:1901#CY:IITGN:2001#CY:IITI:2201#CY:IITRPR:2302#CY:IITJ:2401, 4, true, No-Quota-Change, Same, false
M115W93, GG, 1904, GEN, 4, 67, 62.33, GEN, false, GG605209-M2, 67, 62.33, --, --, --, 1801-1602-1201-1904-1605-1905-XXXX, GG:IITR:1801#GG:IITKgp:1602#GG:IITB:1201#GG:IITBBS:1904#GG:IITKgp:1605#GG:IITBBS:1905#GG:IITB:1208, 4, true, No-Quota-Change, Same, false
M107C16, PH, 1604, GEN, 3, 67, 45, GEN, false, PH611265-M1, 67, 45, --, --, --, 1503-1207-1604-1703-1303, PH:IITK:1503#PH:IITB:1207#PH:IITKgp:1604#PH:IITM:1703#PH:IITD:1303, 3, false, No-Quota-Change, Same, false
M107K68, GG, 1605, GEN, 1, 68, 62, GEN, false, GG603290-M2, 68, 62, --, --, --, 1605-1904-1905-1801-1602-XXXX-1201, GG:IITKgp:1605#GG:IITBBS:1904#GG:IITBBS:1905#GG:IITR:1801#GG:IITKgp:1602#GG:IITB:1208#GG:IITB:1201, 3, false, No-Quota-Change, Same, false
M103B19, CY, 1205, OBC, 1, 68, 63.67, OBC, false, CY605096-M2, 68, 63.67, --, --, --, 1205-1501-1601-1102-1701-1301, CY:IITB:1205#CY:IITK:1501#CY:IITKgp:1601#CY:IISc:1102#CY:IITM:1701#CY:IITD:1301, 3, false, No-Quota-Change, Same, false
M102K19, PH, 1505, GEN, 2, 68, 45, GEN, false, PH304142-M1, 68, 45, --, --, --, XXXX-1505-1503-1209-1202-1215-1216-1207-XXXX-1303-1604-1605-1703-1403-2202-1805-2003-1905-1903-2103-2303-1102-1101, PH:IISc:1104#PH:IITK:1505#PH:IITK:1503#PH:IITB:1209#PH:IITB:1202#PH:IITB:1215#PH:IITB:1216#PH:IITB:1207#PH:IITB:1212#PH:IITD:1303#PH:IITKgp:1604#PH:IITKgp:1605#PH:IITM:1703#PH:IITG:1403#PH:IITI:2202#PH:IITR:1805#PH:IITGN:2003#PH:IITBBS:1905#PH:IITBBS:1903#PH:IITH:2103#PH:IITRPR:2303#PH:IISc:1102#PH:IISc:1101, 4, true, No-Quota-Change, Same, false
M106U42, CY, 1301, GEN, 1, 68, 63.67, SC, false, CY809136-M2, 68, 63.67, --, --, --, 1301-1501-1205-1803-2001, CY:IITD:1301#CY:IITK:1501#CY:IITB:1205#CY:IITR:1803#CY:IITGN:2001, 3, false, No-Quota-Change, Same, false
M101T64, MA, 1302, GEN, 2, 68, 47, OBC, false, MA616129-M0, 68, 47, MS616131-M0, 172, 31.67, XXXX-1302-1206-1502-1603-1804-1702-1902-2102-2203-2002-2301-2403-1203-1214-1504, MA:IISc:1103#MA:IITD:1302#MA:IITB:1206#MA:IITK:1502#MA:IITKgp:1603#MA:IITR:1804#MA:IITM:1702#MA:IITBBS:1902#MA:IITH:2102#MA:IITI:2203#MA:IITGN:2002#MA:IITRPR:2301#MA:IITJ:2403#MS:IITB:1203#MS:IITB:1214#MS:IITK:1504, 3, false, No-Quota-Change, Same, false
M107Z95, PH, 1303, GEN, 1, 69, 44.67, GEN, false, PH803063-M1, 69, 44.67, --, --, --, 1303-1207-1503-1805-1703-2103-2202-2003-XXXX-2303-1202, PH:IITD:1303#PH:IITB:1207#PH:IITK:1503#PH:IITR:1805#PH:IITM:1703#PH:IITH:2103#PH:IITI:2202#PH:IITGN:2003#PH:IISc:1104#PH:IITRPR:2303#PH:IITB:1202, 3, false, No-Quota-Change, Same, false
M107K56, MA, 1502, GEN, 2, 69, 47, GEN, false, MA611287-M1, 69, 47, --, --, --, 1206-1502-1702, MA:IITB:1206#MA:IITK:1502#MA:IITM:1702, 4, true, No-Quota-Change, Same, false
M106N70, GG, 1605, GEN, 4, 69, 62, GEN, false, GG514013-M2, 69, 62, --, --, --, 1201-1602-1801-1605-1904-1905, GG:IITB:1201#GG:IITKgp:1602#GG:IITR:1801#GG:IITKgp:1605#GG:IITBBS:1904#GG:IITBBS:1905, 4, true, No-Quota-Change, Same, false
M112E94, PH, 1503, GEN, 1, 69, 44.67, GEN, false, PH612265-M1, 69, 44.67, --, --, --, 1503-1207-1604-1703-1303-XXXX-1215, PH:IITK:1503#PH:IITB:1207#PH:IITKgp:1604#PH:IITM:1703#PH:IITD:1303#PH:IITK:1505#PH:IITB:1215, 3, false, No-Quota-Change, Same, false
M105H62, GG, 1602, OBC, 2, 69, 62, OBC, false, GG611038-M2, 69, 62, --, --, --, 1201-1602-1801-1904-1905-1605, GG:IITB:1201#GG:IITKgp:1602#GG:IITR:1801#GG:IITBBS:1904#GG:IITBBS:1905#GG:IITKgp:1605, 3, false, No-Quota-Change, Same, false
M111Y81, CY, 1301, GEN, 1, 70, 63.67, GEN, false, CY323005-M2, 70, 63.67, --, --, --, 1301-1205-1803-1701-1401-2101, CY:IITD:1301#CY:IITB:1205#CY:IITR:1803#CY:IITM:1701#CY:IITG:1401#CY:IITH:2101, 3, false, No-Quota-Change, Same, false
M117V20, CY, 1301, GEN, 1, 70, 63.67, GEN, false, CY307088-M2, 70, 63.67, --, --, --, 1301-1205-1501, CY:IITD:1301#CY:IITB:1205#CY:IITK:1501, 3, false, No-Quota-Change, Same, false
M101R87, MA, 1502, GEN, 2, 70, 46.67, GEN, false, MA325171-M1, 70, 46.67, --, --, --, XXXX-1502-1206-1302-1702-1603-1402-1214, MA:IISc:1103#MA:IITK:1502#MA:IITB:1206#MA:IITD:1302#MA:IITM:1702#MA:IITKgp:1603#MA:IITG:1402#MA:IITB:1214, 3, false, No-Quota-Change, Same, false
M112X97, MA, 1302, GEN, 1, 71, 46.33, SC, false, MA606107-M0, 71, 46.33, MS606107-M0, 253, 26, 1302-1702-1502-1203-1214-1402-XXXX-1603, MA:IITD:1302#MA:IITM:1702#MA:IITK:1502#MS:IITB:1203#MA:IITB:1214#MA:IITG:1402#MA:IISc:1103#MA:IITKgp:1603, 3, false, No-Quota-Change, Same, false
M116E78, MA, 1214, GEN, 3, 71, 46.33, GEN, false, MA325063-M0, 71, 46.33, MS325063-M0, 97, 39.67, XXXX-1206-1214-1302-1804-1502-1702-1402, MA:IISc:1103#MA:IITB:1206#MA:IITB:1214#MA:IITD:1302#MA:IITR:1804#MA:IITK:1502#MA:IITM:1702#MA:IITG:1402, 4, true, No-Quota-Change, Same, false
M109F45, GG, 1602, OBC, 2, 72, 61.67, OBC, false, GG602022-M2, 72, 61.67, --, --, --, 1201-1602-1801-1904, GG:IITB:1201#GG:IITKgp:1602#GG:IITR:1801#GG:IITBBS:1904, 3, false, No-Quota-Change, Same, false
M109A77, PH, 1503, GEN, 2, 72, 44.67, GEN, false, PH612106-M1, 72, 44.67, --, --, --, 1207-1503-1703-1403-1303-2003-XXXX, PH:IITB:1207#PH:IITK:1503#PH:IITM:1703#PH:IITG:1403#PH:IITD:1303#PH:IITGN:2003#PH:IISc:1104, 3, true, No-Quota-Change, Improved , false
M104J23, CY, 1301, GEN, 4, 72, 63.67, GEN, false, CY309067-M2, 72, 63.67, --, --, --, 1102-1205-1501-1301-1701-1803, CY:IISc:1102#CY:IITB:1205#CY:IITK:1501#CY:IITD:1301#CY:IITM:1701#CY:IITR:1803, 3, false, No-Quota-Change, Same, false
M103Y50, GG, 1605, GEN, 6, 72, 61.67, GEN, false, GG204127-M2, 72, 61.67, --, --, --, 1801-1904-1602-1201-XXXX-1605-1905, GG:IITR:1801#GG:IITBBS:1904#GG:IITKgp:1602#GG:IITB:1201#GG:IITB:1208#GG:IITKgp:1605#GG:IITBBS:1905, 4, true, No-Quota-Change, Same, false
M104U85, PH, 1503, OBC, 1, 73, 44.33, OBC, false, PH410063-M1, 73, 44.33, --, --, --, 1503-XXXX-1207-1604-1303, PH:IITK:1503#PH:IISc:1104#PH:IITB:1207#PH:IITKgp:1604#PH:IITD:1303, 3, false, No-Quota-Change, Same, false
M107V92, PH, 1202, GEN, 1, 73, 44.33, SC, false, PH305062-M1, 73, 44.33, --, --, --, 1202-1207-XXXX-1503-1303, PH:IITB:1202#PH:IITB:1207#PH:IISc:1104#PH:IITK:1503#PH:IITD:1303, 3, false, No-Quota-Change, Same, false
M106P61, PH, 1303, GEN, 1, 73, 44.33, OBC, false, PH305020-M1, 73, 44.33, --, --, --, 1303-1503-1805-1207-1703-1202-XXXX-1216-XXXX-1215-XXXX-XXXX, PH:IITD:1303#PH:IITK:1503#PH:IITR:1805#PH:IITB:1207#PH:IITM:1703#PH:IITB:1202#PH:IITK:1505#PH:IITB:1216#PH:IISc:1104#PH:IITB:1215#PH:IITB:1212#PH:IITB:1209, 3, false, No-Quota-Change, Same, false
M102R63, MA, 1214, GEN, 2, 73, 46.33, GEN, false, MA308028-M1, 73, 46.33, --, --, --, XXXX-1214-1206-1502-1302-2002-1402-1702, MA:IISc:1103#MA:IITB:1214#MA:IITB:1206#MA:IITK:1502#MA:IITD:1302#MA:IITGN:2002#MA:IITG:1402#MA:IITM:1702, 3, false, No-Quota-Change, Same, false
M105W24, CY, 1205, OBC, 1, 73, 63.33, OBC, false, CY410048-M2, 73, 63.33, --, --, --, 1205-1501-1601-1401-1301-1701, CY:IITB:1205#CY:IITK:1501#CY:IITKgp:1601#CY:IITG:1401#CY:IITD:1301#CY:IITM:1701, 3, false, No-Quota-Change, Same, false
M104X11, MS, 1504, OBC, 1, 73, 43.33, OBC, false, MS611007-M2, 73, 43.33, --, --, --, 1504-1203-1214, MS:IITK:1504#MS:IITB:1203#MS:IITB:1214, 3, false, No-Quota-Change, Same, false
M101X68, CY, 1701, GEN, 3, 73, 63.33, GEN, false, CY319160-M2, 73, 63.33, --, --, --, 1102-1205-1701-1301, CY:IISc:1102#CY:IITB:1205#CY:IITM:1701#CY:IITD:1301, 3, false, No-Quota-Change, Same, false
M106Y24, MA, 1206, OBC, 1, 73, 46.33, OBC, false, MA324378-M0, 73, 46.33, MS324061-M0, 155, 33, 1206-1502-1702-1302-1603-1902-2301-1804, MA:IITB:1206#MA:IITK:1502#MA:IITM:1702#MA:IITD:1302#MA:IITKgp:1603#MA:IITBBS:1902#MA:IITRPR:2301#MA:IITR:1804, 3, false, No-Quota-Change, Same, false
M118U34, BT, 1802, OBC, 1, 74, 33, OBC, false, BL325082-M0, 393, 34.33, BT325082-M0, 74, 33, 1802-1204-XXXX-1101, BT:IITR:1802#BT:IITB:1204#BT:IITB:1210#BL:IISc:1101, 3, false, No-Quota-Change, Same, false
M106U95, GG, 1201, SC, 1, 74, 61.33, SC, false, GG603258-M2, 74, 61.33, --, --, --, 1201-1602-1801, GG:IITB:1201#GG:IITKgp:1602#GG:IITR:1801, 3, false, No-Quota-Change, Same, false
M103M66, CY, 1301, GEN, 3, 75, 63.33, GEN, false, CY303238-M2, 75, 63.33, --, --, --, 1102-1205-1301-1601, CY:IISc:1102#CY:IITB:1205#CY:IITD:1301#CY:IITKgp:1601, 4, true, No-Quota-Change, Same, false
M111J82, BT, 1802, OBC, 1, 76, 33, OBC, false, BL313039-M0, 1085, 24.33, BT313036-M0, 76, 33, 1802-1101-1204, BT:IITR:1802#BT:IISc:1101#BT:IITB:1204, 3, false, No-Quota-Change, Same, false
M104R41, MA, 1502, GEN, 2, 76, 46.33, GEN, false, MA304243-M1, 76, 46.33, --, --, --, XXXX-1502-1206-1302-1603-1702-1804-2002-1902-1402-2102-2203-2403, MA:IISc:1103#MA:IITK:1502#MA:IITB:1206#MA:IITD:1302#MA:IITKgp:1603#MA:IITM:1702#MA:IITR:1804#MA:IITGN:2002#MA:IITBBS:1902#MA:IITG:1402#MA:IITH:2102#MA:IITI:2203#MA:IITJ:2403, 3, false, No-Quota-Change, Same, false
M111P55, CY, 1601, GEN, 3, 76, 63, GEN, false, CY612080-M2, 76, 63, --, --, --, 1205-1501-1601-1701-1401-1301-1803-1102-1901-2101-2401-2001, CY:IITB:1205#CY:IITK:1501#CY:IITKgp:1601#CY:IITM:1701#CY:IITG:1401#CY:IITD:1301#CY:IITR:1803#CY:IISc:1102#CY:IITBBS:1901#CY:IITH:2101#CY:IITJ:2401#CY:IITGN:2001, 4, true, No-Quota-Change, Same, false
M103M30, PH, 1215, GEN, 2, 76, 44.33, GEN, false, PH304189-M1, 76, 44.33, --, --, --, XXXX-1215-1303-1805-1503-1604-1403-2103-1703-1216, PH:IITK:1505#PH:IITB:1215#PH:IITD:1303#PH:IITR:1805#PH:IITK:1503#PH:IITKgp:1604#PH:IITG:1403#PH:IITH:2103#PH:IITM:1703#PH:IITB:1216, 3, false, No-Quota-Change, Same, false
M104H16, MA, 1206, OBC, 2, 77, 46, OBC, false, MA313145-M1, 77, 46, --, --, --, XXXX-1206-1502-1302-1402-1902-1603-1804-2002-2102-2203-1702, MA:IISc:1103#MA:IITB:1206#MA:IITK:1502#MA:IITD:1302#MA:IITG:1402#MA:IITBBS:1902#MA:IITKgp:1603#MA:IITR:1804#MA:IITGN:2002#MA:IITH:2102#MA:IITI:2203#MA:IITM:1702, 4, true, No-Quota-Change, Same, false
M101Y36, PH, 1604, GEN, 3, 77, 44, GEN, false, PH607020-M1, 77, 44, --, --, --, 1503-1207-1604-1703-1403-XXXX, PH:IITK:1503#PH:IITB:1207#PH:IITKgp:1604#PH:IITM:1703#PH:IITG:1403#PH:IISc:1104, 4, true, No-Quota-Change, Same, false
M109G88, PH, 1505, GEN, 1, 77, 44, GEN, false, PH612116-M1, 77, 44, --, --, --, 1505-1503-1207-XXXX-1703-1303-1403-1805-1604, PH:IITK:1505#PH:IITK:1503#PH:IITB:1207#PH:IISc:1104#PH:IITM:1703#PH:IITD:1303#PH:IITG:1403#PH:IITR:1805#PH:IITKgp:1604, 3, false, No-Quota-Change, Same, false
M107E12, CY, 1701, GEN, 2, 77, 63, GEN, false, CY611165-M2, 77, 63, --, --, --, 1205-1701-1601, CY:IITB:1205#CY:IITM:1701#CY:IITKgp:1601, 4, true, No-Quota-Change, Same, false
M102D31, MA, 1302, GEN, 2, 78, 46, GEN, false, MA513274-M1, 78, 46, --, --, --, 1206-1302-1502-1702-XXXX-2002-1804-1402-2301-2102-1902-2203-1603-2403, MA:IITB:1206#MA:IITD:1302#MA:IITK:1502#MA:IITM:1702#MA:IISc:1103#MA:IITGN:2002#MA:IITR:1804#MA:IITG:1402#MA:IITRPR:2301#MA:IITH:2102#MA:IITBBS:1902#MA:IITI:2203#MA:IITKgp:1603#MA:IITJ:2403, 3, false, No-Quota-Change, Same, false
M107K66, CY, 1601, GEN, 4, 78, 63, GEN, false, CY611177-M2, 78, 63, --, --, --, 1102-1205-1501-1601-1301, CY:IISc:1102#CY:IITB:1205#CY:IITK:1501#CY:IITKgp:1601#CY:IITD:1301, 3, false, No-Quota-Change, Same, false
M110X97, BT, 1101, OBC, 1, 78, 32.33, OBC, false, BT616071-M2, 78, 32.33, --, --, --, 1101-1802, BT:IISc:1101#BT:IITR:1802, 3, false, No-Quota-Change, Same, false
M105D15, GG, 1201, SC, 1, 78, 60.33, SC, false, GG608007-M2, 78, 60.33, --, --, --, 1201-1602-1801, GG:IITB:1201#GG:IITKgp:1602#GG:IITR:1801, 3, false, No-Quota-Change, Same, false
M103G69, CY, 1301, GEN, 2, 79, 62.67, GEN, false, CY607068-M2, 79, 62.67, --, --, --, 1501-1301-1205-1601-1701-2101-1803-2401, CY:IITK:1501#CY:IITD:1301#CY:IITB:1205#CY:IITKgp:1601#CY:IITM:1701#CY:IITH:2101#CY:IITR:1803#CY:IITJ:2401, 3, false, No-Quota-Change, Same, false
M110C80, GG, 1801, OBC, 2, 79, 60, OBC, false, GG511102-M2, 79, 60, --, --, --, 1201-1801-XXXX-1602-1605-1904-1905, GG:IITB:1201#GG:IITR:1801#GG:IITB:1208#GG:IITKgp:1602#GG:IITKgp:1605#GG:IITBBS:1904#GG:IITBBS:1905, 3, false, No-Quota-Change, Same, false
M109J50, PH, 1303, GEN, 3, 79, 44, GEN, false, PH616203-M1, 79, 44, --, --, --, XXXX-1207-1303-1403-XXXX-1703-1604, PH:IISc:1104#PH:IITB:1207#PH:IITD:1303#PH:IITG:1403#PH:IITK:1505#PH:IITM:1703#PH:IITKgp:1604, 4, true, No-Quota-Change, Same, false
M106K13, MA, 1302, GEN, 3, 79, 46, GEN, false, MA514044-M1, 79, 46, --, --, --, XXXX-1206-1302-1502-1702-1603-2102-1902, MA:IISc:1103#MA:IITB:1206#MA:IITD:1302#MA:IITK:1502#MA:IITM:1702#MA:IITKgp:1603#MA:IITH:2102#MA:IITBBS:1902, 3, false, No-Quota-Change, Same, false
M104W12, CY, 1601, GEN, 3, 79, 62.67, GEN, false, CY611005-M2, 79, 62.67, --, --, --, 1205-1501-1601-1301-1701-1803-1401-1102-1211-2101-1901-2201-2001-2401-2302-XXXX-XXXX-1101-XXXX-1905, CY:IITB:1205#CY:IITK:1501#CY:IITKgp:1601#CY:IITD:1301#CY:IITM:1701#CY:IITR:1803#CY:IITG:1401#CY:IISc:1102#CY:IITB:1211#CY:IITH:2101#CY:IITBBS:1901#CY:IITI:2201#CY:IITGN:2001#CY:IITJ:2401#CY:IITRPR:2302#CY:IITB:1212#CY:IITB:1210#CY:IISc:1101#CY:IITB:1213#CY:IITBBS:1905, 3, false, No-Quota-Change, Same, false
M102M12, MA, 1502, GEN, 2, 80, 45.67, GEN, false, MA502027-M1, 80, 45.67, --, --, --, 1206-1502-1302-1702, MA:IITB:1206#MA:IITK:1502#MA:IITD:1302#MA:IITM:1702, 3, false, No-Quota-Change, Same, false
M106Y52, GG, 1801, OBC, 3, 80, 60, OBC, false, GG603263-M2, 80, 60, --, --, --, 1201-1602-1801-1605-1904-1905, GG:IITB:1201#GG:IITKgp:1602#GG:IITR:1801#GG:IITKgp:1605#GG:IITBBS:1904#GG:IITBBS:1905, 4, true, No-Quota-Change, Same, false
M117R70, MA, 1302, GEN, 1, 80, 45.67, GEN, false, MA307177-M1, 80, 45.67, --, --, --, 1302-1206-1502-1702-1804, MA:IITD:1302#MA:IITB:1206#MA:IITK:1502#MA:IITM:1702#MA:IITR:1804, 3, false, No-Quota-Change, Same, false
M104K64, PH, 1703, GEN, 1, 80, 43.67, GEN, false, PH611075-M1, 80, 43.67, --, --, --, 1703-1604-XXXX-1207-1303-1805-1503-1215-1216-XXXX-2003-2103-1903-2303, PH:IITM:1703#PH:IITKgp:1604#PH:IITK:1505#PH:IITB:1207#PH:IITD:1303#PH:IITR:1805#PH:IITK:1503#PH:IITB:1215#PH:IITB:1216#PH:IITB:1212#PH:IITGN:2003#PH:IITH:2103#PH:IITBBS:1903#PH:IITRPR:2303, 3, false, No-Quota-Change, Same, false
M115A20, MA, 1302, GEN, 1, 80, 45.67, GEN, false, MA305282-M1, 80, 45.67, --, --, --, 1302-1502-1206-1804-1402-1603-2403-2301-2002-2203-2102-1702-1902, MA:IITD:1302#MA:IITK:1502#MA:IITB:1206#MA:IITR:1804#MA:IITG:1402#MA:IITKgp:1603#MA:IITJ:2403#MA:IITRPR:2301#MA:IITGN:2002#MA:IITI:2203#MA:IITH:2102#MA:IITM:1702#MA:IITBBS:1902, 3, false, No-Quota-Change, Same, false
M107F17, GG, 1801, OBC, 3, 80, 60, OBC, false, GG603267-M2, 80, 60, --, --, --, 1201-1602-1801-1904, GG:IITB:1201#GG:IITKgp:1602#GG:IITR:1801#GG:IITBBS:1904, 3, false, No-Quota-Change, Same, false
M102C51, PH, 1303, GEN, 3, 81, 43.67, GEN, false, PH412124-M1, 81, 43.67, --, --, --, 1503-1207-1303-1604-1703-1805-1403-1202-1216-1905-1903-2103-2202-2003-2402, PH:IITK:1503#PH:IITB:1207#PH:IITD:1303#PH:IITKgp:1604#PH:IITM:1703#PH:IITR:1805#PH:IITG:1403#PH:IITB:1202#PH:IITB:1216#PH:IITBBS:1905#PH:IITBBS:1903#PH:IITH:2103#PH:IITI:2202#PH:IITGN:2003#PH:IITJ:2402, 4, true, No-Quota-Change, Same, false
M104P59, CY, 1701, GEN, 2, 81, 62.67, GEN, false, CY610248-M2, 81, 62.67, --, --, --, 1501-1701-1601-1205-1211, CY:IITK:1501#CY:IITM:1701#CY:IITKgp:1601#CY:IITB:1205#CY:IITB:1211, 4, true, No-Quota-Change, Same, false
M104P70, PH, 1215, GEN, 3, 81, 43.67, GEN, false, PH611083-M1, 81, 43.67, --, --, --, XXXX-XXXX-1215-1216-1604-1207-1503-1303-1703-1805-1202-1403-2202-2103, PH:IISc:1104#PH:IITK:1505#PH:IITB:1215#PH:IITB:1216#PH:IITKgp:1604#PH:IITB:1207#PH:IITK:1503#PH:IITD:1303#PH:IITM:1703#PH:IITR:1805#PH:IITB:1202#PH:IITG:1403#PH:IITI:2202#PH:IITH:2103, 3, false, No-Quota-Change, Same, false
M108C53, PH, 1104, GEN, 1, 81, 43.67, GEN, false, PH323140-M1, 81, 43.67, --, --, --, 1104-1503-1207-1303-1703-1805-1403-XXXX-1215, PH:IISc:1104#PH:IITK:1503#PH:IITB:1207#PH:IITD:1303#PH:IITM:1703#PH:IITR:1805#PH:IITG:1403#PH:IITK:1505#PH:IITB:1215, 3, true, No-Quota-Change, Improved , false
M111P89, CY, 1601, GEN, 1, 82, 62.67, GEN, false, CY605181-M2, 82, 62.67, --, --, --, 1601-1205-1501-1102-1401-1701-1301, CY:IITKgp:1601#CY:IITB:1205#CY:IITK:1501#CY:IISc:1102#CY:IITG:1401#CY:IITM:1701#CY:IITD:1301, 3, false, No-Quota-Change, Same, false
M110R32, GG, 1905, GEN, 3, 83, 60, GEN, false, GG604054-M2, 83, 60, --, --, --, 1801-1904-1905, GG:IITR:1801#GG:IITBBS:1904#GG:IITBBS:1905, 4, true, No-Quota-Change, Same, false
M109C82, CY, 1601, GEN, 1, 83, 62.33, GEN, false, CY605165-M2, 83, 62.33, --, --, --, 1601-1501-1102-1211-1401-1701-1301-2001-1803-1901-2302-2401-2201-2101, CY:IITKgp:1601#CY:IITK:1501#CY:IISc:1102#CY:IITB:1211#CY:IITG:1401#CY:IITM:1701#CY:IITD:1301#CY:IITGN:2001#CY:IITR:1803#CY:IITBBS:1901#CY:IITRPR:2302#CY:IITJ:2401#CY:IITI:2201#CY:IITH:2101, 3, false, No-Quota-Change, Same, false
M107C88, CY, 1211, GEN, 2, 83, 62.33, GEN, false, CY324082-M2, 83, 62.33, --, --, --, 1102-1211-1205-1501-1301-1601-1401, CY:IISc:1102#CY:IITB:1211#CY:IITB:1205#CY:IITK:1501#CY:IITD:1301#CY:IITKgp:1601#CY:IITG:1401, 4, true, No-Quota-Change, Same, false
M107W61, MA, 1302, GEN, 1, 84, 45.67, GEN, false, MA327086-M1, 84, 45.67, --, --, --, 1302-1206-1804-1502-XXXX-1603-1702-2203-1402-2002, MA:IITD:1302#MA:IITB:1206#MA:IITR:1804#MA:IITK:1502#MA:IISc:1103#MA:IITKgp:1603#MA:IITM:1702#MA:IITI:2203#MA:IITG:1402#MA:IITGN:2002, 3, false, No-Quota-Change, Same, false
M101S67, PH, 1303, GEN, 2, 84, 43.67, GEN, false, PH325175-M1, 84, 43.67, --, --, --, 1503-1303-1207-1202-1805-1403-1604-1216-XXXX-1215, PH:IITK:1503#PH:IITD:1303#PH:IITB:1207#PH:IITB:1202#PH:IITR:1805#PH:IITG:1403#PH:IITKgp:1604#PH:IITB:1216#PH:IITK:1505#PH:IITB:1215, 4, true, No-Quota-Change, Same, false
M103W36, CY, 1301, GEN, 3, 85, 62.33, GEN, false, CY301367-M2, 85, 62.33, --, --, --, 1205-1501-1301-1102-1601-1701-1401-1803, CY:IITB:1205#CY:IITK:1501#CY:IITD:1301#CY:IISc:1102#CY:IITKgp:1601#CY:IITM:1701#CY:IITG:1401#CY:IITR:1803, 4, true, No-Quota-Change, Same, false
M107R43, CY, 1601, GEN, 3, 85, 62.33, GEN, false, CY611187-M2, 85, 62.33, --, --, --, 1501-1205-1601-1102-1301-1701-1401-2101-1803-2001, CY:IITK:1501#CY:IITB:1205#CY:IITKgp:1601#CY:IISc:1102#CY:IITD:1301#CY:IITM:1701#CY:IITG:1401#CY:IITH:2101#CY:IITR:1803#CY:IITGN:2001, 3, false, No-Quota-Change, Same, false
M103K64, CY, 1301, GEN, 3, 85, 62.33, GEN, false, CY307115-M2, 85, 62.33, --, --, --, 1205-1501-1301-1401-1803-2101-2001-1601-1905-1701-2201-2302-2401, CY:IITB:1205#CY:IITK:1501#CY:IITD:1301#CY:IITG:1401#CY:IITR:1803#CY:IITH:2101#CY:IITGN:2001#CY:IITKgp:1601#CY:IITBBS:1905#CY:IITM:1701#CY:IITI:2201#CY:IITRPR:2302#CY:IITJ:2401, 4, true, No-Quota-Change, Same, false
