registration_id,application_id,air,raw_marks
BT320142-M0,M115A82,1206,16
BT323009-M2,M112B72,1214,16
BT204082-M0,M122P64,1222,16
BT701003-M0,M102Q31,1222,16
BT606140-M0,M121E59,1222,16
BT601097-M0,M117R27,1245,15.67
BT304012-M0,M117C15,1259,15.67
BT510180-M0,M103E14,1271,15.67
BT501016-M0,M122V49,1281,15.67
BT702019-M2,M106A88,1286,15.67
BT603129-M0,M112J46,1290,15.67
BT606002-M0,M101D24,1290,15.67
BT702018-M2,M105A37,1306,15.67
BT312039-M2,M122F14,1308,15.33
BT205369-M2,M122C49,1308,15.33
BT103028-M0,M110E61,1317,15.33
BT308102-M2,M104R26,1325,15.33
BT207025-M2,M119U60,1335,15.33
BT806141-M2,M113N45,1335,15.33
BT801001-M0,M121W89,1344,15.33
BT304003-M0,M115V48,1344,15.33
BT701030-M0,M120R76,1344,15.33
BT210064-M0,M118X98,1344,15.33
BT209053-M2,M115W58,1344,15.33
BT606075-M0,M109A71,1377,15
BT806078-M2,M101R50,1378,15
BT301132-M0,M111H82,1389,15
BT606043-M0,M106A24,1405,15
BT610012-M0,M102W76,1415,15
BT210058-M0,M117M75,1430,15
BT701127-M0,M121K56,1439,15
BT211216-M0,M115C55,1453,15
BT102082-M2,M120T13,1459,14.67
BT606080-M0,M109R85,1464,14.67
BT601013-M0,M103F54,1472,14.67
BT412063-M0,M117P21,1482,14.67
BT616050-M2,M105T13,1482,14.67
BT510027-M0,M112Y96,1495,14.67
BT103076-M2,M102G81,1520,14.67
BT301048-M0,M103N15,1524,14.33
BT405039-M0,M110Y42,1526,14.33
BT616149-M0,M113T82,1539,14.33
BT616182-M2,M104P29,1539,14.33
BT403092-M2,M114X69,1539,14.33
BT301043-M0,M103H21,1547,14.33
BT301130-M0,M111F42,1547,14.33
BT319067-M0,M104H85,1547,14.33
BT304017-M0,M118V25,1559,14.33
BT111050-M2,M110U72,1559,14.33
BT304142-M2,M110X44,1566,14.33
BT207043-M2,M121V99,1578,14.33
BT405253-M2,M116F46,1594,14
BT205069-M2,M117D86,1600,14
BT801140-M0,M106W22,1609,14
BT302040-M2,M105V41,1628,14
BT701099-M2,M120W93,1647,14
BT102022-M2,M108M71,1653,14
BT211217-M0,M116T41,1659,13.67
BT323294-M2,M103F78,1671,13.67
BT204187-M2,M110W65,1685,13.67
BT205021-M2,M112X66,1685,13.67
BT320157-M0,M116K68,1685,13.67
BT206116-M2,M112G26,1685,13.67
BT310167-M2,M120S79,1691,13.67
BT615022-M2,M115S48,1701,13.67
BT203238-M2,M120G62,1707,13.67
BT210139-M2,M107V75,1721,13.33
BT503140-M2,M122Q28,1735,13.33
BT508089-M2,M105W68,1739,13.33
BT319087-M0,M105N30,1746,13.33
BT105001-M0,M101C70,1746,13.33
BT105011-M0,M121J91,1746,13.33
BT204072-M0,M120D54,1757,13.33
BT405087-M2,M102M33,1757,13.33
BT101075-M0,M119Q95,1763,13.33
BT301012-M0,M101S38,1782,13
BT603136-M0,M114P26,1809,13
BT616022-M0,M116F29,1809,13
BT513204-M0,M122N93,1815,13
BT501009-M0,M112F91,1815,13
BT302047-M2,M106A67,1823,13
BT203194-M2,M112F65,1823,13
BT304006-M0,M115Z96,1830,13
BT205234-M2,M103M35,1834,12.67
BT309004-M0,M104N23,1845,12.67
BT302135-M2,M110D17,1854,12.67
BT503001-M0,M102B15,1868,12.67
BT405314-M2,M101P29,1875,12.67
BT701024-M0,M118S77,1875,12.67
BT302118-M2,M109C80,1894,12.33
BT304033-M0,M121F66,1894,12.33
BT325179-M2,M119B61,1894,12.33
BT801024-M0,M117G62,1904,12.33
BT212087-M2,M117M11,1904,12.33
BT205175-M0,M102T57,1914,12.33
BT616064-M2,M109U91,1924,12.33
BT301157-M0,M112M45,1937,12.33
BT701167-M2,M118R73,1958,12
BT510037-M0,M116N17,1958,12
BT303120-M0,M102U89,1969,12
BT319109-M0,M106K79,1969,12
BT301210-M0,M116S94,1985,12
BT210016-M0,M105R75,1985,12
BT617073-M0,M120F91,1985,12
BT412027-M2,M111T10,2008,12
BT203147-M0,M117N72,2013,12
BT324167-M2,M110E10,2013,12
BT702055-M2,M112U28,2013,12
BT301348-M2,M103J30,2025,11.67
BT705018-M0,M119R59,2032,11.67
BT612242-M2,M122B69,2032,11.67
BT617027-M2,M105A69,2032,11.67
BT319050-M0,M103K93,2032,11.67
BT503116-M2,M117W44,2043,11.67
BT205109-M2,M120F59,2052,11.67
BT205043-M2,M115F99,2077,11.67
BT203104-M2,M119Y94,2084,11.67
BT308113-M2,M115P10,2084,11.67
BT604226-M2,M122J55,2091,11.33
BT312049-M0,M116F36,2104,11.33
BT807039-M2,M102N75,2104,11.33
BT513173-M0,M108V53,2111,11.33
BT308021-M0,M122Z93,2130,11.33
BT603147-M0,M119E97,2139,11.33
BT304001-M0,M114T44,2158,11
BT205245-M2,M105A70,2163,11
BT206047-M0,M117R56,2163,11
BT511153-M2,M113P43,2163,11
BT319117-M0,M106S70,2171,11
BT206026-M0,M108Y77,2171,11
BT320133-M0,M114C22,2189,11
BT513202-M0,M122M78,2208,11
BT317015-M2,M105C69,2208,11
BT801156-M0,M120U74,2229,11
BT304250-M2,M117N92,2233,11
BT209001-M0,M118Y65,2233,11
BT206138-M2,M115U43,2253,10.67
BT809125-M0,M116X49,2266,10.67
BT208032-M2,M120T90,2266,10.67
BT605269-M2,M122W41,2279,10.67
BT325090-M0,M119T43,2284,10.67
BT409011-M0,M117T67,2291,10.67
BT701075-M2,M111H84,2300,10.67
BT407129-M2,M115Z29,2305,10.67
BT512012-M0,M102Q94,2310,10.67
BT207131-M2,M117Y64,2329,10.33
BT212086-M2,M117K24,2346,10.33
BT203177-M2,M108J25,2350,10.33
BT405144-M2,M106V67,2359,10
BT206011-M0,M105E59,2363,10
BT324018-M0,M101W53,2372,10
BT205188-M0,M111J57,2372,10
BT203143-M0,M115G58,2376,10
BT203142-M0,M115F97,2376,10
BT207040-M2,M121M90,2393,10
BT203122-M0,M104G46,2400,10
BT114007-M0,M108Y88,2410,10
BT801028-M0,M118V34,2426,9.67
BT405004-M0,M101Y83,2430,9.67
BT211207-M0,M111U59,2430,9.67
BT204089-M0,M123B55,2439,9.67
BT208014-M0,M119B33,2439,9.67
BT502081-M2,M119H41,2439,9.67
BT513170-M0,M106M55,2450,9.67
BT301188-M0,M115D11,2460,9.67
BT804022-M2,M121V87,2466,9.67
BT207145-M2,M121N21,2470,9.67
BT114049-M2,M110M17,2488,9.33
BT405279-M2,M121E50,2491,9.33
BT301227-M0,M118A40,2496,9.33
BT405242-M2,M114R89,2496,9.33
BT512011-M0,M102H37,2502,9.33
BT302016-M2,M104V12,2502,9.33
BT603102-M0,M106G61,2509,9.33
BT210029-M0,M112Q28,2509,9.33
BT204185-M2,M110V17,2514,9.33
BT801147-M0,M113E75,2517,9.33
BT501042-M0,M102W39,2517,9.33
BT405234-M2,M113X42,2525,9.33
BT210030-M0,M112R30,2525,9.33
BT617137-M2,M118N46,2525,9.33
BT603093-M0,M103T10,2529,9.33
CY609114-M2,M114R25,1,89
CY612146-M2,M114D43,2,86.33
CY605097-M2,M103C47,3,81.67
CY605087-M2,M101S65,4,81
CY607062-M2,M103A86,5,80
CY302032-M2,M105K13,6,78.33
CY612029-M2,M110E46,7,77.67
CY612067-M2,M111H72,8,77
CY323313-M2,M103W69,9,76.33
CY611201-M2,M107X27,10,75.67
CY612043-M2,M110T93,11,75
CY323312-M2,M103W49,11,75
CY611080-M2,M105U90,13,74.33
CY611074-M2,M105T39,13,74.33
CY610132-M2,M101Z24,15,74
CY611126-M2,M106P34,15,74
CY611195-M2,M107S99,17,74
CY612069-M2,M111H75,18,73.67
CY612086-M2,M111Q86,18,73.67
CY611189-M2,M107S63,20,73.67
CY608003-M2,M105C23,21,73.33
CY611045-M2,M105J12,22,72.67
CY612045-M2,M110T98,23,72
CY611083-M2,M105W92,24,71.33
CY611194-M2,M107S87,25,71.33
CY324190-M2,M111J98,26,71
CY612070-M2,M111H78,27,70.67
CY323287-M2,M102Y77,27,70.67
CY611193-M2,M107S77,29,70.67
CY611157-M2,M106Z40,30,70
CY303008-M2,M118S37,31,70
CY404055-M2,M119X70,31,70
CY319204-M2,M103N78,33,69.67
CY608013-M2,M105F14,34,69.67
CY612077-M2,M111N79,35,69
CY610131-M2,M101Z18,36,69
CY611088-M2,M105Z54,37,68
CY612087-M2,M111R49,38,68
CY323254-M2,M101P22,38,68
CY607069-M2,M103G71,40,67.67
CY605095-M2,M102R73,40,67.67
CY612078-M2,M111N91,42,67.67
CY607096-M2,M103V90,43,67.33
CY611021-M2,M105D95,44,67.33
CY608089-M2,M107B75,45,67
CY321079-M2,M105Q58,46,67
CY611071-M2,M105R67,47,66.67
CY605100-M2,M103Z71,48,66.33
CY605138-M2,M106P56,48,66.33
CY605137-M2,M105Z58,48,66.33
CY320203-M2,M105J72,51,66.33
CY607052-M2,M102V93,51,66.33
CY321116-M2,M106R33,53,65.33
CY612044-M2,M110T96,54,65.33
CY323321-M2,M104D20,55,65
CY806105-M2,M108T13,55,65
CY323266-M2,M102D37,57,64.67
CY304083-M2,M106U71,58,64.67
CY612030-M2,M110E53,59,64.33
CY410069-M2,M107Z12,59,64.33
CY611188-M2,M107S58,59,64.33
CY605161-M2,M108Z93,62,64.33
CY410090-M2,M109J64,63,64.33
CY412080-M2,M106G94,64,64
CY611082-M2,M105W89,65,64
CY612040-M2,M110T13,66,64
CY307040-M2,M101S25,67,63.67
CY809136-M2,M106U42,68,63.67
CY605096-M2,M103B19,68,63.67
CY323005-M2,M111Y81,70,63.67
CY307088-M2,M117V20,70,63.67
CY309067-M2,M104J23,72,63.67
CY410048-M2,M105W24,73,63.33
CY319160-M2,M101X68,73,63.33
CY303238-M2,M103M66,75,63.33
CY612080-M2,M111P55,76,63
CY611165-M2,M107E12,77,63
CY611177-M2,M107K66,78,63
CY607068-M2,M103G69,79,62.67
CY611005-M2,M104W12,79,62.67
CY610248-M2,M104P59,81,62.67
CY605181-M2,M111P89,82,62.67
CY324082-M2,M107C88,83,62.33
CY605165-M2,M109C82,83,62.33
CY301367-M2,M103W36,85,62.33
CY304095-M2,M107E11,85,62.33
CY307115-M2,M103K64,85,62.33
CY611187-M2,M107R43,85,62.33
CY324093-M2,M107E45,89,62.33
CY403194-M2,M106U72,90,62.33
CY612062-M2,M110Z71,91,62
CY607124-M2,M104K35,91,62
CY610124-M2,M101V64,93,62
CY611020-M2,M105D87,94,62
CY611137-M2,M106R92,94,62
CY809135-M2,M106T95,96,61.67
CY610228-M2,M104D19,96,61.67
CY611218-M2,M108D85,98,61.67
CY608096-M2,M107D86,99,61.33
CY503091-M2,M115H79,100,61.33
CY507074-M2,M101Y66,100,61.33
CY611186-M2,M107R40,100,61.33
CY611075-M2,M105U20,103,61
CY304092-M2,M107C57,104,61
CY611231-M2,M108V87,104,61
CY303288-M2,M106A73,106,61
CY322064-M2,M109B80,106,61
CY502112-M2,M103Z97,106,61
CY410091-M2,M109K20,109,60.67
CY608028-M2,M105K91,110,60.67
CY611117-M2,M106J26,111,60.67
CY323295-M2,M103H23,112,60.33
CY304101-M2,M107N82,112,60.33
CY301368-M2,M103W43,114,60.33
CY612047-M2,M110U12,114,60.33
CY403169-M2,M104W79,114,60.33
CY612109-M2,M112P67,117,60
CY321113-M2,M106Q52,117,60
CY612032-M2,M110E58,119,60
CY607005-M2,M101J75,120,59.67
CY612051-M2,M110V70,121,59.67
CY310050-M2,M104X42,122,59.67
CY605088-M2,M101S81,123,59.67
CY805063-M2,M106R32,124,59.33
CY323345-M2,M104Y40,125,59.33
CY319177-M2,M102M49,125,59.33
CY511019-M2,M101D42,127,59
CY302211-M2,M114B14,128,59
CY403206-M2,M107X97,128,59
CY610165-M2,M102U17,128,59
CY611264-M2,M109K80,128,59
CY605180-M2,M111K98,132,59
CY309074-M2,M105Q48,133,58.67
CY323341-M2,M104V90,133,58.67
CY611061-M2,M105M44,135,58.67
CY607076-M2,M103J33,136,58.33
CY302200-M2,M113C19,137,58.33
CY324140-M2,M108X11,137,58.33
CY607066-M2,M103G23,137,58.33
CY308023-M2,M102Y61,140,58.33
CY607037-M2,M102M59,141,58.33
CY309091-M2,M107X44,142,58
CY611002-M2,M104V74,142,58
CY609078-M2,M112N26,144,57.67
CY307113-M2,M102M52,144,57.67
CY610223-M2,M104A86,144,57.67
CY611141-M2,M106S48,144,57.67
CY411124-M2,M103X26,148,57.67
CY324214-M2,M112M33,149,57.33
CY610246-M2,M104N74,149,57.33
CY610160-M2,M102T23,151,57.33
CY303215-M2,M102Q14,152,57.33
CY610180-M2,M103A36,152,57.33
CY323261-M2,M101W10,154,57
CY319230-M2,M104X89,154,57
CY321081-M2,M105T47,156,57
CY612082-M2,M111P59,157,56.67
CY323314-M2,M103W75,157,56.67
CY608100-M2,M107F59,157,56.67
CY303200-M2,M101K25,157,56.67
CY323269-M2,M102E95,161,56.67
CY603205-M2,M104C67,162,56.33
CY605104-M2,M104H80,163,56.33
CY611073-M2,M105S98,163,56.33
CY301353-M2,M103M58,165,56
CY605101-M2,M104B94,165,56
CY605236-M2,M117D82,167,56
CY611084-M2,M105W93,167,56
CY612053-M2,M110W54,169,55.67
CY304180-M2,M112Y46,169,55.67
CY608005-M2,M105C73,171,55.67
CY304096-M2,M107F72,171,55.67
CY301325-M2,M102M92,173,55.67
CY303246-M2,M103W40,173,55.67
CY605090-M2,M101T55,173,55.67
CY611160-M2,M107A79,176,55.67
CY611139-M2,M106S31,177,55.33
CY319211-M2,M103W95,178,55.33
CY313300-M2,M106N95,179,55.33
CY608119-M2,M107V32,179,55.33
CY610107-M2,M101J64,181,55.33
CY302039-M2,M105U15,182,55
CY410062-M2,M107H83,182,55
CY409033-M2,M104P10,184,55
CY409049-M2,M107H67,185,55
CY322001-M2,M106U53,185,55
CY610176-M2,M102Z89,185,55
CY610167-M2,M102V43,185,55
CY610198-M2,M103N27,185,55
CY611085-M2,M105X40,185,55
CY303248-M2,M103X20,191,54.67
CY610229-M2,M104D41,191,54.67
CY607117-M2,M104G64,193,54.67
CY608038-M2,M105R25,194,54.67
CY609002-M2,M108Y15,195,54.33
CY313139-M2,M106Z20,196,54.33
CY612145-M2,M114B49,196,54.33
CY611227-M2,M108Q20,196,54.33
CY323290-M2,M102Z57,199,54.33
CY324074-M2,M106S91,199,54.33
CY321086-M2,M105X23,199,54.33
CY611167-M2,M107E80,199,54.33
CY324200-M2,M111Y61,203,54.33
CY303290-M2,M106E67,204,54
CY612083-M2,M111P81,205,54
CY307072-M2,M110A64,205,54
CY608029-M2,M105K92,207,54
CY612063-M2,M111A99,208,53.67
CY301396-M2,M121Y66,209,53.67
CY607070-M2,M103G85,209,53.67
CY403168-M2,M104U15,211,53.67
CY324106-M2,M107K95,212,53.67
CY309053-M2,M102E23,213,53.33
CY607080-M2,M103M62,214,53.33
CY607032-M2,M102G40,214,53.33
CY303202-M2,M101K54,216,53.33
CY610108-M2,M101K92,216,53.33
CY514023-M2,M107V49,216,53.33
CY610197-M2,M103N13,219,53
CY321097-M2,M106D37,219,53
CY611016-M2,M105C46,219,53
CY611196-M2,M107T44,219,53
CY611161-M2,M107A80,223,53
CY324096-M2,M107E83,224,52.67
CY404022-M2,M112A71,224,52.67
CY607141-M2,M104X99,224,52.67
CY611001-M2,M104U62,224,52.67
CY612041-M2,M110T36,228,52.67
CY309082-M2,M106Q49,229,52.33
CY612048-M2,M110U23,229,52.33
CY403058-M2,M107S75,229,52.33
CY301315-M2,M101P81,232,52.33
CY319157-M2,M101U32,232,52.33
CY319208-M2,M103R20,232,52.33
CY514142-M2,M116X10,232,52.33
CY611129-M2,M106Q12,232,52.33
CY323320-M2,M104C44,237,52.33
CY303291-M2,M106H24,238,52
CY304200-M2,M114U12,238,52
CY322052-M2,M108U21,240,52
CY323091-M2,M116Q55,241,52
CY411144-M2,M107J40,241,52
CY307124-M2,M110U42,241,52
CY111030-M2,M107T22,244,52
CY404020-M2,M111T61,245,52
CY324068-M2,M106K74,246,51.67
CY403140-M2,M103J34,246,51.67
CY611047-M2,M105J26,246,51.67
CY611019-M2,M105D54,249,51.67
CY301346-M2,M103H94,250,51.67
CY323343-M2,M104W22,250,51.67
CY605151-M2,M108F55,250,51.67
CY323244-M2,M101E33,253,51.33
CY303235-M2,M103H82,253,51.33
CY409013-M2,M102A50,253,51.33
CY611168-M2,M107F27,253,51.33
CY302162-M2,M111G91,257,51.33
CY301318-M2,M101Y68,258,51.33
CY308108-M2,M109X84,258,51.33
CY322053-M2,M108U28,258,51.33
CY302212-M2,M114B95,261,51
CY324116-M2,M108D55,261,51
CY610123-M2,M101V16,261,51
CY320205-M2,M105J93,261,51
CY608050-M2,M106A20,265,51
CY324153-M2,M109R88,266,50.67
CY401046-M2,M103Y93,267,50.67
CY309068-M2,M104M71,267,50.67
CY323327-M2,M104G95,269,50.67
CY403090-M2,M113X72,269,50.67
CY610183-M2,M103B18,269,50.67
CY610247-M2,M104N83,269,50.67
CY213050-M2,M102T90,273,50.67
CY322105-M2,M110K20,273,50.67
CY322077-M2,M109K32,273,50.67
CY607067-M2,M103G65,273,50.67
CY605127-M2,M105K32,277,50.33
CY409048-M2,M107H36,278,50.33
CY319227-M2,M104V13,278,50.33
CY612236-M2,M121F43,280,50.33
CY605109-M2,M105C56,280,50.33
CY309196-M2,M102F88,282,50.33
CY319176-M2,M102M40,282,50.33
CY410059-M2,M107G80,284,50
CY410034-M2,M104R86,284,50
CY612157-M2,M114W98,286,50
CY324202-M2,M112B49,286,50
CY403172-M2,M105C57,286,50
CY611236-M2,M108X39,286,50
CY303287-M2,M106A68,290,50
CY322031-M2,M107Y97,290,50
CY403176-M2,M105N59,290,50
CY319165-M2,M102D40,290,50
CY608112-M2,M107Q35,294,49.67
CY605086-M2,M101B35,294,49.67
CY323110-M2,M117C25,296,49.67
CY403130-M2,M102T97,296,49.67
CY404028-M2,M112X20,296,49.67
CY321102-M2,M106J46,296,49.67
CY611267-M2,M109N74,296,49.67
CY403075-M2,M110H88,301,49.67
CY607127-M2,M104K93,301,49.67
CY608045-M2,M105T63,303,49.67
CY610189-M2,M103J83,304,49.33
CY403200-M2,M107N19,305,49.33
CY403040-M2,M105U35,305,49.33
CY607028-M2,M101Y96,305,49.33
CY303213-M2,M102M46,308,49.33
CY616248-M2,M113F94,308,49.33
CY319138-M2,M101A41,308,49.33
CY319185-M2,M102S12,308,49.33
CY511023-M2,M101V48,312,49.33
CY405313-M2,M101H87,313,49.33
CY410085-M2,M109E50,314,49
CY612147-M2,M114E19,315,49
CY605152-M2,M108P36,315,49
CY808011-M2,M108T36,317,49
CY409044-M2,M106R40,317,49
CY611131-M2,M106Q57,317,49
CY509156-M2,M108S23,320,49
CY302123-M2,M109K18,320,49
CY612046-M2,M110U10,320,49
CY513220-M2,M102H36,323,48.67
CY511121-M2,M111F71,324,48.67
CY303254-M2,M104G13,325,48.67
CY610190-M2,M103J90,325,48.67
CY605143-M2,M107F64,325,48.67
CY611116-M2,M106J24,325,48.67
CY304238-M2,M116S22,329,48.67
CY109091-M2,M108F42,329,48.67
CY610239-M2,M104J67,329,48.67
CY324198-M2,M111U96,332,48.67
CY610237-M2,M104G66,332,48.67
CY302120-M2,M109H52,334,48.33
CY612154-M2,M114W52,335,48.33
CY323352-M2,M105G69,335,48.33
CY319195-M2,M103G67,335,48.33
CY304204-M2,M115C97,338,48.33
CY324067-M2,M106K69,338,48.33
CY403078-M2,M111N52,338,48.33
CY611110-M2,M106G24,338,48.33
CY609010-M2,M109A11,342,48.33
CY308106-M2,M108R47,342,48.33
CY324166-M2,M110D89,342,48.33
CY410032-M2,M104G71,342,48.33
CY605133-M2,M105R99,342,48.33
CY323348-M2,M105A28,347,48.33
CY303233-M2,M103H19,348,48.33
CY608032-M2,M105M76,349,48
CY404021-M2,M111Z97,350,48
CY608049-M2,M105X37,351,48
CY611048-M2,M105J36,351,48
CY611190-M2,M107S65,351,48
CY403177-M2,M105N64,354,48
CY607085-M2,M103N52,355,48
CY608014-M2,M105F23,356,47.67
CY303260-M2,M104S28,356,47.67
CY308026-M2,M103N35,356,47.67
CY605016-M2,M103D30,356,47.67
CY509158-M2,M109N41,360,47.67
CY616276-M2,M117J34,360,47.67
CY403070-M2,M109G52,360,47.67
CY321077-M2,M105P64,360,47.67
CY325139-M2,M116J70,360,47.67
CY501063-M2,M102C60,360,47.67
CY301352-M2,M103K70,366,47.67
CY323317-M2,M103Z87,366,47.67
CY323357-M2,M105K80,366,47.67
CY324187-M2,M111F64,366,47.67
CY324071-M2,M106Q93,366,47.67
CY605105-M2,M104J95,366,47.67
CY611006-M2,M104W67,366,47.67
CY609106-M2,M114G95,373,47.67
CY404038-M2,M114M79,374,47.67
CY604104-M2,M112P88,374,47.67
CY304104-M2,M107U47,376,47.33
CY301371-M2,M103Y27,377,47.33
CY323300-M2,M103J93,378,47.33
CY611222-M2,M108F54,378,47.33
CY611158-M2,M106Z55,378,47.33
CY322130-M2,M110U89,381,47.33
CY605018-M2,M105B15,381,47.33
CY514103-M2,M113A18,381,47.33
CY303243-M2,M103V22,384,47
CY324069-M2,M106M28,384,47
CY605214-M2,M116K59,384,47
CY611205-M2,M107Y75,384,47
CY301336-M2,M103A26,388,47
CY324250-M2,M114V43,388,47
CY410061-M2,M107H47,388,47
CY617110-M2,M111Y85,388,47
CY302050-M2,M106C13,392,47
CY607048-M2,M102S78,392,47
CY503093-M2,M115J77,394,47
CY607143-M2,M105A18,394,47
CY607045-M2,M102R43,394,47
CY319235-M2,M105A50,397,47
CY323337-M2,M104T94,398,46.67
CY403226-M2,M109P74,398,46.67
CY404024-M2,M112B70,398,46.67
CY611081-M2,M105W42,398,46.67
CY313290-M2,M101K77,402,46.67
CY612182-M2,M115T27,402,46.67
CY323318-M2,M104A17,402,46.67
CY608139-M2,M108U53,402,46.67
CY605144-M2,M107N69,402,46.67
CY302028-M2,M105E23,407,46.67
CY609200-M2,M101G87,408,46.67
CY324176-M2,M110T73,409,46.33
CY605128-M2,M105K50,409,46.33
CY612012-M2,M109Z65,411,46.33
CY304190-M2,M113V76,411,46.33
CY605163-M2,M108Z95,411,46.33
CY503092-M2,M115J30,414,46.33
CY403125-M2,M101R16,414,46.33
CY401007-M2,M103Z52,416,46
CY303293-M2,M106K30,416,46
CY311038-M2,M103W53,416,46
CY302075-M2,M107A66,419,46
CY410063-M2,M107J33,419,46
CY307047-M2,M103Y51,419,46
CY403182-M2,M105P62,419,46
CY403195-M2,M107F55,419,46
CY319210-M2,M103V68,419,46
CY605220-M2,M116N44,419,46
CY323355-M2,M105H11,426,46
CY324126-M2,M108R58,426,46
CY303300-M2,M106U15,428,46
CY322086-M2,M109T30,428,46
CY611233-M2,M108W38,428,46
CY513221-M2,M102J14,431,46
CY612092-M2,M111U19,431,46
CY404017-M2,M111E65,431,46
CY809140-M2,M107X68,434,46
CY304219-M2,M115R16,435,45.67
CY401070-M2,M115X89,436,45.67
CY302033-M2,M105N15,436,45.67
CY302061-M2,M106R21,436,45.67
CY612073-M2,M111K21,436,45.67
CY603321-M2,M108N61,436,45.67
CY319194-M2,M103D83,436,45.67
CY612206-M2,M117M40,442,45.67
CY323335-M2,M104R97,442,45.67
CY303270-M2,M105E84,442,45.67
CY610196-M2,M103M99,445,45.67
CY611245-M2,M108Z44,445,45.67
CY403202-M2,M107N98,447,45.67
CY608099-M2,M107E54,448,45.33
CY303285-M2,M105V69,448,45.33
CY409039-M2,M105R10,448,45.33
CY513237-M2,M105C14,451,45.33
CY612042-M2,M110T75,451,45.33
CY303262-M2,M104T46,451,45.33
CY410018-M2,M102N67,451,45.33
CY610138-M2,M102A24,451,45.33
CY610129-M2,M101Y77,451,45.33
CY320207-M2,M105K51,451,45.33
CY605240-M2,M117G42,451,45.33
CY611199-M2,M107V45,451,45.33
CY611257-M2,M109F68,451,45.33
CY320202-M2,M105H71,461,45.33
CY301361-M2,M103U43,462,45.33
CY509091-M2,M112S27,463,45
CY612152-M2,M114U64,463,45
CY403225-M2,M109P45,463,45
CY323246-M2,M101H53,466,45
CY307052-M2,M105M49,466,45
CY322099-M2,M110C60,466,45
CY503088-M2,M115D29,466,45
CY323255-M2,M101P80,470,45
CY303056-M2,M120U11,470,45
CY612201-M2,M116M53,472,45
CY324164-M2,M109Z21,472,45
CY324149-M2,M109M22,472,45
CY323256-M2,M101Q59,475,45
CY319150-M2,M101P78,475,45
CY324104-M2,M107K93,477,45
CY410074-M2,M108E89,478,44.67
CY319158-M2,M101U45,478,44.67
CY403132-M2,M102V36,480,44.67
CY307060-M2,M108C73,481,44.67
CY605233-M2,M117C87,482,44.33
CY611044-M2,M105H81,482,44.33
CY513012-M2,M104X12,484,44.33
CY401010-M2,M106A48,484,44.33
CY612113-M2,M112R61,484,44.33
CY323354-M2,M105G82,484,44.33
CY303209-M2,M102B40,484,44.33
CY303226-M2,M103B57,484,44.33
CY322012-M2,M107C73,484,44.33
CY109055-M2,M105G74,484,44.33
CY403203-M2,M107Q46,484,44.33
CY605094-M2,M102C17,484,44.33
CY612031-M2,M110E54,494,44.33
CY323328-M2,M104H83,494,44.33
CY608064-M2,M106D95,494,44.33
CY303267-M2,M105C70,494,44.33
CY503135-M2,M121Y38,494,44.33
CY611003-M2,M104V97,494,44.33
CY605164-M2,M108Z98,500,44.33
CY609046-M2,M111H99,501,44.33
CY324095-M2,M107E47,501,44.33
CY401076-M2,M117T94,503,44.33
CY610175-M2,M102Z81,503,44.33
CY303292-M2,M106J86,505,44
CY324079-M2,M107A22,505,44
CY323302-M2,M103K95,507,44
CY405309-M2,M101B95,507,44
CY203061-M2,M104T99,507,44
CY324152-M2,M109P53,507,44
CY311036-M2,M103G88,507,44
CY307044-M2,M102Z84,507,44
CY319220-M2,M104D45,507,44
CY320206-M2,M105K49,507,44
CY605193-M2,M113J16,507,44
CY302036-M2,M105Q73,516,44
CY324076-M2,M106U79,516,44
CY319155-M2,M101U19,516,44
CY319191-M2,M102U51,516,44
CY302257-M2,M116C42,520,44
CY322024-M2,M107V21,520,44
CY403199-M2,M107M71,520,44
CY605235-M2,M117D57,520,44
CY608066-M2,M106E53,524,43.67
CY608128-M2,M108A96,524,43.67
CY607063-M2,M103B30,524,43.67
CY611046-M2,M105J19,524,43.67
CY301350-M2,M103K52,528,43.67
CY612098-M2,M112D24,528,43.67
CY303242-M2,M103V13,528,43.67
CY803044-M2,M104B55,528,43.67
CY503034-M2,M109J10,528,43.67
CY109082-M2,M107U23,528,43.67
CY205224-M2,M102D34,528,43.67
CY319139-M2,M101A97,528,43.67
CY605108-M2,M105B89,528,43.67
CY303271-M2,M105F15,537,43.67
CY304182-M2,M113B86,537,43.67
CY410066-M2,M107P74,537,43.67
CY322019-M2,M107R67,537,43.67
CY322100-M2,M110C92,537,43.67
CY403084-M2,M112K65,537,43.67
CY607084-M2,M103N43,537,43.67
CY605178-M2,M110U44,537,43.67
CY611092-M2,M106B31,537,43.67
CY611254-M2,M109E27,546,43.67
CY612052-M2,M110W21,547,43.33
CY323379-M2,M106C46,547,43.33
CY319146-M2,M101J49,547,43.33
CY611011-M2,M104Y11,547,43.33
CY309054-M2,M102F82,551,43.33
CY608061-M2,M106D22,551,43.33
CY403207-M2,M107Y71,551,43.33
CY610162-M2,M102T69,551,43.33
CY303212-M2,M102H89,555,43.33
CY409018-M2,M102U75,555,43.33
CY407089-M2,M109J54,555,43.33
CY301332-M2,M102X58,558,43.33
CY609151-M2,M117T77,558,43.33
CY607056-M2,M102Y70,558,43.33
CY609047-M2,M111J54,561,43
CY304103-M2,M107T61,561,43
CY612112-M2,M112R52,563,43
CY111026-M2,M105X56,563,43
CY111044-M2,M110H99,563,43
CY412069-M2,M102C41,566,43
