application_id,seat_allotted
M107D25,1703
M104S59,1703
M116C24,1703
M108D41,1703
M110W96,1703
M110Q44,1703
M114X88,1703
M101A44,1703
M120F11,1703
M119H10,1703
M102Z38,1703
M105U61,1703
M104Y61,1703
M110J78,1703
M110E13,1703
M109K47,1703
M117Q73,1703
M110N90,1703
M101T15,1703
M111E93,1703
M101T95,1703
M101Z12,1703
M109Q80,1703
M119T74,1703
M107G75,1703
M101D85,1703
M107A78,1401
M106U68,1804
M104N25,1703
M101Q52,1703
M110Z22,1703
M122F40,1703
M101D45,1703
M112H62,1703
M105Z82,1703
M104B68,1703
M107C15,1703
M101D16,1703
M109S85,1703
M122H83,1703
M114W65,1703
M103X19,1703
M102Q82,1703
M101G71,1703
M104A16,1703
M105B46,1703
M112F32,1703
M104U38,1703
M106Q11,1703
M102U90,1703
M102K63,1703
M102G80,1703
M101N64,1703
M103J70,1703
M102S72,1703
M104N15,1703
M115R12,1703
M117H28,1703
M103H57,1703
M102H61,1703
M101Z68,1703
M120V53,1703
M102S19,1703
M104A36,1703
M104H60,1703
M104W70,1703
M101K47,1703
M110E57,1703
M112W19,1703
M102Z51,1703
M117K36,1703
M107M34,1703
M103G41,1703
M111C45,1703
M104K64,1703
M109A77,1703
M105D39,1703
M103A40,1703
M101G36,1703
M119M83,1702
M103F60,1702
M112V69,1702
M114X70,1702
M110Z45,1702
M113W40,1702
M121G86,1702
M112U27,1702
M120K58,1702
M110B53,1702
M102D28,1805
M117R94,1805
M102H61,1805
M110C17,1805
M107D94,1805
M104F22,1805
M110M73,1804
M118J12,1804
M111G37,1804
M107A99,1804
M104U16,1804
M108P37,1804
M108G65,1804
M118X59,1804
M121Y10,1703
M101E88,1805
M103T31,1703
M102T59,1703
M105A13,1703
M101P62,1703
M107Z50,1703
M111V15,1703
M104F42,1703
M119F93,1703
M116A89,1703
M107P79,1703
M109Y98,1703
M115D72,1703
M106K53,1703
M111H55,1402
M106Q39,1703
M103W82,1703
M107R45,1703
M107W39,1703
M108E22,1703
M118K80,1703
M103H95,1703
M105V31,1703
M103P40,1804
M102K75,1804
M102W92,1804
M112V28,1804
M107C41,1804
M112B10,1804
M104G26,1804
M101Y99,1804
M104M27,1804
M111W86,1804
M108T63,1804
M104F60,1804
M102C49,1402
M107U96,1804
M109B47,1804
M117Z27,1804
M114X37,1804
M107D31,1804
M107Z25,1804
M102Y20,1804
M101S36,1804
M105U65,1804
M106F83,1804
M112J84,1804
M110S56,1804
M110U56,1804
M105N65,1804
M109S15,1804
M108E14,1804
M103C30,1804
M111D97,1804
M117E47,1804
M106K82,1804
M106W33,1804
M108M99,1804
M111H43,1804
M110Q61,1804
M108V16,1804
M111Y49,1804
M109E19,1804
M108K37,1804
M110C43,1804
M103G11,1804
M110U74,1804
M112A25,1804
M108M26,1804
M102H91,1804
M102F77,1804
M113U15,1804
M108K13,1804
M102S38,1804
M106K80,1804
M106H13,1804
M102K25,1804
M101R31,1804
M108B73,1804
M103F38,1804
M104Q99,1804
M112C66,1804
M101R32,1804
M106Y77,1804
M101B67,1804
M107W17,1804
M101C96,1804
M111V47,1702
M106V35,1702
M109R21,1702
M111J77,1702
M119G88,1702
M122R94,1702
M119E67,1702
M118N12,1702
M102A19,1702
M104G87,1702
M103A94,1702
M103X55,1702
M103C75,1702
M104K73,1702
M119C75,1702
M102U72,1702
M118X59,1702
M101B41,1702
M102E90,1702
M103Q77,1702
M114E22,1702
M101M70,1702
M109Z31,1702
M106E68,1702
M102Z69,1702
M103X11,1702
M102Y34,1702
M102G30,1702
M108H64,1702
M104J18,1702
M121G46,1702
M103U51,1702
M112N86,1804
M106V81,1702
M104Y68,1702
M103V83,1702
M108W31,1702
M111H55,1702
M110G11,1702
M112C62,1702
M108J76,1702
M106K91,1702
M101A65,1702
M110W39,1702
M107P36,1702
M101K58,1702
M111W86,1702
M108T63,1702
M104F60,1702
M105D60,1702
M104V76,1702
M107U96,1702
M109B47,1702
M102E63,1702
M102Q95,1702
M109G68,1702
M101V79,1702
M102Y20,1702
M101S36,1702
M105C91,1702
M105U65,1702
M102Q65,1702
M110U56,1702
M102N50,1702
M117E47,1702
M106W33,1702
M108M99,1702
M108Q93,1702
M111Y49,1702
M113E16,1702
M110U74,1702
M102F77,1702
M109X44,1702
M105B13,1702
M106K80,1702
M109F65,1702
M102K25,1702
M120W36,1702
M106Q25,1702
M104Q99,1702
M101W27,1702
M103J22,1702
M106D78,1702
M101R32,1702
M101B67,1702
M115T47,1702
M110S72,1702
M115U20,1702
M106B32,1702
M106U27,1702
M110P28,1702
M101C96,1702
M105E10,1702
M103Z40,1702
M110G85,1702
M101B66,1702
M118C33,1702
M108G26,1702
M101A34,1702
M103G77,1702
M108R35,1702
M108R24,1702
M108R28,1702
M101A52,1702
M102D57,1702
M102Z63,1702
M104A87,1702
M107G81,1702
M114T98,1702
M107H52,1702
M110X31,1702
M105U90,1501
M106D67,1702
M101N17,1702
M113Q41,1702
M119W22,1702
M106R96,1702
M104T57,1702
M106G96,1702
M110X30,1702
M116T65,1701
M119G15,1701
M110M37,1701
M104J78,1702
M105W39,1702
M109M40,1702
M103T43,1701
M109V26,1701
M103E36,1701
M117R18,1701
M104V51,1701
M101W39,1701
M113Z88,1701
M103H30,1701
M108X34,1701
M113W58,1701
M105U34,1701
M105U25,1701
M112Q52,1701
M107Y99,1701
M117X55,1701
M107D73,1701
M101S59,1701
M102U75,1701
M107V21,1701
M106J86,1701
M101U45,1701
M120U11,1701
M110C60,1701
M109P45,1701
M108Z44,1701
M103M99,1701
M102J14,1701
M108W38,1701
M103Z52,1701
M106K30,1701
M113V76,1701
M103A26,1701
M111Y85,1701
M104G66,1701
M108F42,1701
M103J83,1701
M105T63,1701
M103W61,1801
M107K52,1801
M106Y52,1801
M110C80,1801
M101K82,1801
M101F40,1801
M115W93,1801
M105H66,1801
M107N13,1801
M107K57,1801
M105M96,1801
M105H61,1801
M105H73,1801
M109W27,1801
M105B45,1801
M101P47,1801
M109A10,1801
M119T85,1801
M104V13,1701
M103Y50,1801
M101C23,1703
M105K32,1701
M105C57,1701
M106A68,1701
M109N74,1701
M102V36,1701
M105H81,1701
M107E47,1701
M106U79,1701
M107U23,1701
M103N43,1701
M105F15,1701
M113B86,1701
M101J49,1701
M102F82,1701
M107Y71,1701
M116P79,1501
M103H30,1501
M107T61,1701
M110H99,1701
M115P64,1701
M116N15,1701
M110T51,1701
M103V87,1701
M107E49,1701
M112Y27,1701
M101B64,1701
M107F63,1701
M103N75,1701
M120U17,1701
M103Z78,1701
M104K34,1701
M106T60,1701
M104M44,1701
M108F81,1701
M107N44,1701
M102T90,1701
M103Y93,1701
M106A20,1701
M110U42,1701
M106H24,1701
M110T36,1701
M103N13,1701
M105X23,1701
M106Z20,1701
M102V43,1701
M107H83,1701
M107A79,1701
M105C73,1701
M105W93,1701
M103M58,1701
M104B94,1701
M105S98,1701
M102T23,1701
M104N74,1701
M104A86,1701
M106S48,1701
M104V74,1701
M102M59,1701
M113C19,1701
M103G23,1701
M103J33,1701
M114B14,1701
M102U17,1701
M107X97,1701
M109K80,1701
M104Y40,1701
M110V70,1701
M101J75,1701
M110E58,1701
M110U12,1701
M104W79,1701
M105K91,1701
M108V87,1701
M101V64,1701
M104K35,1701
M107E12,1701
M101X68,1701
M108D41,1604
M101A44,1604
M104U29,1604
M119H10,1604
M108S46,1604
M108P30,1604
M117A94,1604
M104S44,1604
M102N49,1604
M117V35,1604
M102F86,1604
M102Y85,1604
M105U61,1604
M110E13,1604
M109K47,1604
M110N90,1604
M101N52,1604
M101T15,1604
M103B27,1604
M111E93,1604
M104P15,1604
M101T95,1604
M101Z12,1604
M106E37,1604
M101D85,1604
M104J52,1604
M109P78,1604
M112S29,1604
M107R42,1604
M104D41,1701
M104G64,1701
M105P40,1502
M105R25,1701
M105K92,1701
M111A99,1701
M103G85,1701
M121Y66,1701
M103M62,1701
M102G40,1701
M101K92,1701
M107A80,1701
M104U62,1701
M105J26,1701
M106Q12,1701
M108F55,1701
M107F27,1701
M104M71,1701
M103G65,1701
M107S58,1701
M104P59,1701
M115W84,1604
M106K98,1604
M103Q35,1604
M109F44,1604
M111B45,1604
M105D71,1604
M101Y55,1604
M104A44,1604
M102P35,1604
M103K53,1604
M112F32,1604
M104U38,1604
M102U90,1604
M106W61,1604
M107P80,1604
M102H87,1604
M121F81,1603
M105X61,1603
M109R40,1603
M106F14,1603
M119C75,1603
M102C49,1603
M102U72,1603
M118X59,1603
M103V61,1603
M101B41,1603
M106D35,1603
M111M83,1603
M102E90,1603
M102D25,1603
M103P40,1603
M101M70,1603
M109Q96,1603
M111Y66,1603
M106W66,1603
M104S13,1702
M105R71,1702
M104K36,1702
M107F84,1702
M104N90,1702
M104X71,1604
M105V31,1604
M106D49,1604
M104X96,1604
M107C16,1604
M112E94,1604
M101Y36,1604
M104B84,1604
M111V91,1604
M106P35,1604
M103J43,1604
M106F66,1604
M102G93,1604
M102J72,1604
M109N63,1604
M106J32,1604
M103N68,1604
M101M11,1604
M104D90,1604
M103S66,1604
M106F38,1604
M121Y10,1604
M115U83,1702
M101E88,1604
M103T31,1604
M107D80,1604
M102T59,1604
M105A13,1604
M102U59,1604
M107R42,1503
M121F76,1503
M101P62,1604
M107Z50,1604
M111V15,1604
M104F42,1604
M119F93,1604
M116A89,1604
M107P79,1604
M109Y98,1604
M115D72,1604
M110X50,1604
M106K53,1604
M106Q39,1604
M103W82,1604
M107R45,1604
M111F39,1503
M101M23,1604
M108E22,1604
M101N55,1604
M119Z23,1604
M103H95,1604
M103S16,1604
M108W47,1702
M101Y44,1702
M106K15,1702
M112C62,1603
M104D50,1603
M106K91,1603
M111G92,1603
M107X19,1603
M104M27,1603
M101K58,1603
M105D60,1603
M101W68,1603
M109B47,1603
M114X37,1603
M107D31,1603
M107Z25,1603
M101V79,1603
M102Y20,1603
M112J84,1603
M110S56,1603
M111V68,1603
M102P62,1603
M112X63,1603
M111C44,1603
M105R71,1603
M104K36,1603
M107F84,1603
M105N65,1603
M109S15,1603
M105P40,1603
M102X90,1603
M108E14,1603
M103C30,1603
M102N50,1603
M117E47,1603
M102V68,1603
M106T10,1603
M102R90,1603
M105A93,1603
M112R83,1603
M104D54,1603
M111V29,1603
M112C66,1603
M104W32,1603
M106B32,1603
M106U27,1603
M114W95,1603
M101P71,1603
M104D36,1603
M103Z40,1603
M110U50,1603
M105J48,1603
M105A29,1603
M111V63,1603
M115R84,1603
M101Z74,1602
M104N60,1602
M101A95,1602
M106Z54,1602
M104V63,1602
M107K59,1602
M107F99,1602
M103R69,1602
M107G76,1602
M109K37,1602
M106U91,1602
M107K47,1602
M107K22,1602
M105F52,1602
M105F48,1602
M107K52,1602
M102T71,1602
M106E14,1602
M105F73,1602
M103P39,1602
M107F17,1602
M106Y52,1602
M105X64,1602
M108Q95,1702
M109M27,1603
M102S96,1603
M104H51,1603
M107T64,1603
M111U85,1603
M104J78,1603
M105W39,1603
M109M40,1603
M109F45,1602
M105H62,1602
M105H66,1602
M107X22,1602
M101P74,1602
M108K96,1602
M107D17,1602
M101M12,1602
M107K57,1602
M105R94,1602
M106M67,1602
M105M96,1602
M105H61,1602
M105H73,1602
M109W27,1602
M105B45,1602
M101P47,1602
M106C33,1602
M102H24,1602
M104F25,1602
M111B71,1602
M107D19,1602
M107D20,1602
M107D18,1602
M108T64,1602
M105F45,1602
M108X64,1602
M105E34,1602
M106M76,1602
M105Q42,1602
M110E92,1602
M101K26,1602
M116A26,1601
M105T85,1601
M119G15,1601
M110N49,1601
M113V54,1601
M107T39,1601
M102A89,1601
M119G30,1601
M104H13,1601
M103H30,1601
M108X34,1601
M113W58,1601
M105U34,1601
M107E13,1601
M107V99,1601
M107D73,1601
M112V44,1601
M102C77,1601
M107M21,1601
M101S59,1601
M102C41,1601
M110U44,1601
M109J10,1601
M106D95,1601
M107Q46,1601
M108E89,1601
M101H53,1601
M115D29,1601
M110C60,1601
M109P45,1601
M102A24,1601
M107E54,1601
M115X89,1601
M102J14,1601
M105P62,1601
M103Z52,1601
M122C63,1505
M103A26,1601
M111Y85,1601
M107H47,1601
M113A18,1601
M103J93,1601
M114M79,1601
M117J34,1601
M105F23,1601
M105J36,1601
M101H87,1601
M107N19,1601
M105N59,1601
M102A50,1601
M105D54,1601
M103J34,1601
M104X99,1601
M106N70,1602
M102V36,1601
M105H81,1601
M107Y71,1601
M107T61,1601
M110H99,1601
M102N63,1601
M106Z20,1601
M102V43,1601
M107H67,1601
M105E60,1604
M114W62,1604
M105K69,1604
M121N43,1604
M115D67,1604
M103Z33,1604
M105E13,1604
M111Z46,1604
M108V17,1604
M113A87,1604
M101F84,1604
M103A61,1604
M105C38,1604
M107K68,1605
M103Y50,1605
M109G13,1605
M108P19,1605
M108E17,1605
M119A24,1605
M102F23,1605
M111J73,1605
M110T46,1605
M108Y44,1605
M108S12,1605
M101R23,1605
M105H60,1605
M105P13,1605
M102M88,1605
M109J76,1605
M106Z44,1605
M108B37,1605
M106M56,1605
M112G93,1605
M103S94,1605
M107A48,1605
M101Q31,1605
M109Z35,1605
M114E77,1605
M113E71,1605
M108N77,1605
M107R69,1605
M104X71,1605
M122B31,1605
M102A61,1605
M103B33,1605
M115Y15,1605
M102S31,1605
M115Y85,1605
M103W44,1605
M111K40,1605
M115R89,1605
M106N57,1605
M116Z46,1605
M103Y11,1605
M112N80,1605
M101X29,1605
M101U30,1605
M105N51,1605
M104N25,1605
M102V97,1605
M105X64,1605
M107R46,1605
M113X58,1605
M106F45,1605
M109Z21,1601
M101Q38,1605
M102H75,1605
M102F76,1605
M101Q52,1605
M105U76,1605
M110Z22,1605
M122F40,1605
M108E11,1605
M102R83,1605
M110E49,1605
M101F76,1605
M101F76,1604
M101C23,1605
M104D41,1601
M104G64,1601
M105R25,1601
M114B49,1601
M108Q20,1601
M107E80,1601
M102Z57,1601
M111Y61,1601
M105K92,1601
M105X40,1601
M102Z89,1601
M104P10,1601
M107H83,1601
M101T55,1601
M117D82,1601
M105W93,1601
M104H80,1601
M111P59,1601
M103A36,1601
M102T23,1601
M104N74,1601
M103X26,1601
M104A86,1601
M106S48,1601
M104V74,1601
M103G23,1601
M103J33,1601
M102U17,1601
M109K80,1601
M110V70,1601
M101J75,1601
M110E58,1601
M112P67,1601
M110U12,1601
M104W79,1601
M106J26,1601
M109K20,1601
M108V87,1601
M107R40,1601
M107D86,1601
M108D85,1601
M104D19,1601
M105D87,1601
M106R92,1601
M109C82,1601
M111P89,1601
M106G94,1601
M108Z93,1601
M110E53,1601
M104D20,1601
M103Z71,1601
M103V90,1601
M111H72,1601
M107R79,1505
M121Y93,1505
M120U25,1505
M116C24,1505
M106B24,1505
M119T74,1505
M107G75,1505
M122B38,1505
M101M84,1505
M107Y56,1505
M103Q35,1505
M103X19,1505
M111V72,1505
M114J83,1505
M103X12,1505
M101W83,1505
M106Y25,1505
M104U29,1503
M105Z92,1503
M120F11,1503
M106D51,1503
M104S44,1503
M106H37,1503
M105J10,1602
M107B53,1503
M104R20,1503
M105B57,1503
M112H62,1503
M105Z82,1503
M107C15,1503
M109S85,1503
M104V82,1503
M106D57,1503
M103X19,1503
M111V72,1503
M105D71,1503
M104V47,1503
M111J36,1503
M105G95,1503
M108N97,1503
M115P89,1503
M105F14,1601
M109J64,1601
M111P55,1601
M107K66,1601
M104W12,1601
M107R43,1601
M110Z71,1601
M102G34,1503
M105K41,1503
M102Q23,1503
M103Q88,1503
M103G41,1503
M106R37,1503
M109Q93,1503
M104S65,1503
M109P35,1503
M117U39,1503
M107G51,1503
M102H13,1503
M101S67,1503
M108C53,1503
M102C51,1503
M104U85,1503
M109A77,1503
M101S14,1503
M105D39,1503
M106X35,1503
M103P41,1503
M109J34,1503
M106J95,1503
M102T16,1503
M119W11,1503
M102J64,1503
M111G71,1503
M121G21,1503
M105C65,1503
M106D86,1503
M111V13,1503
M112A47,1503
M106C16,1503
M104G53,1503
M103A56,1503
M102P91,1503
M111G37,1502
M112K35,1502
M105X61,1502
M109R40,1502
M108P37,1502
M107F15,1502
M118R93,1502
M118J67,1502
M101B41,1502
M114Z54,1502
M101T31,1502
M103Q77,1502
M103B44,1502
M103P40,1502
M102K75,1502
M109Z31,1502
M101Y99,1502
M106E68,1502
M102Z69,1502
M113R48,1502
M108U74,1502
M104D15,1502
M112V38,1502
M101V79,1502
M102Y66,1502
M102Y20,1502
M105C91,1502
M110G11,1603
M121R18,1603
M105U65,1502
M112J84,1502
M102Q65,1502
M104S13,1502
M112X63,1502
M104N90,1502
M101Y44,1502
M106K82,1502
M110Q61,1502
M108V16,1502
M106T10,1502
M108Q93,1502
M108K37,1502
M108Q99,1502
M105A93,1502
M112A25,1502
M108M26,1502
M109F65,1502
M106Q25,1502
M108T11,1502
M101K96,1502
M101Y36,1503
M111V91,1503
M105E77,1503
M103J43,1503
M106F66,1503
M111Q29,1503
M117D93,1503
M111D22,1502
M102R13,1502
M108U62,1502
M106V25,1502
M117U43,1602
M103H76,1602
M107M67,1602
M108K78,1602
M120D60,1602
M108J95,1602
M112J48,1602
M105H40,1602
M107R60,1602
M103S18,1602
M102F80,1602
M103D10,1602
M101E68,1602
M101C96,1502
M106V45,1502
M111X25,1502
M105C76,1502
M102Q76,1502
M101P71,1502
M105E10,1502
M104D36,1502
M107J91,1502
M103D24,1502
M103Z40,1502
M110G85,1502
M106H33,1502
M112C45,1502
M102N51,1502
M108G26,1502
M108W70,1502
M103G77,1502
M102M42,1502
M108R35,1502
M108H31,1502
M106M47,1502
M108R24,1502
M108R28,1502
M101A52,1502
M102D57,1502
M102Z63,1502
M104A87,1502
M107G81,1502
M114T98,1502
M107H52,1502
M113Q41,1502
M110U71,1502
M104T57,1502
M109A29,1502
M103C14,1502
M105D73,1502
M106Q91,1502
M109D87,1502
M106T76,1502
M102M12,1502
M101X29,1604
M104R41,1502
M101R87,1502
M107K56,1502
M104K40,1502
M102Y62,1502
M109R18,1502
M107M55,1502
M112X13,1502
M102N48,1502
M103K33,1502
M110S75,1502
M107K58,1502
M101V27,1502
M103P63,1502
M118H67,1501
M116T65,1501
M105T85,1501
M110M37,1501
M112K95,1501
M109V26,1501
M118F64,1501
M102J47,1501
M113Z88,1501
M106K23,1501
M106C21,1501
M108N52,1501
M106B24,1604
M115D50,1402
M102U72,1402
M112G93,1602
M116C24,1604
M107A48,1602
M107D25,1604
M116W79,1604
M114E77,1602
M115R89,1602
M106N57,1602
M116Z46,1602
M118U85,1502
M120S40,1402
M102D25,1402
M111B19,1402
M108H64,1402
M101X84,1402
M104J18,1402
M103U51,1402
M115Y49,1402
M102M77,1402
M106V81,1402
M105V35,1402
M114S87,1402
M101Q92,1402
M102X98,1402
M112H77,1402
M113C63,1402
M104Y68,1402
M110G11,1402
M112C62,1402
M108J76,1402
M104D50,1402
M106K91,1402
M111G92,1402
M103F80,1402
M107X19,1402
M107P36,1402
M104D67,1402
M101K58,1402
M111U92,1402
M111W86,1402
M105D60,1402
M115R24,1402
M107U96,1402
M102E63,1402
M108E73,1402
M107P47,1402
M115B75,1402
M105A87,1402
M106Z60,1402
M102N91,1402
M109R67,1402
M101T91,1402
M114X37,1402
M106X50,1402
M107D31,1402
M106V97,1402
M104F31,1402
M101V79,1402
M102V31,1402
M108S55,1402
M114M12,1402
M105D41,1402
M105D88,1402
M105U65,1402
M105Q85,1402
M102G29,1402
M102P44,1402
M113T35,1402
M101C21,1402
M102P62,1402
M105R71,1402
M104K36,1402
M102X90,1402
M117W71,1402
M109C74,1402
M108W47,1402
M102N50,1402
M117E47,1402
M106K82,1402
M102R90,1402
M102G32,1402
M110U74,1402
M102H91,1402
M109X44,1402
M106K59,1402
M106K80,1402
M104Z85,1402
M104D21,1402
M112R83,1402
M108B73,1402
M108N36,1402
M101W27,1402
M103J22,1402
M101R32,1402
M109M27,1402
M115U83,1402
M102S96,1402
M104H51,1402
M107T64,1402
M111U85,1402
M104J78,1402
M105W39,1402
M109M40,1402
M115U20,1402
M110Z23,1402
M108K14,1402
M106V45,1402
M105C76,1402
M107G68,1402
M106E15,1401
M116A26,1401
M105T85,1401
M102G17,1401
M110G54,1401
M105U26,1401
M110P72,1401
M101W39,1401
M118P10,1401
M116D25,1401
M113Z88,1401
M106K23,1401
M122F73,1401
M110B49,1401
M110Q88,1401
M107V35,1505
M105X66,1505
M111N30,1505
M101H20,1505
M104A48,1505
M103X16,1505
M104P70,1505
M109G88,1505
M103M30,1505
M109T46,1504
M101E31,1504
M112H15,1504
M120Y83,1504
M101S78,1504
M103H51,1504
M103A19,1504
M105U50,1504
M118C65,1504
M101R28,1504
M118U96,1504
M115Q59,1504
M103X91,1504
M109K32,1701
M114P78,1504
M102H66,1504
M117K53,1504
M105M40,1504
M107N65,1504
M120Y50,1504
M101R99,1504
M112G21,1504
M104F56,1504
M116J34,1504
M107D82,1504
M102G76,1504
M122Q15,1504
M106R47,1504
M106U31,1504
M112S16,1504
M103S13,1504
M112A15,1504
M119V94,1504
M115R65,1504
M101D72,1504
M104K32,1504
M114X99,1504
M102Q45,1504
M103M72,1504
M101A16,1504
M111D44,1504
M105D61,1504
M107E49,1401
M103T31,1505
M112Y27,1401
M101B64,1401
M107F63,1401
M103N75,1401
M120U17,1401
M103Z78,1401
M108S93,1401
M115D72,1505
M103W82,1505
M103M70,1504
M108J27,1504
M110J46,1504
M120K69,1504
M109E97,1504
M109H65,1504
M111F85,1504
M110H50,1504
M105N98,1504
M106R52,1504
M104F98,1504
M106T75,1504
M105J75,1504
M103W94,1504
M105J85,1504
M116K89,1504
M105J79,1504
M102Q56,1504
M101A92,1504
M106B51,1504
M118M28,1504
M101W26,1504
M108C42,1504
M113Z19,1504
M101R55,1504
M106D89,1504
M101M92,1504
M106C68,1504
M104R64,1504
M102K29,1504
M103A97,1504
M102S48,1504
M108T73,1504
M115U13,1504
M104E32,1504
M107S73,1504
M116Y26,1504
M105Q54,1504
M108T93,1504
M104X11,1504
M112Q92,1504
M113C85,1504
M101P25,1504
M118N74,1504
M101R10,1504
M107A30,1702
M105C74,1504
M102U92,1504
M104H17,1504
M106P31,1504
M105J73,1504
M110E75,1504
M105J80,1504
M106E87,1504
M105J81,1504
M102J71,1504
M104R88,1504
M101N21,1504
M104U37,1504
M105J87,1504
M105J91,1504
M115W77,1504
M107R79,1503
M103Z33,1503
M122R37,1503
M117R79,1503
M101V28,1503
M114X88,1503
M116M79,1401
M107E13,1401
M107V99,1401
M107Z79,1401
M117X55,1401
M111J55,1504
M105J76,1504
M111H64,1504
M107J43,1504
M106A59,1504
M103K50,1504
M101P26,1504
M105R64,1504
M102S94,1504
M108V80,1504
M101N77,1504
M111H69,1504
M105B82,1504
M104A68,1504
M106C72,1504
M106T13,1504
M103K96,1504
M106Q94,1504
M101V78,1504
M101G82,1504
M122H66,1504
M101S59,1401
M102H89,1401
M102U75,1401
M109J10,1401
M107V21,1401
M106J86,1401
M106D95,1401
M105C70,1401
M109Z21,1401
M120U11,1401
M115D29,1401
M110C60,1401
M109P45,1401
M105P62,1401
M107N69,1401
M107H47,1401
M114M79,1401
M105K80,1401
M111U96,1401
M109K32,1401
M113X72,1401
M103Y93,1401
M106A20,1401
M114B95,1401
M105J93,1401
M109X84,1401
M108U21,1401
M106Q49,1401
M110T36,1401
M106D37,1401
M101K54,1401
M108V16,1302
M106T10,1302
M108K37,1302
M122G13,1302
M105A93,1302
M112A25,1302
M108M26,1302
M106H13,1302
M112H77,1702
M101Q92,1702
M120W36,1302
M106Q25,1302
M103F38,1302
M108K36,1302
M104Q99,1302
M101F44,1302
M101W27,1302
M112C66,1302
M101R32,1302
M106Y77,1302
M115T47,1302
M106B71,1302
M107W17,1302
M113Z56,1302
M106B32,1302
M111F47,1302
M101C96,1302
M111X25,1302
M104H15,1302
M103D24,1302
M103Z40,1302
M110G85,1302
M112C45,1302
M102G40,1401
M101K92,1401
M105C46,1401
M107A80,1401
M107S75,1401
M101P81,1401
M114U12,1401
M106Q12,1401
M111T61,1401
M105J26,1401
M103H94,1401
M108F55,1401
M107F27,1401
M104M71,1401
M103G65,1401
M105H81,1401
M107E47,1401
M103K95,1401
M103V13,1401
M105F15,1401
M101J49,1401
M102F82,1401
M107Y71,1401
M107T61,1401
M110H99,1401
M115P64,1401
M109B81,1302
M117Y46,1302
M103G77,1302
M109Q73,1302
M102M42,1302
M104V75,1302
M108H31,1302
M106M47,1302
M111F58,1302
M113Z70,1302
M104Q52,1302
M102D57,1302
M102Z63,1302
M104A87,1302
M114T98,1302
M113Q41,1302
M106R96,1302
M110U71,1302
M109A29,1302
M105B35,1302
M105A29,1302
M103F43,1302
M103P53,1302
M108H16,1302
M109N97,1302
M107W61,1302
M115A20,1302
M117R70,1302
M106K13,1302
M102D31,1302
M112X97,1302
M102M24,1302
M107E16,1302
M103A51,1302
M104P98,1302
M101D81,1302
M110U91,1302
M102X26,1302
M106Y61,1302
M107P80,1703
M101W70,1302
M107G79,1302
M116Q65,1302
M119J81,1302
M108E38,1302
M109E24,1302
M116E25,1302
M111T73,1302
M118H67,1301
M116T65,1301
M110M37,1301
M120C14,1301
M122W92,1301
M112K95,1301
M102J47,1301
M112W28,1301
M110W59,1301
M101D94,1301
M117R18,1301
M106D96,1301
M102G44,1301
M101W39,1301
M102A60,1301
M113Z88,1301
M106K23,1301
M104P69,1301
M106C21,1301
M108N52,1301
M103H30,1301
M114Y61,1301
M116E33,1301
M122P68,1301
M113C13,1301
M109H30,1301
M117H22,1301
M112Y51,1301
M115M28,1301
M112V44,1301
M105H15,1301
M102C41,1301
M103G88,1301
M106J86,1301
M105C70,1301
M105G82,1301
M109Z21,1301
M101H53,1301
M115D29,1301
M111H78,1501
M105H81,1301
M107E47,1301
M109P53,1301
M112Y27,1301
M101B64,1301
M105J12,1501
M105C23,1501
M107S63,1501
M111H75,1501
M111Q86,1501
M106P34,1501
M105T39,1501
M110T93,1501
M107X27,1501
M110E46,1501
M103A86,1501
M114D43,1501
M123A68,1403
M103B42,1703
M107M80,1403
M101V80,1403
M120P52,1403
M120F30,1703
M120F30,1403
M118E32,1403
M107R79,1403
M120U25,1403
M105K69,1403
M117Y66,1403
M106B42,1403
M106F24,1403
M120B19,1403
M105H30,1403
M116D54,1403
M113A87,1403
M111A61,1403
M103A61,1403
M105C38,1403
M104S59,1403
M114X25,1403
M110Q44,1403
M115Z71,1403
M104U29,1403
M110V72,1403
M101Y80,1403
M106B24,1403
M107Y34,1403
M107F68,1403
M105D50,1403
M107K32,1403
M114Y59,1403
M118F63,1403
M102C39,1403
M106F52,1403
M103Q97,1403
M117B78,1403
M117V35,1403
M110N43,1403
M102Y85,1403
M102Z38,1403
M105U61,1403
M106H37,1403
M110E13,1403
M109K47,1403
M110N90,1403
M101T15,1403
M117U51,1403
M112C84,1403
M104P15,1403
M103B83,1403
M101T95,1403
M103T51,1403
M109Q80,1403
M111Q54,1403
M101D85,1403
M104J52,1403
M108K81,1403
M106B56,1403
M104V82,1403
M108X35,1403
M101T67,1403
M106R60,1403
M104F73,1403
M104V44,1403
M114Y95,1403
M110W69,1403
M112G76,1403
M114D68,1403
M102Q82,1403
M101N14,1403
M103A52,1403
M104A16,1403
M101A73,1403
M111G77,1403
M110Z22,1403
M122F40,1403
M113W66,1403
M108U14,1403
M107X67,1403
M102P35,1403
M103K53,1403
M112F32,1403
M108P48,1403
M106Q11,1403
M102U90,1403
M110E47,1403
M101N64,1403
M102H87,1403
M113U97,1403
M105B76,1403
M103J70,1403
M102G33,1403
M104M65,1403
M105V83,1403
M102S72,1403
M115R12,1403
M111R13,1403
M117H28,1403
M103H57,1403
M101G31,1403
M103R30,1403
M102G57,1802
M109M37,1802
M109P26,1403
M113W32,1402
M114X70,1402
M110Z45,1402
M113W40,1402
M122W79,1402
