Application_id, Seat_allotted, Paper, Quota, Choice_no, Rank, Marks, Round, Is_accepted, Is_rejected, Remark, StatusId, autoUpgrade
M116E78, 1214, MA, GEN, 3, 71, 46.33, round2, null, null, null,4, true
M109F45, 1602, GG, OBC, 2, 72, 61.67, round2, null, null, null,3, false
M109A77, 1703, PH, GEN, 3, 72, 44.67, round2, null, null, null,4, true
M104J23, 1301, CY, GEN, 4, 72, 63.67, round2, null, null, null,3, false
M103Y50, 1605, GG, GEN, 6, 72, 61.67, round2, null, null, null,4, true
M104U85, 1503, PH, OBC, 1, 73, 44.33, round2, null, null, null,3, false
M107V92, 1202, PH, GEN, 1, 73, 44.33, round2, null, null, null,3, false
M106P61, 1303, PH, GEN, 1, 73, 44.33, round2, null, null, null,3, false
M102R63, 1214, MA, GEN, 2, 73, 46.33, round2, null, null, null,3, true
M105W24, 1205, CY, OBC, 1, 73, 63.33, round2, null, null, null,3, false
M104X11, 1504, MS, OBC, 1, 73, 43.33, round2, null, null, null,3, false
M101X68, 1701, CY, GEN, 3, 73, 63.33, round2, null, null, null,3, false
M106Y24, 1206, MA, OBC, 1, 73, 46.33, round2, null, null, null,3, false
M118U34, 1802, BT, OBC, 1, 74, 33, round2, null, null, null,3, false
M106U95, 1201, GG, SC, 1, 74, 61.33, round2, null, null, null,3, false
M103M66, 1301, CY, GEN, 3, 75, 63.33, round2, null, null, null,4, true
M111J82, 1802, BT, OBC, 1, 76, 33, round2, null, null, null,3, false
M104R41, 1502, MA, GEN, 2, 76, 46.33, round2, null, null, null,3, false
M111P55, 1601, CY, GEN, 3, 76, 63, round2, null, null, null,4, true
M103M30, 1215, PH, GEN, 2, 76, 44.33, round2, null, null, null,3, false
M104H16, 1206, MA, OBC, 2, 77, 46, round2, null, null, null,4, true
M101Y36, 1604, PH, GEN, 3, 77, 44, round2, null, null, null,4, true
M109G88, 1505, PH, GEN, 1, 77, 44, round2, null, null, null,3, false
M107E12, 1701, CY, GEN, 2, 77, 63, round2, null, null, null,4, true
M102D31, 1302, MA, GEN, 2, 78, 46, round2, null, null, null,3, false
M107K66, 1601, CY, GEN, 4, 78, 63, round2, null, null, null,3, false
M110X97, 1101, BT, OBC, 1, 78, 32.33, round2, null, null, null,3, false
M105D15, 1201, GG, SC, 1, 78, 60.33, round2, null, null, null,3, false
M103G69, 1301, CY, GEN, 2, 79, 62.67, round2, null, null, null,3, false
M110C80, 1801, GG, OBC, 2, 79, 60, round2, null, null, null,3, false
M109J50, 1303, PH, GEN, 3, 79, 44, round2, null, null, null,4, true
M106K13, 1302, MA, GEN, 3, 79, 46, round2, null, null, null,3, false
M104W12, 1601, CY, GEN, 3, 79, 62.67, round2, null, null, null,3, false
M102M12, 1502, MA, GEN, 2, 80, 45.67, round2, null, null, null,3, false
M106Y52, 1801, GG, OBC, 3, 80, 60, round2, null, null, null,4, true
M117R70, 1302, MA, GEN, 1, 80, 45.67, round2, null, null, null,3, false
M104K64, 1703, PH, GEN, 1, 80, 43.67, round2, null, null, null,3, false
M115A20, 1302, MA, GEN, 1, 80, 45.67, round2, null, null, null,3, false
M107F17, 1801, GG, OBC, 3, 80, 60, round2, null, null, null,3, false
M102C51, 1303, PH, GEN, 3, 81, 43.67, round2, null, null, null,4, true
M104P59, 1701, CY, GEN, 2, 81, 62.67, round2, null, null, null,4, true
M104P70, 1215, PH, GEN, 3, 81, 43.67, round2, null, null, null,3, false
M108C53, 1303, PH, GEN, 4, 81, 43.67, round2, null, null, null,4, true
M111P89, 1601, CY, GEN, 1, 82, 62.67, round2, null, null, null,3, false
M110R32, 1905, GG, GEN, 3, 83, 60, round2, null, null, null,4, true
M109C82, 1601, CY, GEN, 1, 83, 62.33, round2, null, null, null,3, false
M107C88, 1211, CY, GEN, 2, 83, 62.33, round2, null, null, null,4, true
M107W61, 1302, MA, GEN, 1, 84, 45.67, round2, null, null, null,3, false
M101S67, 1303, PH, GEN, 2, 84, 43.67, round2, null, null, null,4, true
M103W36, 1301, CY, GEN, 3, 85, 62.33, round2, null, null, null,4, true
M107R43, 1601, CY, GEN, 3, 85, 62.33, round2, null, null, null,3, false
M103K64, 1301, CY, GEN, 3, 85, 62.33, round2, null, null, null,4, true
M117S23, 1905, GG, GEN, 6, 85, 59.67, round2, null, null, null,4, true
M107E11, 1211, CY, GEN, 3, 85, 62.33, round2, null, null, null,4, true
M102T71, 1904, GG, OBC, 4, 85, 59.67, round2, null, null, null,4, true
M102D22, 2002, MA, GEN, 2, 85, 45.67, round2, null, null, null,4, true
M101P19, 1802, BT, OBC, 1, 86, 32, round2, null, null, null,3, false
M109V36, 1202, PH, GEN, 1, 86, 43.33, round2, null, null, null,3, false
M109N97, 1302, MA, GEN, 1, 86, 45.33, round2, null, null, null,3, false
M102H13, 1303, PH, GEN, 2, 87, 43.33, round2, null, null, null,4, true
M116T81, 1303, PH, GEN, 1, 87, 43.33, round2, null, null, null,3, false
M111V63, 1603, MA, GEN, 2, 87, 45.33, round2, null, null, null,4, true
M108H16, 1302, MA, GEN, 1, 88, 45, round2, null, null, null,3, false
M109G13, 1605, GG, GEN, 4, 89, 59.33, round2, null, null, null,4, true
M106T76, 1206, MA, OBC, 1, 89, 45, round2, null, null, null,3, false
M107G51, 1303, PH, GEN, 3, 89, 43.33, round2, null, null, null,3, false
M107E45, 1205, CY, OBC, 1, 89, 62.33, round2, null, null, null,3, false
M101P31, 1206, MA, SC, 1, 90, 45, round2, null, null, null,3, false
M108P19, 1605, GG, GEN, 6, 90, 59.33, round2, null, null, null,4, true
M113A52, 1303, PH, GEN, 1, 90, 43, round2, null, null, null,3, false
M104K35, 1701, CY, GEN, 1, 91, 62, round2, null, null, null,3, false
M110Z71, 1601, CY, GEN, 3, 91, 62, round2, null, null, null,3, false
M103P53, 1302, MA, GEN, 3, 91, 45, round2, null, null, null,3, false
M107K52, 1904, GG, OBC, 4, 92, 58.67, round2, null, null, null,4, true
M109D87, 1603, MA, GEN, 3, 92, 44.67, round2, null, null, null,3, false
M102E35, 1802, BT, OBC, 1, 92, 32, round2, null, null, null,3, false
M111E70, 1202, PH, GEN, 1, 92, 43, round2, null, null, null,3, false
M106Q91, 1502, MA, GEN, 3, 92, 44.67, round2, null, null, null,3, true
M103F43, 1302, MA, GEN, 1, 92, 44.67, round2, null, null, null,3, false
M101E64, 1303, PH, GEN, 1, 93, 43, round2, null, null, null,3, false
M101V64, 1701, CY, GEN, 3, 93, 62, round2, null, null, null,3, false
M101A74, 1503, PH, SC, 2, 93, 43, round2, null, null, null,4, true
M117U39, 1503, PH, OBC, 1, 93, 43, round2, null, null, null,3, false
M106R92, 1601, CY, GEN, 3, 94, 62, round2, null, null, null,3, false
M105D87, 1601, CY, GEN, 1, 94, 62, round2, null, null, null,3, false
M110K89, 1213, BT, GEN, 2, 95, 31.67, round2, null, null, null,3, false
M105A29, 1603, MA, GEN, 4, 95, 44.67, round2, null, null, null,4, true
M109P35, 1503, PH, OBC, 1, 96, 43, round2, null, null, null,3, false
M105F48, 1904, GG, OBC, 4, 96, 58.33, round2, null, null, null,4, true
M103C14, 1302, MA, GEN, 1, 96, 44.33, round2, null, null, null,3, true
M104D19, 1601, CY, GEN, 3, 96, 61.67, round2, null, null, null,4, true
M105D73, 1502, MA, GEN, 2, 96, 44.33, round2, null, null, null,3, true
M106T95, 1803, CY, GEN, 1, 96, 61.67, round2, null, null, null,3, false
M105B35, 1206, MA, OBC, 2, 96, 44.33, round2, null, null, null,3, false
M108U35, 1905, GG, GEN, 6, 97, 58.33, round2, null, null, null,1, true
M107H38, 1904, GG, OBC, 4, 97, 58.33, round2, null, null, null,4, true
M104S65, 1503, PH, OBC, 1, 97, 42.67, round2, null, null, null,3, false
M108D85, 1601, CY, GEN, 1, 98, 61.67, round2, null, null, null,3, false
M112Y64, 1215, PH, GEN, 2, 99, 42.67, round2, null, null, null,3, true
M109A29, 1502, MA, GEN, 1, 99, 44.33, round2, null, null, null,3, true
M107D86, 1601, CY, GEN, 1, 99, 61.33, round2, null, null, null,3, false
M109Q93, 1503, PH, OBC, 1, 99, 42.67, round2, null, null, null,3, false
M115H79, 1301, CY, GEN, 1, 100, 61.33, round2, null, null, null,3, false
M104T57, 1502, MA, GEN, 3, 100, 44.33, round2, null, null, null,3, true
M107R40, 1601, CY, GEN, 2, 100, 61.33, round2, null, null, null,3, false
M101Y66, 1301, CY, GEN, 4, 100, 61.33, round2, null, null, null,4, true
M110U71, 1804, MA, GEN, 4, 101, 44, round2, null, null, null,4, true
M112B61, 1303, PH, GEN, 4, 101, 42.67, round2, null, null, null,4, true
M106R96, 1702, MA, GEN, 3, 101, 44, round2, null, null, null,4, true
M106P35, 1604, PH, GEN, 1, 102, 42.33, round2, null, null, null,3, false
M106R37, 1503, PH, OBC, 1, 102, 42.33, round2, null, null, null,3, false
M105U20, 1102, CY, OBC, 1, 103, 61, round2, null, null, null,3, false
M101W26, 1504, MS, OBC, 1, 104, 39.33, round2, null, null, null,3, false
M103J43, 1604, PH, GEN, 3, 104, 42.33, round2, null, null, null,4, true
M108V87, 1601, CY, GEN, 3, 104, 61, round2, null, null, null,3, true
M119W22, 1702, MA, GEN, 2, 104, 43.67, round2, null, null, null,3, false
M107C57, 1301, CY, GEN, 4, 104, 61, round2, null, null, null,4, true
M103G41, 1703, PH, GEN, 3, 104, 42.33, round2, null, null, null,4, true
M109B80, 1301, CY, GEN, 2, 106, 61, round2, null, null, null,4, true
M103Z97, 1301, CY, GEN, 1, 106, 61, round2, null, null, null,3, false
M113Q41, 1702, MA, GEN, 4, 106, 43.33, round2, null, null, null,4, true
M106A73, 1301, CY, GEN, 1, 106, 61, round2, null, null, null,3, false
M119G57, 1303, PH, GEN, 1, 107, 42, round2, null, null, null,3, false
M102Q23, 1503, PH, SC, 1, 107, 42, round2, null, null, null,3, false
M101N17, 1702, MA, GEN, 1, 107, 43, round2, null, null, null,3, false
M106D67, 1702, MA, GEN, 1, 108, 43, round2, null, null, null,3, false
M114V34, 1101, BT, OBC, 3, 108, 31, round2, null, null, null,3, false
M103Q27, 1603, MA, GEN, 5, 109, 43, round2, null, null, null,4, true
M109K20, 1401, CY, GEN, 4, 109, 60.67, round2, null, null, null,4, true
M106F66, 1604, PH, GEN, 3, 109, 42, round2, null, null, null,3, false
M102G93, 1604, PH, GEN, 3, 110, 41.67, round2, null, null, null,3, false
M110X31, 1702, MA, GEN, 3, 110, 42.67, round2, null, null, null,4, true
M105K91, 1701, CY, GEN, 1, 110, 60.67, round2, null, null, null,3, false
M105J48, 1603, MA, GEN, 1, 111, 42.67, round2, null, null, null,3, false
M106J26, 1301, CY, GEN, 5, 111, 60.67, round2, null, null, null,4, true
M109P26, 1403, PH, GEN, 3, 111, 41.67, round2, null, null, null,3, false
M111Z94, 1802, BT, OBC, 1, 112, 30.67, round2, null, null, null,4, true
M113N12, 1402, MA, GEN, 3, 112, 42.33, round2, null, null, null,4, true
M107N82, 1102, CY, OBC, 1, 112, 60.33, round2, null, null, null,3, false
M102Y40, 1303, PH, GEN, 1, 112, 41.67, round2, null, null, null,3, false
M103H23, 1301, CY, GEN, 1, 112, 60.33, round2, null, null, null,3, false
M102J72, 1604, PH, GEN, 1, 113, 41.67, round2, null, null, null,3, false
M105E27, 1201, GG, SC, 1, 113, 56, round2, null, null, null,3, false
M107M34, 1703, PH, GEN, 2, 114, 41.33, round2, null, null, null,4, true
M104W79, 1701, CY, GEN, 3, 114, 60.33, round2, null, null, null,4, true
M107K22, 1904, GG, OBC, 4, 114, 56, round2, null, null, null,1, true
M110U12, 1701, CY, GEN, 4, 114, 60.33, round2, null, null, null,4, true
M103W43, 1301, CY, GEN, 1, 114, 60.33, round2, null, null, null,3, false
M107K47, 1905, GG, OBC, 6, 114, 56, round2, null, null, null,1, true
M107H49, 1604, PH, GEN, 5, 114, 41.33, round2, null, null, null,3, false
M110U50, 1603, MA, GEN, 2, 114, 42.33, round2, null, null, null,4, true
M107H52, 1702, MA, GEN, 4, 115, 42.33, round2, null, null, null,4, true
M107G81, 1702, MA, GEN, 3, 115, 42.33, round2, null, null, null,4, true
M104A87, 1702, MA, GEN, 3, 115, 42.33, round2, null, null, null,4, true
M112P67, 1401, CY, GEN, 5, 117, 60, round2, null, null, null,4, true
M106Q52, 1301, CY, GEN, 2, 117, 60, round2, null, null, null,3, false
M103X16, 1303, PH, GEN, 5, 117, 41.33, round2, null, null, null,4, true
M109N63, 1604, PH, GEN, 1, 118, 41, round2, null, null, null,3, false
M102H63, 1204, BT, OBC, 3, 118, 30.67, round2, null, null, null,3, false
M113U13, 1303, PH, GEN, 2, 118, 41, round2, null, null, null,3, false
M110E58, 1701, CY, GEN, 5, 119, 60, round2, null, null, null,4, true
M109G47, 1804, MA, GEN, 4, 119, 42, round2, null, null, null,4, true
M102Z63, 1702, MA, GEN, 3, 120, 41.67, round2, null, null, null,4, true
M101J75, 1701, CY, GEN, 4, 120, 59.67, round2, null, null, null,4, true
M106J32, 1604, PH, GEN, 3, 120, 41, round2, null, null, null,3, false
M117K36, 1703, PH, GEN, 4, 120, 41, round2, null, null, null,4, true
M101S47, 1604, PH, GEN, 4, 120, 41, round2, null, null, null,4, true
M108S12, 1605, GG, OBC, 5, 121, 54.67, round2, null, null, null,3, false
M110V70, 1701, CY, GEN, 5, 121, 59.67, round2, null, null, null,4, true
M107A30, 1702, MA, GEN, 1, 121, 41.67, round2, null, null, null,3, false
M102D57, 1702, MA, GEN, 5, 121, 41.67, round2, null, null, null,4, true
M104Q52, 1302, MA, OBC, 1, 121, 41.67, round2, null, null, null,3, false
M101A52, 1702, MA, GEN, 2, 121, 41.67, round2, null, null, null,4, true
M104X42, 1301, CY, GEN, 1, 122, 59.67, round2, null, null, null,3, false
M101S81, 1401, CY, GEN, 3, 123, 59.67, round2, null, null, null,4, true
M106R32, 1301, CY, GEN, 3, 124, 59.33, round2, null, null, null,3, true
M103N68, 1604, PH, GEN, 2, 124, 41, round2, null, null, null,4, true
M104Y40, 1701, CY, GEN, 4, 125, 59.33, round2, null, null, null,4, true
M102M49, 1803, CY, GEN, 4, 125, 59.33, round2, null, null, null,4, true
M113Z70, 1302, MA, OBC, 1, 126, 41.67, round2, null, null, null,3, false
M108R24, 1702, MA, GEN, 2, 126, 41.67, round2, null, null, null,4, true
M104A48, 1505, PH, GEN, 1, 126, 40.67, round2, null, null, null,3, false
M101D42, 1211, CY, GEN, 2, 127, 59, round2, null, null, null,4, true
M106Q70, 1202, PH, GEN, 1, 127, 40.67, round2, null, null, null,3, true
M102Z51, 1703, PH, GEN, 3, 127, 40.67, round2, null, null, null,4, true
M106T75, 1504, MS, OBC, 1, 127, 36.67, round2, null, null, null,3, false
M111F58, 1302, MA, ST, 1, 128, 41.67, round2, null, null, null,4, true
M109K80, 1701, CY, GEN, 4, 128, 59, round2, null, null, null,4, true
M107X97, 1701, CY, GEN, 3, 128, 59, round2, null, null, null,3, false
M102U17, 1701, CY, GEN, 5, 128, 59, round2, null, null, null,4, true
M114B14, 1701, CY, GEN, 4, 128, 59, round2, null, null, null,4, true
M108H31, 1804, MA, GEN, 4, 129, 41.33, round2, null, null, null,4, true
M106M47, 1902, MA, GEN, 4, 129, 41.33, round2, null, null, null,3, false
M104V75, 1302, MA, OBC, 1, 129, 41.33, round2, null, null, null,3, false
M102M30, 1604, PH, GEN, 1, 129, 40.67, round2, null, null, null,3, false
M105P81, 1203, MS, SC, 1, 130, 36.33, round2, null, null, null,3, false
M116T43, 1802, BT, SC, 1, 130, 30, round2, null, null, null,3, false
M115V10, 1204, BT, SC, 3, 131, 29.67, round2, null, null, null,4, true
M105K41, 1503, PH, OBC, 1, 131, 40.33, round2, null, null, null,3, false
M105P13, 1202, PH, GEN, 1, 131, 40.33, round2, null, null, null,3, true
M111K98, 1401, CY, GEN, 1, 132, 59, round2, null, null, null,3, false
M105Q48, 1803, CY, GEN, 4, 133, 58.67, round2, null, null, null,4, true
M104V90, 1803, CY, GEN, 4, 133, 58.67, round2, null, null, null,4, true
M101S62, 1604, PH, GEN, 2, 133, 40.33, round2, null, null, null,3, false
M102M42, 1804, MA, GEN, 4, 133, 41.33, round2, null, null, null,4, true
M109Q73, 1302, MA, OBC, 1, 133, 41.33, round2, null, null, null,3, false
M103G77, 1702, MA, GEN, 5, 133, 41.33, round2, null, null, null,3, false
M112W19, 1703, PH, GEN, 3, 133, 40.33, round2, null, null, null,4, true
M112C60, 1802, BT, OBC, 4, 134, 29.67, round2, null, null, null,4, true
M103Z66, 2003, PH, GEN, 2, 135, 40.33, round2, null, null, null,4, true
M107K59, 1602, GG, SC, 1, 135, 53.33, round2, null, null, null,3, false
M104D90, 1604, PH, GEN, 1, 135, 40.33, round2, null, null, null,3, true
M105M44, 1205, CY, OBC, 1, 135, 58.67, round2, null, null, null,3, false
M104S11, 1214, MA, OBC, 2, 136, 41.33, round2, null, null, null,3, false
M103J33, 1701, CY, GEN, 5, 136, 58.33, round2, null, null, null,4, true
M117Y46, 1206, MA, OBC, 1, 136, 41.33, round2, null, null, null,3, false
M103G23, 1701, CY, GEN, 4, 137, 58.33, round2, null, null, null,4, true
M108X11, 1803, CY, GEN, 2, 137, 58.33, round2, null, null, null,3, false
M113C19, 1701, CY, GEN, 3, 137, 58.33, round2, null, null, null,4, true
M102U14, 1202, PH, OBC, 1, 139, 40, round2, null, null, null,3, false
M101A34, 1702, MA, GEN, 2, 139, 41.33, round2, null, null, null,4, true
M102Y61, 1803, CY, GEN, 4, 140, 58.33, round2, null, null, null,4, true
M108W70, 1502, MA, OBC, 1, 140, 41, round2, null, null, null,3, false
M102M88, 1605, PH, GEN, 3, 140, 40, round2, null, null, null,4, true
M103S66, 1505, PH, GEN, 4, 140, 40, round2, null, null, null,3, false
M108G26, 1702, MA, GEN, 4, 141, 41, round2, null, null, null,4, true
M102M59, 1701, CY, GEN, 1, 141, 58.33, round2, null, null, null,3, false
M104V74, 1701, CY, GEN, 4, 142, 58, round2, null, null, null,4, true
M106F38, 1604, PH, GEN, 2, 142, 40, round2, null, null, null,3, true
M107X44, 1301, CY, OBC, 1, 142, 58, round2, null, null, null,4, true
M102N51, 1702, MA, GEN, 5, 142, 41, round2, null, null, null,3, true
M108B37, 1605, GG, OBC, 4, 142, 53, round2, null, null, null,4, true
M118C33, 1702, MA, GEN, 2, 142, 41, round2, null, null, null,1, true
M101Q79, 1204, BT, SC, 1, 143, 29.33, round2, null, null, null,3, false
M118T20, 1204, BT, OBC, 3, 144, 29.33, round2, null, null, null,4, true
M109B81, 1804, MA, GEN, 2, 144, 40.67, round2, null, null, null,4, true
M102T12, 1503, PH, OBC, 1, 144, 40, round2, null, null, null,3, true
M112N26, 1701, CY, GEN, 6, 144, 57.67, round2, null, null, null,3, false
M104F98, 1504, MS, SC, 1, 144, 34, round2, null, null, null,3, false
M106S48, 1701, CY, GEN, 6, 144, 57.67, round2, null, null, null,4, true
M102M52, 1803, CY, GEN, 4, 144, 57.67, round2, null, null, null,4, true
M104A86, 1701, CY, GEN, 4, 144, 57.67, round2, null, null, null,3, true
M104W70, 1303, PH, GEN, 1, 144, 40, round2, null, null, null,3, true
M111K18, 1302, MA, OBC, 1, 145, 40.67, round2, null, null, null,3, false
M112C45, 1804, MA, GEN, 4, 146, 40.67, round2, null, null, null,4, true
M115K28, 1204, BT, SC, 1, 147, 29, round2, null, null, null,3, false
M104F22, 1303, PH, GEN, 1, 147, 39.67, round2, null, null, null,3, true
M101H20, 1505, PH, GEN, 2, 147, 39.67, round2, null, null, null,3, false
M106H33, 1502, MA, OBC, 2, 147, 40.67, round2, null, null, null,3, false
M115F21, 1215, PH, OBC, 1, 147, 39.67, round2, null, null, null,3, false
M106R52, 1504, MS, OBC, 1, 147, 33.67, round2, null, null, null,3, false
M108F90, 1502, MA, OBC, 3, 147, 40.67, round2, null, null, null,4, true
M103X26, 1901, CY, GEN, 4, 148, 57.67, round2, null, null, null,4, true
M102S90, 1302, MA, OBC, 3, 149, 40.67, round2, null, null, null,3, false
M112M33, 1803, CY, GEN, 4, 149, 57.33, round2, null, null, null,4, true
M105N98, 1504, MS, OBC, 1, 149, 33.67, round2, null, null, null,3, false
M104N74, 1701, CY, GEN, 4, 149, 57.33, round2, null, null, null,3, true
M104A36, 1703, PH, GEN, 3, 151, 39.67, round2, null, null, null,3, false
M110G85, 1702, MA, GEN, 3, 151, 40.33, round2, null, null, null,3, true
M120Z61, 1204, BT, OBC, 1, 151, 29, round2, null, null, null,3, false
M110H50, 1504, MS, OBC, 1, 151, 33.33, round2, null, null, null,3, false
M106S90, 1702, MA, GEN, 2, 151, 40.33, round2, null, null, null,3, true
M111F85, 1504, MS, OBC, 1, 151, 33.33, round2, null, null, null,3, false
M107D94, 1303, PH, GEN, 2, 152, 39.67, round2, null, null, null,3, true
M103A36, 1401, CY, GEN, 4, 152, 57.33, round2, null, null, null,4, true
M102Q14, 1803, CY, GEN, 3, 152, 57.33, round2, null, null, null,4, true
M105N72, 1303, PH, GEN, 1, 153, 39.33, round2, null, null, null,3, true
M103Z40, 1702, MA, GEN, 4, 153, 40.33, round2, null, null, null,3, true
M101W10, 1803, CY, GEN, 4, 154, 57, round2, null, null, null,4, true
M107G68, 1402, MA, GEN, 2, 154, 40.33, round2, null, null, null,4, true
M120B31, 1802, BT, OBC, 1, 154, 28.67, round2, null, null, null,4, true
M103D24, 1804, MA, GEN, 4, 154, 40.33, round2, null, null, null,3, false
M104X89, 1301, CY, OBC, 1, 154, 57, round2, null, null, null,3, false
M104H52, 1604, PH, GEN, 4, 154, 39.33, round2, null, null, null,3, true
M105T47, 1803, CY, GEN, 2, 156, 57, round2, null, null, null,4, true
M110C17, 1303, PH, GEN, 1, 156, 39, round2, null, null, null,3, true
M107J91, 1502, MA, SC, 1, 157, 40, round2, null, null, null,3, false
M101E88, 1505, PH, GEN, 2, 157, 39, round2, null, null, null,3, false
M102S19, 1703, PH, GEN, 3, 157, 39, round2, null, null, null,4, true
M111P59, 1401, CY, GEN, 5, 157, 56.67, round2, null, null, null,4, true
M104D36, 1603, MA, GEN, 2, 157, 40, round2, null, null, null,3, false
M109J65, 1204, BT, OBC, 1, 157, 28.67, round2, null, null, null,3, false
M101K25, 1803, CY, GEN, 4, 157, 56.67, round2, null, null, null,4, true
M120V53, 1703, PH, GEN, 3, 157, 39, round2, null, null, null,4, true
M102G34, 1207, PH, OBC, 2, 157, 39, round2, null, null, null,4, true
M103W75, 1803, CY, GEN, 5, 157, 56.67, round2, null, null, null,4, true
M112G93, 1605, GG, OBC, 4, 158, 51.33, round2, null, null, null,1, true
M105E10, 1702, MA, GEN, 3, 159, 40, round2, null, null, null,3, true
M105D57, 1804, MA, GEN, 1, 159, 40, round2, null, null, null,3, false
M105Q21, 1203, MS, SC, 1, 159, 33, round2, null, null, null,3, false
M101P71, 1603, MA, GEN, 6, 161, 40, round2, null, null, null,4, true
M102E95, 1401, CY, GEN, 6, 161, 56.67, round2, null, null, null,4, true
M111N30, 1505, PH, GEN, 3, 162, 39, round2, null, null, null,3, false
M104C67, 1901, CY, GEN, 1, 162, 56.33, round2, null, null, null,3, false
M101Z68, 1703, PH, GEN, 1, 162, 39, round2, null, null, null,3, false
M117E60, 1702, MA, GEN, 6, 163, 39.67, round2, null, null, null,3, true
M104H80, 1601, CY, OBC, 1, 163, 56.33, round2, null, null, null,3, false
M105S98, 1401, CY, GEN, 5, 163, 56.33, round2, null, null, null,4, true
M102Q76, 1502, MA, OBC, 3, 163, 39.67, round2, null, null, null,4, true
M108Q45, 1201, GG, SC, 1, 163, 51, round2, null, null, null,3, false
M107D80, 1604, PH, GEN, 1, 164, 38.67, round2, null, null, null,3, true
M103M58, 1401, CY, GEN, 4, 165, 56, round2, null, null, null,4, true
M104B94, 1401, CY, GEN, 6, 165, 56, round2, null, null, null,4, true
M105C76, 1402, MA, GEN, 3, 165, 39.67, round2, null, null, null,3, false
M104B45, 1303, PH, OBC, 1, 165, 38.67, round2, null, null, null,3, false
M102E17, 1603, MA, GEN, 4, 165, 39.67, round2, null, null, null,4, true
M102H61, 1703, PH, GEN, 4, 166, 38.67, round2, null, null, null,3, false
M101N86, 1703, PH, GEN, 4, 166, 38.67, round2, null, null, null,4, true
M102T59, 1703, PH, GEN, 4, 166, 38.67, round2, null, null, null,3, true
M105X66, 1505, PH, OBC, 2, 166, 38.67, round2, null, null, null,3, false
M105A13, 1703, PH, GEN, 5, 166, 38.67, round2, null, null, null,3, true
M117D82, 1401, CY, GEN, 3, 167, 56, round2, null, null, null,4, true
M105W93, 1401, CY, GEN, 6, 167, 56, round2, null, null, null,4, true
M111X25, 1804, MA, GEN, 4, 167, 39.67, round2, null, null, null,3, false
M106V45, 1402, MA, GEN, 4, 167, 39.67, round2, null, null, null,4, true
M101C96, 1804, MA, GEN, 6, 167, 39.67, round2, null, null, null,4, true
M110W54, 1401, CY, GEN, 5, 169, 55.67, round2, null, null, null,4, true
M112Y46, 1301, CY, OBC, 1, 169, 55.67, round2, null, null, null,3, false
M114W95, 1603, MA, GEN, 1, 170, 39.67, round2, null, null, null,3, false
M106V25, 1603, MA, GEN, 3, 171, 39.33, round2, null, null, null,3, false
M105C73, 1401, CY, GEN, 2, 171, 55.67, round2, null, null, null,4, true
M108K14, 1402, MA, GEN, 1, 171, 39.33, round2, null, null, null,3, false
M102W29, 1303, PH, OBC, 2, 172, 38.67, round2, null, null, null,4, true
M102U59, 1403, PH, GEN, 3, 172, 38.67, round2, null, null, null,3, false
M102M92, 1401, CY, GEN, 4, 173, 55.67, round2, null, null, null,4, true
M101T55, 1401, CY, GEN, 4, 173, 55.67, round2, null, null, null,1, true
M103W40, 1205, CY, OBC, 1, 173, 55.67, round2, null, null, null,3, false
M108U62, 1502, MA, OBC, 1, 173, 39.33, round2, null, null, null,3, false
M101G31, 1403, PH, GEN, 2, 174, 38.33, round2, null, null, null,3, false
M112J25, 1204, BT, OBC, 4, 174, 28.33, round2, null, null, null,4, true
M110P28, 1902, MA, GEN, 2, 174, 39, round2, null, null, null,4, true
M101P62, 1703, PH, GEN, 1, 175, 38.33, round2, null, null, null,3, true
M106U27, 1603, MA, GEN, 6, 175, 39, round2, null, null, null,1, true
M103H57, 1703, PH, GEN, 1, 175, 38.33, round2, null, null, null,3, true
M115P89, 1503, PH, SC, 1, 175, 38.33, round2, null, null, null,3, false
M111F47, 1402, MA, GEN, 4, 175, 39, round2, null, null, null,4, true
M110Z23, 1402, MA, GEN, 3, 175, 39, round2, null, null, null,4, true
M109H65, 1504, MS, OBC, 1, 176, 31.33, round2, null, null, null,4, true
M107A79, 1401, CY, GEN, 2, 176, 55.67, round2, null, null, null,4, true
M106S31, 1102, CY, SC, 1, 177, 55.33, round2, null, null, null,3, false
M103W95, 1301, CY, SC, 1, 178, 55.33, round2, null, null, null,3, false
M102R13, 1502, MA, OBC, 2, 178, 39, round2, null, null, null,3, false
M117R94, 1805, PH, GEN, 2, 178, 38.33, round2, null, null, null,3, false
M111V15, 1703, PH, GEN, 3, 178, 38.33, round2, null, null, null,3, true
M101W74, 1206, MA, ST, 1, 179, 39, round2, null, null, null,3, false
M106N95, 1205, CY, OBC, 1, 179, 55.33, round2, null, null, null,3, false
M107V32, 1401, CY, GEN, 1, 179, 55.33, round2, null, null, null,3, false
M101U33, 2003, PH, GEN, 4, 180, 38.33, round2, null, null, null,4, true
M106B32, 1603, MA, GEN, 6, 180, 39, round2, null, null, null,3, true
M119V63, 1203, MS, OBC, 1, 180, 31, round2, null, null, null,3, false
M109F36, 1804, MA, GEN, 4, 181, 38.67, round2, null, null, null,4, true
M101J64, 1401, CY, GEN, 1, 181, 55.33, round2, null, null, null,3, false
M113Z56, 1302, MA, SC, 1, 181, 38.67, round2, null, null, null,3, false
