application_id,seat_allotted,paper,quota,choice_no,auto_upgrade,is_provisional,acceptance_doc_path,declaration_form_path,undertaking_form_path,bank_challan_path,status_id
M109Q93,1503,PH,OBC,1,f,t,/mnt/nas/nas1/set70/bucket83/M109Q93/M109Q93-ch-20150617113045793,,/mnt/nas/nas1/set70/bucket83/M109Q93/M109Q93-ch-20150617113103941,/mnt/nas/nas1/set70/bucket83/M109Q93/M109Q93-ch-20150618225636348,3
M105N46,1204,BT,GEN,1,f,t,/mnt/nas/nas1/set48/bucket31/M105N46/M105N46-ch-20150617113909369,,/mnt/nas/nas1/set48/bucket31/M105N46/M105N46-ch-20150617113934513,/mnt/nas/nas1/set48/bucket31/M105N46/M105N46-ch-20150617124942046,3
M105D60,1402,MA,OBC,5,t,t,/mnt/nas/nas3/set22/bucket53/M105D60/M105D60-ch-20150616213235482,/mnt/nas/nas3/set22/bucket53/M105D60/M105D60-ch-20150616213352591,/mnt/nas/nas3/set22/bucket53/M105D60/M105D60-ch-20150616213412971,/mnt/nas/nas3/set22/bucket53/M105D60/M105D60-ch-20150617211637607,3
M101D44,1904,GG,SC,4,t,t,/mnt/nas/nas1/set45/bucket29/M101D44/M101D44-ch-20150617101314673,/mnt/nas/nas1/set45/bucket29/M101D44/M101D44-ch-20150617095434178,/mnt/nas/nas1/set45/bucket29/M101D44/M101D44-ch-20150617095506677,/mnt/nas/nas1/set45/bucket29/M101D44/M101D44-ch-20150617124453862,3
M106K23,2401,CY,SC,6,t,t,/mnt/nas/nas2/set30/bucket78/M106K23/M106K23-ch-20150617102147731,/mnt/nas/nas2/set30/bucket78/M106K23/M106K23-ch-20150617102159868,/mnt/nas/nas2/set30/bucket78/M106K23/M106K23-ch-20150617102207562,/mnt/nas/nas2/set30/bucket78/M106K23/M106K23-ch-20150617141755064,3
M102M49,1803,CY,GEN,4,t,t,/mnt/nas/nas1/set89/bucket12/M102M49/M102M49-ch-20150616220754223,/mnt/nas/nas1/set89/bucket12/M102M49/M102M49-ch-20150616221449622,/mnt/nas/nas1/set89/bucket12/M102M49/M102M49-ch-20150616221242019,/mnt/nas/nas1/set89/bucket12/M102M49/M102M49-ch-20150617200801873,3
M102T71,1904,GG,OBC,4,t,t,/mnt/nas/nas3/set2/bucket28/M102T71/M102T71-ch-20150616104938574,/mnt/nas/nas3/set2/bucket28/M102T71/M102T71-ch-20150616105015338,/mnt/nas/nas3/set2/bucket28/M102T71/M102T71-ch-20150616105042808,/mnt/nas/nas3/set2/bucket28/M102T71/M102T71-ch-20150616113243375,3
M112V28,2301,MA,SC,5,t,t,/mnt/nas/nas1/set68/bucket42/M112V28/M112V28-ch-20150617105252548,/mnt/nas/nas1/set68/bucket42/M112V28/M112V28-ch-20150617105315051,/mnt/nas/nas1/set68/bucket42/M112V28/M112V28-ch-20150617105347979,/mnt/nas/nas1/set68/bucket42/M112V28/M112V28-ch-2015061918064056,3
M103W75,1803,CY,GEN,5,t,t,/mnt/nas/nas3/set38/bucket6/M103W75/M103W75-ch-20150616215114041,/mnt/nas/nas3/set38/bucket6/M103W75/M103W75-ch-20150616215331545,/mnt/nas/nas3/set38/bucket6/M103W75/M103W75-ch-20150616215351538,/mnt/nas/nas3/set38/bucket6/M103W75/M103W75-ch-20150619063638537,3
M102T35,1103,MA,GEN,1,f,t,/mnt/nas/nas3/set56/bucket17/M102T35/M102T35-ch-20150616215450262,,/mnt/nas/nas3/set56/bucket17/M102T35/M102T35-ch-20150616215616276,/mnt/nas/nas3/set56/bucket17/M102T35/M102T35-ch-2015061713282098,3
M103Z22,1204,BT,GEN,1,f,t,/mnt/nas/nas1/set83/bucket72/M103Z22/M103Z22-ch-20150616215138516,,/mnt/nas/nas1/set83/bucket72/M103Z22/M103Z22-ch-2015061621532677,/mnt/nas/nas1/set83/bucket72/M103Z22/M103Z22-ch-20150617142907466,3
M104U16,1804,MA,ST,1,f,t,/mnt/nas/nas3/set42/bucket70/M104U16/M104U16-ch-20150616222239936,,/mnt/nas/nas3/set42/bucket70/M104U16/M104U16-ch-20150616222524772,/mnt/nas/nas3/set42/bucket70/M104U16/M104U16-ch-20150617204317074,3
M105H61,1904,GG,GEN,4,t,t,/mnt/nas/nas3/set13/bucket8/M105H61/M105H61-ch-20150616223547729,/mnt/nas/nas3/set13/bucket8/M105H61/M105H61-ch-2015061622362487,/mnt/nas/nas3/set13/bucket8/M105H61/M105H61-ch-20150616223705611,/mnt/nas/nas3/set13/bucket8/M105H61/M105H61-ch-20150617210954515,3
M103W20,1204,BT,GEN,1,f,t,/mnt/nas/nas1/set25/bucket26/M103W20/M103W20-ch-20150616224745715,,/mnt/nas/nas1/set25/bucket26/M103W20/M103W20-ch-20150616224818035,/mnt/nas/nas1/set25/bucket26/M103W20/M103W20-ch-20150617113029034,3
M112S49,1802,BT,GEN,1,f,t,/mnt/nas/nas2/set23/bucket21/M112S49/M112S49-ch-20150616104118276,,/mnt/nas/nas2/set23/bucket21/M112S49/M112S49-ch-20150616104204484,/mnt/nas/nas2/set23/bucket21/M112S49/M112S49-ch-20150617192235239,3
M102W56,1103,MA,GEN,1,f,t,/mnt/nas/nas1/set88/bucket85/M102W56/M102W56-ch-20150616111218912,,/mnt/nas/nas1/set88/bucket85/M102W56/M102W56-ch-20150616111243928,/mnt/nas/nas1/set88/bucket85/M102W56/M102W56-ch-20150616133735488,3
M104D50,1902,MA,OBC,4,t,t,/mnt/nas/nas2/set18/bucket9/M104D50/M104D50-ch-20150617122936567,/mnt/nas/nas2/set18/bucket9/M104D50/M104D50-ch-20150617123041656,/mnt/nas/nas2/set18/bucket9/M104D50/M104D50-ch-20150617123125857,/mnt/nas/nas2/set18/bucket9/M104D50/M104D50-ch-20150617140550397,3
M119W22,1702,MA,GEN,2,f,f,/mnt/nas/nas2/set96/bucket38/M119W22/M119W22-ch-20150616114158555,,,/mnt/nas/nas2/set96/bucket38/M119W22/M119W22-ch-2015061719013533,3
M107E47,1701,CY,OBC,6,t,f,/mnt/nas/nas1/set58/bucket25/M107E47/M107E47-ch-2015061611295208,/mnt/nas/nas1/set58/bucket25/M107E47/M107E47-ch-20150616113001699,,/mnt/nas/nas1/set58/bucket25/M107E47/M107E47-ch-20150616171636965,3
M112G16,1207,PH,GEN,1,f,t,/mnt/nas/nas1/set88/bucket22/M112G16/M112G16-ch-20150617000502429,/mnt/nas/nas1/set88/bucket22/M112G16/M112G16-ch-20150617000717832,/mnt/nas/nas1/set88/bucket22/M112G16/M112G16-ch-20150617000905816,/mnt/nas/nas1/set88/bucket22/M112G16/M112G16-ch-20150617153014492,3
M105U25,1701,CY,SC,4,t,t,/mnt/nas/nas3/set76/bucket87/M105U25/M105U25-ch-2015061710213819,/mnt/nas/nas3/set76/bucket87/M105U25/M105U25-ch-20150617102217935,/mnt/nas/nas3/set76/bucket87/M105U25/M105U25-ch-201506171022234,/mnt/nas/nas3/set76/bucket87/M105U25/M105U25-ch-20150617123509554,3
M107E62,1802,BT,GEN,3,t,t,/mnt/nas/nas1/set66/bucket44/M107E62/M107E62-ch-20150616112747969,/mnt/nas/nas1/set66/bucket44/M107E62/M107E62-ch-2015061611280366,/mnt/nas/nas1/set66/bucket44/M107E62/M107E62-ch-20150616112815921,/mnt/nas/nas1/set66/bucket44/M107E62/M107E62-ch-20150617204330617,3
M105E10,1804,MA,GEN,5,t,t,/mnt/nas/nas1/set22/bucket76/M105E10/M105E10-ch-2015061710285583,/mnt/nas/nas1/set22/bucket76/M105E10/M105E10-ch-20150617102913432,/mnt/nas/nas1/set22/bucket76/M105E10/M105E10-ch-20150617102925499,/mnt/nas/nas1/set22/bucket76/M105E10/M105E10-ch-2015061711191432,3
M107A30,1702,MA,GEN,1,f,t,/mnt/nas/nas1/set12/bucket76/M107A30/M107A30-ch-2015061608584115,,/mnt/nas/nas1/set12/bucket76/M107A30/M107A30-ch-20150616085914469,/mnt/nas/nas1/set12/bucket76/M107A30/M107A30-ch-201506162206086,3
M113V76,1301,CY,OBC,2,f,t,/mnt/nas/nas2/set48/bucket17/M113V76/M113V76-ch-20150617113332738,/mnt/nas/nas2/set48/bucket17/M113V76/M113V76-ch-20150617113426263,/mnt/nas/nas2/set48/bucket17/M113V76/M113V76-ch-20150617113444861,/mnt/nas/nas2/set48/bucket17/M113V76/M113V76-ch-20150619114437254,3
M116A26,2302,CY,ST,6,t,f,/mnt/nas/nas2/set65/bucket92/M116A26/M116A26-ch-20150617113310268,/mnt/nas/nas2/set65/bucket92/M116A26/M116A26-ch-20150617113234809,,/mnt/nas/nas2/set65/bucket92/M116A26/M116A26-ch-20150618164243483,3
M119C93,1802,BT,GEN,1,f,t,/mnt/nas/nas3/set13/bucket19/M119C93/M119C93-ch-20150617122436671,,/mnt/nas/nas3/set13/bucket19/M119C93/M119C93-ch-20150617122457144,/mnt/nas/nas3/set13/bucket19/M119C93/M119C93-ch-20150617194859371,3
M105P81,1203,MS,SC,1,f,t,/mnt/nas/nas3/set24/bucket83/M105P81/M105P81-ch-20150617102811583,,/mnt/nas/nas3/set24/bucket83/M105P81/M105P81-ch-20150617101848458,/mnt/nas/nas3/set24/bucket83/M105P81/M105P81-ch-20150618132633112,3
M101W10,1803,CY,GEN,4,t,t,/mnt/nas/nas1/set58/bucket95/M101W10/M101W10-ch-20150616104109288,/mnt/nas/nas1/set58/bucket95/M101W10/M101W10-ch-2015061610412175,/mnt/nas/nas1/set58/bucket95/M101W10/M101W10-ch-20150616104123885,/mnt/nas/nas1/set58/bucket95/M101W10/M101W10-ch-2015061611372013,3
M103P63,1502,MA,GEN,3,t,t,/mnt/nas/nas3/set70/bucket39/M103P63/M103P63-ch-2015061611322215,/mnt/nas/nas3/set70/bucket39/M103P63/M103P63-ch-20150616113254704,/mnt/nas/nas3/set70/bucket39/M103P63/M103P63-ch-20150616113316149,/mnt/nas/nas3/set70/bucket39/M103P63/M103P63-ch-20150616132005401,3
M102Q23,1503,PH,SC,1,f,f,/mnt/nas/nas3/set72/bucket86/M102Q23/M102Q23-ch-20150616110030617,,,,3
M112J48,1904,GG,SC,2,t,t,/mnt/nas/nas1/set49/bucket62/M112J48/M112J48-ch-20150616113307549,/mnt/nas/nas1/set49/bucket62/M112J48/M112J48-ch-20150616113408671,/mnt/nas/nas1/set49/bucket62/M112J48/M112J48-ch-20150616113450389,/mnt/nas/nas1/set49/bucket62/M112J48/M112J48-ch-20150616133827126,3
M105K69,1403,PH,ST,3,f,t,/mnt/nas/nas3/set52/bucket77/M105K69/M105K69-ch-20150617111743366,,/mnt/nas/nas3/set52/bucket77/M105K69/M105K69-ch-20150617111903338,/mnt/nas/nas3/set52/bucket77/M105K69/M105K69-ch-20150617120849122,3
M111K56,1802,BT,GEN,1,f,t,/mnt/nas/nas1/set26/bucket57/M111K56/M111K56-ch-20150617102653949,,/mnt/nas/nas1/set26/bucket57/M111K56/M111K56-ch-20150617102736217,/mnt/nas/nas1/set26/bucket57/M111K56/M111K56-ch-20150617111007342,3
M101K92,1901,CY,GEN,9,t,t,/mnt/nas/nas1/set17/bucket90/M101K92/M101K92-ch-2015061610541255,/mnt/nas/nas1/set17/bucket90/M101K92/M101K92-ch-20150616105533709,/mnt/nas/nas1/set17/bucket90/M101K92/M101K92-ch-20150616105641034,/mnt/nas/nas1/set17/bucket90/M101K92/M101K92-ch-20150617104739921,3
M102U17,1701,CY,GEN,5,t,t,/mnt/nas/nas1/set8/bucket15/M102U17/M102U17-ch-20150616104609558,/mnt/nas/nas1/set8/bucket15/M102U17/M102U17-ch-20150616104627005,/mnt/nas/nas1/set8/bucket15/M102U17/M102U17-ch-20150616104641173,/mnt/nas/nas1/set8/bucket15/M102U17/M102U17-ch-20150616142053525,3
M115H36,1901,CY,OBC,7,f,t,/mnt/nas/nas2/set44/bucket72/M115H36/M115H36-ch-20150617115555632,,/mnt/nas/nas2/set44/bucket72/M115H36/M115H36-ch-20150617115708606,/mnt/nas/nas2/set44/bucket72/M115H36/M115H36-ch-20150618162936459,3
M101K96,1502,MA,OBC,2,t,f,/mnt/nas/nas2/set4/bucket5/M101K96/M101K96-ch-20150617114919007,/mnt/nas/nas2/set4/bucket5/M101K96/M101K96-ch-20150617114954956,,/mnt/nas/nas2/set4/bucket5/M101K96/M101K96-ch-20150617123442267,3
M101S25,1301,CY,GEN,3,t,t,/mnt/nas/nas2/set38/bucket42/M101S25/M101S25-ch-20150616223522689,/mnt/nas/nas2/set38/bucket42/M101S25/M101S25-ch-2015061622360667,/mnt/nas/nas2/set38/bucket42/M101S25/M101S25-ch-20150616223652146,/mnt/nas/nas2/set38/bucket42/M101S25/M101S25-ch-20150617204041831,3
M101Q31,1605,PH,GEN,2,f,f,/mnt/nas/nas2/set44/bucket84/M101Q31/M101Q31-ch-20150616113031501,,,/mnt/nas/nas2/set44/bucket84/M101Q31/M101Q31-ch-20150616115646064,3
M107C57,1301,CY,GEN,4,t,t,/mnt/nas/nas2/set83/bucket71/M107C57/M107C57-ch-20150617115220222,/mnt/nas/nas2/set83/bucket71/M107C57/M107C57-ch-20150617115252666,/mnt/nas/nas2/set83/bucket71/M107C57/M107C57-ch-20150617115328332,/mnt/nas/nas2/set83/bucket71/M107C57/M107C57-ch-201506171317356,3
M111H43,2301,MA,GEN,9,t,t,/mnt/nas/nas3/set43/bucket13/M111H43/M111H43-ch-20150617114721591,/mnt/nas/nas3/set43/bucket13/M111H43/M111H43-ch-20150617114730571,/mnt/nas/nas3/set43/bucket13/M111H43/M111H43-ch-20150617114749943,/mnt/nas/nas3/set43/bucket13/M111H43/M111H43-ch-20150617134351125,3
M112H62,1805,PH,OBC,4,t,t,/mnt/nas/nas1/set34/bucket9/M112H62/M112H62-ch-20150617120413206,/mnt/nas/nas1/set34/bucket9/M112H62/M112H62-ch-20150617120451272,/mnt/nas/nas1/set34/bucket9/M112H62/M112H62-ch-20150617120519316,/mnt/nas/nas1/set34/bucket9/M112H62/M112H62-ch-20150618110619126,3
M102Y88,1805,PH,GEN,5,t,t,/mnt/nas/nas3/set38/bucket22/M102Y88/M102Y88-ch-20150616113304559,/mnt/nas/nas3/set38/bucket22/M102Y88/M102Y88-ch-20150616113322787,/mnt/nas/nas3/set38/bucket22/M102Y88/M102Y88-ch-20150616113329727,/mnt/nas/nas3/set38/bucket22/M102Y88/M102Y88-ch-20150616131206386,3
M110X97,1101,BT,OBC,1,f,t,/mnt/nas/nas1/set45/bucket39/M110X97/M110X97-ch-2015061621432734,,/mnt/nas/nas1/set45/bucket39/M110X97/M110X97-ch-20150616214534433,/mnt/nas/nas1/set45/bucket39/M110X97/M110X97-ch-20150617164442405,3
M107X97,1701,CY,GEN,3,f,t,/mnt/nas/nas2/set18/bucket42/M107X97/M107X97-ch-20150617120441042,,/mnt/nas/nas2/set18/bucket42/M107X97/M107X97-ch-20150617120545552,/mnt/nas/nas2/set18/bucket42/M107X97/M107X97-ch-20150618130222746,3
M107S75,2201,CY,GEN,8,t,t,/mnt/nas/nas1/set41/bucket70/M107S75/M107S75-ch-20150617115042178,/mnt/nas/nas1/set41/bucket70/M107S75/M107S75-ch-2015061711524222,/mnt/nas/nas1/set41/bucket70/M107S75/M107S75-ch-20150617115334703,/mnt/nas/nas1/set41/bucket70/M107S75/M107S75-ch-20150618111605331,3
M108H85,2203,MA,GEN,6,t,t,/mnt/nas/nas3/set18/bucket4/M108H85/M108H85-ch-20150617224630797,/mnt/nas/nas3/set18/bucket4/M108H85/M108H85-ch-20150617225108997,/mnt/nas/nas3/set18/bucket4/M108H85/M108H85-ch-20150617225028656,/mnt/nas/nas3/set18/bucket4/M108H85/M108H85-ch-20150618135922325,3
M121F81,1402,MA,ST,6,t,f,/mnt/nas/nas3/set50/bucket81/M121F81/M121F81-ch-20150616104329954,/mnt/nas/nas3/set50/bucket81/M121F81/M121F81-ch-20150616104348489,,/mnt/nas/nas3/set50/bucket81/M121F81/M121F81-ch-20150616161811723,3
M110Z71,1601,CY,GEN,3,f,t,/mnt/nas/nas3/set80/bucket49/M110Z71/M110Z71-ch-20150617114848278,,/mnt/nas/nas3/set80/bucket49/M110Z71/M110Z71-ch-20150617114900325,/mnt/nas/nas3/set80/bucket49/M110Z71/M110Z71-ch-20150617131028799,3
M116E78,1214,MA,GEN,3,t,t,/mnt/nas/nas1/set88/bucket24/M116E78/M116E78-ch-20150616223937413,/mnt/nas/nas1/set88/bucket24/M116E78/M116E78-ch-20150616224041816,/mnt/nas/nas1/set88/bucket24/M116E78/M116E78-ch-20150616224134664,/mnt/nas/nas1/set88/bucket24/M116E78/M116E78-ch-20150618220619968,3
M110E53,1601,CY,GEN,3,t,t,/mnt/nas/nas1/set83/bucket15/M110E53/M110E53-ch-20150617120533641,/mnt/nas/nas1/set83/bucket15/M110E53/M110E53-ch-20150617120603847,/mnt/nas/nas1/set83/bucket15/M110E53/M110E53-ch-2015061712063563,/mnt/nas/nas1/set83/bucket15/M110E53/M110E53-ch-20150618214428111,3
M111J98,1205,CY,GEN,1,t,t,/mnt/nas/nas1/set33/bucket56/M111J98/M111J98-ch-20150617120947441,/mnt/nas/nas1/set33/bucket56/M111J98/M111J98-ch-20150617121012425,/mnt/nas/nas1/set33/bucket56/M111J98/M111J98-ch-20150617121029754,/mnt/nas/nas1/set33/bucket56/M111J98/M111J98-ch-20150618113256507,3
M102X98,2403,MA,OBC,10,t,t,/mnt/nas/nas3/set67/bucket57/M102X98/M102X98-ch-20150616122520633,/mnt/nas/nas3/set67/bucket57/M102X98/M102X98-ch-20150616122540457,/mnt/nas/nas3/set67/bucket57/M102X98/M102X98-ch-20150616122604883,/mnt/nas/nas3/set67/bucket57/M102X98/M102X98-ch-2015061615581366,3
M108F81,1803,CY,OBC-PwD,2,t,t,/mnt/nas/nas1/set38/bucket58/M108F81/M108F81-ch-20150616110915464,/mnt/nas/nas1/set38/bucket58/M108F81/M108F81-ch-20150616111000959,/mnt/nas/nas1/set38/bucket58/M108F81/M108F81-ch-20150616111040903,/mnt/nas/nas1/set38/bucket58/M108F81/M108F81-ch-20150616120217615,3
M101G82,1504,MS,OBC,1,f,t,/mnt/nas/nas1/set45/bucket22/M101G82/M101G82-ch-20150616123541143,,/mnt/nas/nas1/set45/bucket22/M101G82/M101G82-ch-20150616123612787,/mnt/nas/nas1/set45/bucket22/M101G82/M101G82-ch-20150616133139205,3
M102V36,1701,CY,OBC,5,t,t,/mnt/nas/nas2/set43/bucket77/M102V36/M102V36-ch-20150616122430074,/mnt/nas/nas2/set43/bucket77/M102V36/M102V36-ch-20150616122730955,/mnt/nas/nas2/set43/bucket77/M102V36/M102V36-ch-20150616122715769,/mnt/nas/nas2/set43/bucket77/M102V36/M102V36-ch-20150618111026998,3
M105E77,1503,PH,GEN,1,f,t,/mnt/nas/nas2/set44/bucket98/M105E77/M105E77-ch-20150616120639608,,/mnt/nas/nas2/set44/bucket98/M105E77/M105E77-ch-20150616120706963,/mnt/nas/nas2/set44/bucket98/M105E77/M105E77-ch-2015061709123261,3
M109W27,1904,GG,GEN,4,t,t,/mnt/nas/nas1/set60/bucket66/M109W27/M109W27-ch-20150616120910771,/mnt/nas/nas1/set60/bucket66/M109W27/M109W27-ch-20150616120703926,/mnt/nas/nas1/set60/bucket66/M109W27/M109W27-ch-20150616120955808,/mnt/nas/nas1/set60/bucket66/M109W27/M109W27-ch-20150617112709911,3
M103B83,1403,PH,OBC,6,f,t,/mnt/nas/nas2/set76/bucket95/M103B83/M103B83-ch-20150619042839387,/mnt/nas/nas2/set76/bucket95/M103B83/M103B83-ch-20150619042724418,/mnt/nas/nas2/set76/bucket95/M103B83/M103B83-ch-20150619042846928,/mnt/nas/nas2/set76/bucket95/M103B83/M103B83-ch-20150620022620913,3
M102S90,1302,MA,OBC,3,f,t,/mnt/nas/nas2/set57/bucket22/M102S90/M102S90-ch-20150617132207748,/mnt/nas/nas2/set57/bucket22/M102S90/M102S90-ch-20150617132218482,/mnt/nas/nas2/set57/bucket22/M102S90/M102S90-ch-20150617132226788,/mnt/nas/nas2/set57/bucket22/M102S90/M102S90-ch-20150617150255952,3
M101R87,1502,MA,GEN,2,f,f,/mnt/nas/nas1/set91/bucket81/M101R87/M101R87-ch-20150616114306597,/mnt/nas/nas1/set91/bucket81/M101R87/M101R87-ch-20150616114317249,,/mnt/nas/nas1/set91/bucket81/M101R87/M101R87-ch-20150617193042134,3
M110M37,2302,CY,GEN-PwD,7,t,t,/mnt/nas/nas1/set37/bucket76/M110M37/M110M37-ch-20150616121055444,/mnt/nas/nas1/set37/bucket76/M110M37/M110M37-ch-20150616121201277,/mnt/nas/nas1/set37/bucket76/M110M37/M110M37-ch-20150616121414408,/mnt/nas/nas1/set37/bucket76/M110M37/M110M37-ch-20150617120933991,3
M108U62,1502,MA,OBC,1,f,t,/mnt/nas/nas1/set67/bucket34/M108U62/M108U62-ch-20150616121738857,,/mnt/nas/nas1/set67/bucket34/M108U62/M108U62-ch-20150616121827177,/mnt/nas/nas1/set67/bucket34/M108U62/M108U62-ch-20150618225525281,3
M104D98,1805,PH,ST,4,t,t,/mnt/nas/nas1/set99/bucket29/M104D98/M104D98-ch-20150616120805437,/mnt/nas/nas1/set99/bucket29/M104D98/M104D98-ch-20150616120833201,/mnt/nas/nas1/set99/bucket29/M104D98/M104D98-ch-2015061612085261,/mnt/nas/nas1/set99/bucket29/M104D98/M104D98-ch-20150617193514426,3
M103R40,1303,PH,GEN,1,f,t,/mnt/nas/nas1/set10/bucket57/M103R40/M103R40-ch-20150616122443519,,/mnt/nas/nas1/set10/bucket57/M103R40/M103R40-ch-20150616122913521,/mnt/nas/nas1/set10/bucket57/M103R40/M103R40-ch-20150620180128065,3
M103J93,1501,CY,OBC,2,t,t,/mnt/nas/nas2/set21/bucket8/M103J93/M103J93-ch-20150616121644766,/mnt/nas/nas2/set21/bucket8/M103J93/M103J93-ch-20150616121705822,/mnt/nas/nas2/set21/bucket8/M103J93/M103J93-ch-2015061612172493,/mnt/nas/nas2/set21/bucket8/M103J93/M103J93-ch-20150617161028527,3
M102M52,1803,CY,GEN,4,t,t,/mnt/nas/nas2/set87/bucket83/M102M52/M102M52-ch-20150616122828589,/mnt/nas/nas2/set87/bucket83/M102M52/M102M52-ch-20150616122933156,/mnt/nas/nas2/set87/bucket83/M102M52/M102M52-ch-20150616123240612,/mnt/nas/nas2/set87/bucket83/M102M52/M102M52-ch-20150617105522701,3
M105F14,1601,CY,GEN,2,t,t,/mnt/nas/nas1/set11/bucket74/M105F14/M105F14-ch-20150616120556447,/mnt/nas/nas1/set11/bucket74/M105F14/M105F14-ch-20150616120635523,/mnt/nas/nas1/set11/bucket74/M105F14/M105F14-ch-20150616120709306,/mnt/nas/nas1/set11/bucket74/M105F14/M105F14-ch-20150618175233449,3
M106C40,1805,PH,GEN,1,f,t,/mnt/nas/nas2/set88/bucket89/M106C40/M106C40-ch-20150616115031622,,/mnt/nas/nas2/set88/bucket89/M106C40/M106C40-ch-20150616115100766,/mnt/nas/nas2/set88/bucket89/M106C40/M106C40-ch-20150618194944832,3
M107V99,1401,CY,SC,3,t,t,/mnt/nas/nas1/set34/bucket77/M107V99/M107V99-ch-20150616102026065,/mnt/nas/nas1/set34/bucket77/M107V99/M107V99-ch-20150616102044594,/mnt/nas/nas1/set34/bucket77/M107V99/M107V99-ch-20150616102059231,/mnt/nas/nas1/set34/bucket77/M107V99/M107V99-ch-20150616110203629,3
M111U92,2102,MA,OBC,4,t,f,/mnt/nas/nas1/set88/bucket47/M111U92/M111U92-ch-2015061610564665,/mnt/nas/nas1/set88/bucket47/M111U92/M111U92-ch-20150616105644996,,/mnt/nas/nas1/set88/bucket47/M111U92/M111U92-ch-20150617174423165,3
M104D21,1902,MA,GEN,5,t,t,/mnt/nas/nas2/set66/bucket72/M104D21/M104D21-ch-20150616111622241,/mnt/nas/nas2/set66/bucket72/M104D21/M104D21-ch-20150616111827035,/mnt/nas/nas2/set66/bucket72/M104D21/M104D21-ch-20150616112016848,/mnt/nas/nas2/set66/bucket72/M104D21/M104D21-ch-20150616133320493,3
M104S13,1702,MA,OBC,4,t,f,/mnt/nas/nas1/set33/bucket95/M104S13/M104S13-ch-2015061612292541,/mnt/nas/nas1/set33/bucket95/M104S13/M104S13-ch-20150616123050323,,/mnt/nas/nas1/set33/bucket95/M104S13/M104S13-ch-20150616143548367,3
M103A40,1703,PH,GEN,3,t,f,/mnt/nas/nas3/set50/bucket76/M103A40/M103A40-ch-2015061612043565,/mnt/nas/nas3/set50/bucket76/M103A40/M103A40-ch-20150616120501859,,/mnt/nas/nas3/set50/bucket76/M103A40/M103A40-ch-20150616134439172,3
M112J84,1804,MA,OBC,3,t,t,/mnt/nas/nas3/set24/bucket28/M112J84/M112J84-ch-20150616115101828,/mnt/nas/nas3/set24/bucket28/M112J84/M112J84-ch-20150616115127003,/mnt/nas/nas3/set24/bucket28/M112J84/M112J84-ch-20150616115300963,/mnt/nas/nas3/set24/bucket28/M112J84/M112J84-ch-20150616125550794,3
M109F44,1604,PH,OBC,1,f,t,/mnt/nas/nas1/set98/bucket38/M109F44/M109F44-ch-20150616120248705,,/mnt/nas/nas1/set98/bucket38/M109F44/M109F44-ch-20150616120131171,/mnt/nas/nas1/set98/bucket38/M109F44/M109F44-ch-20150616181409898,3
M104P59,1701,CY,GEN,2,t,t,/mnt/nas/nas2/set76/bucket6/M104P59/M104P59-ch-20150617122348933,/mnt/nas/nas2/set76/bucket6/M104P59/M104P59-ch-20150617122421481,/mnt/nas/nas2/set76/bucket6/M104P59/M104P59-ch-20150617122455192,/mnt/nas/nas2/set76/bucket6/M104P59/M104P59-ch-20150617155233724,3
M110P28,1902,MA,GEN,2,t,t,/mnt/nas/nas1/set14/bucket54/M110P28/M110P28-ch-20150616123718497,/mnt/nas/nas1/set14/bucket54/M110P28/M110P28-ch-20150616123633251,/mnt/nas/nas1/set14/bucket54/M110P28/M110P28-ch-20150616123214848,/mnt/nas/nas1/set14/bucket54/M110P28/M110P28-ch-20150616212650733,3
M109S15,1804,MA,OBC,3,t,t,/mnt/nas/nas2/set95/bucket65/M109S15/M109S15-ch-20150616124814723,/mnt/nas/nas2/set95/bucket65/M109S15/M109S15-ch-20150616124838902,/mnt/nas/nas2/set95/bucket65/M109S15/M109S15-ch-20150616124857321,/mnt/nas/nas2/set95/bucket65/M109S15/M109S15-ch-2015061613153877,3
M101Z18,1205,CY,GEN,1,f,t,/mnt/nas/nas3/set60/bucket88/M101Z18/M101Z18-ch-20150616234331684,,/mnt/nas/nas3/set60/bucket88/M101Z18/M101Z18-ch-20150616234706321,/mnt/nas/nas3/set60/bucket88/M101Z18/M101Z18-ch-20150617124453728,3
M102R50,1203,MS,GEN,1,f,t,/mnt/nas/nas1/set57/bucket96/M102R50/M102R50-ch-20150616231028143,,/mnt/nas/nas1/set57/bucket96/M102R50/M102R50-ch-20150616231001168,/mnt/nas/nas1/set57/bucket96/M102R50/M102R50-ch-20150618223725152,3
M105D61,1504,MS,SC,2,t,t,/mnt/nas/nas1/set92/bucket55/M105D61/M105D61-ch-20150616232653103,/mnt/nas/nas1/set92/bucket55/M105D61/M105D61-ch-20150616232724188,/mnt/nas/nas1/set92/bucket55/M105D61/M105D61-ch-20150616232737965,/mnt/nas/nas1/set92/bucket55/M105D61/M105D61-ch-20150618183405419,3
M104U37,1504,MS,GEN,1,f,t,/mnt/nas/nas1/set98/bucket30/M104U37/M104U37-ch-20150616123315723,,/mnt/nas/nas1/set98/bucket30/M104U37/M104U37-ch-20150616123421886,/mnt/nas/nas1/set98/bucket30/M104U37/M104U37-ch-20150617150742406,3
