application_id,seat_allotted,paper,quota,choice_no,auto_upgrade,is_provisional,acceptance_doc_path,declaration_form_path,undertaking_form_path,bank_challan_path,status_id
M108F90,1502,MA,OBC,3,t,t,/mnt/nas/nas3/set80/bucket60/M108F90/M108F90-ch-20150616210242339,/mnt/nas/nas3/set80/bucket60/M108F90/M108F90-ch-20150616210306899,/mnt/nas/nas3/set80/bucket60/M108F90/M108F90-ch-20150616210321531,/mnt/nas/nas3/set80/bucket60/M108F90/M108F90-ch-20150617145219831,3
M102H24,1602,GG,GEN,2,f,t,/mnt/nas/nas2/set33/bucket0/M102H24/M102H24-ch-2015061620470163,,/mnt/nas/nas2/set33/bucket0/M102H24/M102H24-ch-20150616204927951,/mnt/nas/nas2/set33/bucket0/M102H24/M102H24-ch-20150617113125599,3
M101H53,1803,CY,OBC,5,t,t,/mnt/nas/nas2/set79/bucket48/M101H53/M101H53-ch-20150616204751634,/mnt/nas/nas2/set79/bucket48/M101H53/M101H53-ch-20150616204805015,/mnt/nas/nas2/set79/bucket48/M101H53/M101H53-ch-20150616204812553,/mnt/nas/nas2/set79/bucket48/M101H53/M101H53-ch-20150620115649147,3
M102C89,1504,MS,GEN,1,f,t,/mnt/nas/nas3/set89/bucket13/M102C89/M102C89-ch-20150616205447343,,/mnt/nas/nas3/set89/bucket13/M102C89/M102C89-ch-20150616205436546,/mnt/nas/nas3/set89/bucket13/M102C89/M102C89-ch-20150619204758899,3
M108T11,1502,MA,SC,2,t,t,/mnt/nas/nas2/set23/bucket40/M108T11/M108T11-ch-20150616210741655,/mnt/nas/nas2/set23/bucket40/M108T11/M108T11-ch-20150616210813084,/mnt/nas/nas2/set23/bucket40/M108T11/M108T11-ch-20150616210846391,/mnt/nas/nas2/set23/bucket40/M108T11/M108T11-ch-20150617220059195,3
M102V93,1205,CY,GEN,2,t,t,/mnt/nas/nas3/set78/bucket40/M102V93/M102V93-ch-20150616210258463,/mnt/nas/nas3/set78/bucket40/M102V93/M102V93-ch-20150616210413967,/mnt/nas/nas3/set78/bucket40/M102V93/M102V93-ch-2015061621045398,/mnt/nas/nas3/set78/bucket40/M102V93/M102V93-ch-20150618181336141,3
M108Q20,2101,CY,GEN,8,t,t,/mnt/nas/nas2/set8/bucket76/M108Q20/M108Q20-ch-2015061709563309,/mnt/nas/nas2/set8/bucket76/M108Q20/M108Q20-ch-20150617095707562,/mnt/nas/nas2/set8/bucket76/M108Q20/M108Q20-ch-2015061709573994,/mnt/nas/nas2/set8/bucket76/M108Q20/M108Q20-ch-20150617230707847,3
M112E94,1604,PH,GEN,3,t,t,/mnt/nas/nas1/set38/bucket35/M112E94/M112E94-ch-20150616205157524,/mnt/nas/nas1/set38/bucket35/M112E94/M112E94-ch-20150616205208714,/mnt/nas/nas1/set38/bucket35/M112E94/M112E94-ch-20150616205246493,/mnt/nas/nas1/set38/bucket35/M112E94/M112E94-ch-20150618111713098,3
M104V74,1701,CY,GEN,4,t,t,/mnt/nas/nas3/set45/bucket15/M104V74/M104V74-ch-20150616210627249,/mnt/nas/nas3/set45/bucket15/M104V74/M104V74-ch-20150616210708355,/mnt/nas/nas3/set45/bucket15/M104V74/M104V74-ch-20150616210740282,/mnt/nas/nas3/set45/bucket15/M104V74/M104V74-ch-20150618160403923,3
M109A29,1804,MA,GEN,3,t,t,/mnt/nas/nas2/set50/bucket39/M109A29/M109A29-ch-2015061710253895,/mnt/nas/nas2/set50/bucket39/M109A29/M109A29-ch-20150617102600789,/mnt/nas/nas2/set50/bucket39/M109A29/M109A29-ch-20150617102622366,/mnt/nas/nas2/set50/bucket39/M109A29/M109A29-ch-20150618111956488,3
M114A35,1802,BT,GEN,3,t,t,/mnt/nas/nas1/set96/bucket52/M114A35/M114A35-ch-20150617102954723,/mnt/nas/nas1/set96/bucket52/M114A35/M114A35-ch-20150617103032961,/mnt/nas/nas1/set96/bucket52/M114A35/M114A35-ch-20150617103055918,/mnt/nas/nas1/set96/bucket52/M114A35/M114A35-ch-2015061716330837,3
M116U94,1206,MA,GEN,2,t,t,/mnt/nas/nas1/set85/bucket79/M116U94/M116U94-ch-20150619101534273,/mnt/nas/nas1/set85/bucket79/M116U94/M116U94-ch-20150619101542842,/mnt/nas/nas1/set85/bucket79/M116U94/M116U94-ch-20150619101625587,/mnt/nas/nas1/set85/bucket79/M116U94/M116U94-ch-20150619122837799,3
M106J24,1501,CY,OBC,2,t,t,/mnt/nas/nas2/set91/bucket52/M106J24/M106J24-ch-20150616211748728,/mnt/nas/nas2/set91/bucket52/M106J24/M106J24-ch-20150616211820481,/mnt/nas/nas2/set91/bucket52/M106J24/M106J24-ch-20150616211834237,/mnt/nas/nas2/set91/bucket52/M106J24/M106J24-ch-20150617122020348,3
M107G81,1702,MA,GEN,3,t,t,/mnt/nas/nas3/set96/bucket40/M107G81/M107G81-ch-20150617102821906,/mnt/nas/nas3/set96/bucket40/M107G81/M107G81-ch-20150617102936557,/mnt/nas/nas3/set96/bucket40/M107G81/M107G81-ch-20150617102653379,/mnt/nas/nas3/set96/bucket40/M107G81/M107G81-ch-20150617133148114,3
M103B19,1205,CY,OBC,1,f,t,/mnt/nas/nas3/set66/bucket11/M103B19/M103B19-ch-20150617103316121,,/mnt/nas/nas3/set66/bucket11/M103B19/M103B19-ch-20150617103329966,/mnt/nas/nas3/set66/bucket11/M103B19/M103B19-ch-20150619101650844,3
M108E38,1302,MA,GEN,2,t,t,/mnt/nas/nas1/set34/bucket15/M108E38/M108E38-ch-20150617111358222,/mnt/nas/nas1/set34/bucket15/M108E38/M108E38-ch-20150617111420504,/mnt/nas/nas1/set34/bucket15/M108E38/M108E38-ch-20150617111438891,/mnt/nas/nas1/set34/bucket15/M108E38/M108E38-ch-20150617131537559,3
M104V90,1803,CY,GEN,4,t,t,/mnt/nas/nas3/set23/bucket50/M104V90/M104V90-ch-20150617101120744,/mnt/nas/nas3/set23/bucket50/M104V90/M104V90-ch-20150617101109737,/mnt/nas/nas3/set23/bucket50/M104V90/M104V90-ch-20150617101036358,/mnt/nas/nas3/set23/bucket50/M104V90/M104V90-ch-20150617105611658,3
M120U11,1803,CY,OBC,2,t,t,/mnt/nas/nas2/set10/bucket93/M120U11/M120U11-ch-20150617101010105,/mnt/nas/nas2/set10/bucket93/M120U11/M120U11-ch-20150617101043109,/mnt/nas/nas2/set10/bucket93/M120U11/M120U11-ch-20150617101057853,/mnt/nas/nas2/set10/bucket93/M120U11/M120U11-ch-20150618173706311,3
M103X51,1702,MA,ST,3,t,t,/mnt/nas/nas2/set73/bucket25/M103X51/M103X51-ch-20150617111543499,/mnt/nas/nas2/set73/bucket25/M103X51/M103X51-ch-20150617111600188,/mnt/nas/nas2/set73/bucket25/M103X51/M103X51-ch-20150617111624754,/mnt/nas/nas2/set73/bucket25/M103X51/M103X51-ch-20150618183921083,3
M106N57,1605,GG,SC,3,t,t,/mnt/nas/nas3/set72/bucket10/M106N57/M106N57-ch-20150617101401718,/mnt/nas/nas3/set72/bucket10/M106N57/M106N57-ch-20150617101530977,/mnt/nas/nas3/set72/bucket10/M106N57/M106N57-ch-20150617101540947,/mnt/nas/nas3/set72/bucket10/M106N57/M106N57-ch-20150617114136429,3
M105D95,1205,CY,GEN,2,f,t,/mnt/nas/nas2/set9/bucket85/M105D95/M105D95-ch-20150617101338759,,/mnt/nas/nas2/set9/bucket85/M105D95/M105D95-ch-20150617101358237,/mnt/nas/nas2/set9/bucket85/M105D95/M105D95-ch-20150617125828341,3
M108Z93,1601,CY,GEN,4,t,f,/mnt/nas/nas2/set62/bucket99/M108Z93/M108Z93-ch-20150617111638181,/mnt/nas/nas2/set62/bucket99/M108Z93/M108Z93-ch-20150617111722451,,/mnt/nas/nas2/set62/bucket99/M108Z93/M108Z93-ch-20150617123520919,3
M101H20,1505,PH,GEN,2,f,f,/mnt/nas/nas1/set94/bucket27/M101H20/M101H20-ch-20150617111805321,,,/mnt/nas/nas1/set94/bucket27/M101H20/M101H20-ch-20150617121328776,3
M109F65,1502,MA,OBC,2,t,t,/mnt/nas/nas2/set25/bucket8/M109F65/M109F65-ch-20150617101154665,/mnt/nas/nas2/set25/bucket8/M109F65/M109F65-ch-20150617101232985,/mnt/nas/nas2/set25/bucket8/M109F65/M109F65-ch-20150617101243474,/mnt/nas/nas2/set25/bucket8/M109F65/M109F65-ch-20150617111247477,3
M113B86,2101,CY,OBC,6,t,f,/mnt/nas/nas3/set90/bucket97/M113B86/M113B86-ch-20150617101929981,/mnt/nas/nas3/set90/bucket97/M113B86/M113B86-ch-20150617101952279,,/mnt/nas/nas3/set90/bucket97/M113B86/M113B86-ch-20150617105616825,3
M104B43,1207,PH,SC,1,f,t,/mnt/nas/nas3/set5/bucket12/M104B43/M104B43-ch-20150617230751819,,/mnt/nas/nas3/set5/bucket12/M104B43/M104B43-ch-20150617230905337,/mnt/nas/nas3/set5/bucket12/M104B43/M104B43-ch-20150619235756906,3
M102K75,1702,MA,SC,6,t,t,/mnt/nas/nas1/set98/bucket73/M102K75/M102K75-ch-20150617102050313,/mnt/nas/nas1/set98/bucket73/M102K75/M102K75-ch-20150617102106771,/mnt/nas/nas1/set98/bucket73/M102K75/M102K75-ch-2015061710213274,/mnt/nas/nas1/set98/bucket73/M102K75/M102K75-ch-20150617124855833,3
M111G44,1303,PH,SC,2,f,t,/mnt/nas/nas1/set38/bucket51/M111G44/M111G44-ch-2015061710171231,/mnt/nas/nas1/set38/bucket51/M111G44/M111G44-ch-20150617102133955,/mnt/nas/nas1/set38/bucket51/M111G44/M111G44-ch-20150617102200965,/mnt/nas/nas1/set38/bucket51/M111G44/M111G44-ch-20150617112152573,3
M103M66,1301,CY,GEN,3,t,t,/mnt/nas/nas3/set39/bucket40/M103M66/M103M66-ch-20150617102747678,/mnt/nas/nas3/set39/bucket40/M103M66/M103M66-ch-20150617102800403,/mnt/nas/nas3/set39/bucket40/M103M66/M103M66-ch-20150617102812187,/mnt/nas/nas3/set39/bucket40/M103M66/M103M66-ch-20150617122807249,3
M102A61,2402,PH,GEN,23,t,t,/mnt/nas/nas3/set22/bucket68/M102A61/M102A61-ch-20150617111208329,/mnt/nas/nas3/set22/bucket68/M102A61/M102A61-ch-20150617111253175,/mnt/nas/nas3/set22/bucket68/M102A61/M102A61-ch-20150617111257599,/mnt/nas/nas3/set22/bucket68/M102A61/M102A61-ch-20150617154132412,3
M103M72,1504,MS,OBC,1,t,t,/mnt/nas/nas3/set90/bucket72/M103M72/M103M72-ch-20150617111805828,/mnt/nas/nas3/set90/bucket72/M103M72/M103M72-ch-20150617111809368,/mnt/nas/nas3/set90/bucket72/M103M72/M103M72-ch-20150617111815535,/mnt/nas/nas3/set90/bucket72/M103M72/M103M72-ch-20150617125329098,3
M107T61,1401,CY,OBC,6,t,t,/mnt/nas/nas3/set74/bucket52/M107T61/M107T61-ch-20150617103037029,/mnt/nas/nas3/set74/bucket52/M107T61/M107T61-ch-20150617102939943,/mnt/nas/nas3/set74/bucket52/M107T61/M107T61-ch-2015061710294837,/mnt/nas/nas3/set74/bucket52/M107T61/M107T61-ch-20150618185704781,3
M104W32,1603,MA,SC,1,f,t,/mnt/nas/nas2/set3/bucket59/M104W32/M104W32-ch-20150617114302439,,/mnt/nas/nas2/set3/bucket59/M104W32/M104W32-ch-20150617114354644,/mnt/nas/nas2/set3/bucket59/M104W32/M104W32-ch-20150617140119289,3
M107A79,1401,CY,GEN,2,t,t,/mnt/nas/nas3/set23/bucket20/M107A79/M107A79-ch-20150617133902434,/mnt/nas/nas3/set23/bucket20/M107A79/M107A79-ch-20150617133925219,/mnt/nas/nas3/set23/bucket20/M107A79/M107A79-ch-20150617134006238,/mnt/nas/nas3/set23/bucket20/M107A79/M107A79-ch-20150617195110944,3
M106B71,1402,MA,GEN,4,f,f,/mnt/nas/nas3/set77/bucket57/M106B71/M106B71-ch-20150617232120675,,,/mnt/nas/nas3/set77/bucket57/M106B71/M106B71-ch-20150618164805259,3
M116T65,2101,CY,ST,7,t,t,/mnt/nas/nas1/set11/bucket22/M116T65/M116T65-ch-20150617135120009,/mnt/nas/nas1/set11/bucket22/M116T65/M116T65-ch-20150617135642768,/mnt/nas/nas1/set11/bucket22/M116T65/M116T65-ch-2015061713584749,/mnt/nas/nas1/set11/bucket22/M116T65/M116T65-ch-20150618122123183,3
M105F23,1601,CY,SC,1,f,t,/mnt/nas/nas2/set20/bucket90/M105F23/M105F23-ch-20150617133818565,,/mnt/nas/nas2/set20/bucket90/M105F23/M105F23-ch-20150617134352372,/mnt/nas/nas2/set20/bucket90/M105F23/M105F23-ch-20150619115823291,3
M107B53,1207,PH,SC,4,f,t,/mnt/nas/nas2/set56/bucket92/M107B53/M107B53-ch-20150617135325285,,/mnt/nas/nas2/set56/bucket92/M107B53/M107B53-ch-20150617135446344,/mnt/nas/nas2/set56/bucket92/M107B53/M107B53-ch-20150618163509747,3
M101Y66,1301,CY,GEN,4,t,f,/mnt/nas/nas3/set73/bucket28/M101Y66/M101Y66-ch-20150617181125415,/mnt/nas/nas3/set73/bucket28/M101Y66/M101Y66-ch-20150617181157361,,/mnt/nas/nas3/set73/bucket28/M101Y66/M101Y66-ch-20150618111610577,3
M103G71,1205,CY,GEN,1,f,t,/mnt/nas/nas2/set30/bucket78/M103G71/M103G71-ch-2015061811073169,,/mnt/nas/nas2/set30/bucket78/M103G71/M103G71-ch-20150618110751231,/mnt/nas/nas2/set30/bucket78/M103G71/M103G71-ch-20150620114958574,3
M112F32,2303,PH,GEN,13,t,t,/mnt/nas/nas3/set94/bucket7/M112F32/M112F32-ch-20150615221215015,/mnt/nas/nas3/set94/bucket7/M112F32/M112F32-ch-20150615221255245,/mnt/nas/nas3/set94/bucket7/M112F32/M112F32-ch-20150615221313301,/mnt/nas/nas3/set94/bucket7/M112F32/M112F32-ch-20150616103210081,3
M103W40,1205,CY,OBC,1,f,t,/mnt/nas/nas3/set31/bucket56/M103W40/M103W40-ch-20150616125012245,,/mnt/nas/nas3/set31/bucket56/M103W40/M103W40-ch-20150616125029626,/mnt/nas/nas3/set31/bucket56/M103W40/M103W40-ch-20150616140112596,3
M107H78,1206,MA,ST,1,f,t,/mnt/nas/nas1/set1/bucket20/M107H78/M107H78-ch-20150616132818299,,/mnt/nas/nas1/set1/bucket20/M107H78/M107H78-ch-2015061613283207,/mnt/nas/nas1/set1/bucket20/M107H78/M107H78-ch-20150616162008525,3
M105B46,2303,PH,GEN,9,t,t,/mnt/nas/nas1/set30/bucket78/M105B46/M105B46-ch-2015061712273979,/mnt/nas/nas1/set30/bucket78/M105B46/M105B46-ch-2015061712280093,/mnt/nas/nas1/set30/bucket78/M105B46/M105B46-ch-20150617122812899,/mnt/nas/nas1/set30/bucket78/M105B46/M105B46-ch-20150618211614617,3
M107C16,1604,PH,GEN,3,f,t,/mnt/nas/nas1/set83/bucket6/M107C16/M107C16-ch-20150618003724055,,/mnt/nas/nas1/set83/bucket6/M107C16/M107C16-ch-20150618003841351,/mnt/nas/nas1/set83/bucket6/M107C16/M107C16-ch-20150618124638452,3
M108B73,2002,MA,GEN,5,t,t,/mnt/nas/nas1/set83/bucket70/M108B73/M108B73-ch-20150617185022952,/mnt/nas/nas1/set83/bucket70/M108B73/M108B73-ch-20150617185052032,/mnt/nas/nas1/set83/bucket70/M108B73/M108B73-ch-20150617185652468,/mnt/nas/nas1/set83/bucket70/M108B73/M108B73-ch-20150618144541792,3
M106M74,1201,GG,OBC,1,f,t,/mnt/nas/nas3/set6/bucket67/M106M74/M106M74-ch-20150616194908972,,/mnt/nas/nas3/set6/bucket67/M106M74/M106M74-ch-2015061619504167,/mnt/nas/nas3/set6/bucket67/M106M74/M106M74-ch-20150617132948614,3
M104Y40,1701,CY,GEN,4,t,t,/mnt/nas/nas3/set82/bucket5/M104Y40/M104Y40-ch-20150616191151093,/mnt/nas/nas3/set82/bucket5/M104Y40/M104Y40-ch-20150616191203586,/mnt/nas/nas3/set82/bucket5/M104Y40/M104Y40-ch-20150616191221865,/mnt/nas/nas3/set82/bucket5/M104Y40/M104Y40-ch-20150617132650617,3
M105Z10,1216,PH,OBC,2,f,t,/mnt/nas/nas3/set42/bucket17/M105Z10/M105Z10-ch-20150616205356191,,/mnt/nas/nas3/set42/bucket17/M105Z10/M105Z10-ch-20150616205615354,/mnt/nas/nas3/set42/bucket17/M105Z10/M105Z10-ch-20150618065031895,3
M102Y20,1702,MA,OBC,5,t,t,/mnt/nas/nas2/set88/bucket30/M102Y20/M102Y20-ch-20150617091521503,/mnt/nas/nas2/set88/bucket30/M102Y20/M102Y20-ch-2015061709165298,/mnt/nas/nas2/set88/bucket30/M102Y20/M102Y20-ch-20150617091705412,/mnt/nas/nas2/set88/bucket30/M102Y20/M102Y20-ch-20150617231744798,3
M101M84,1216,PH,OBC,8,f,t,/mnt/nas/nas3/set64/bucket80/M101M84/M101M84-ch-20150618013722212,,/mnt/nas/nas3/set64/bucket80/M101M84/M101M84-ch-20150618015034122,/mnt/nas/nas3/set64/bucket80/M101M84/M101M84-ch-20150618235744276,3
M102V65,1605,PH,OBC,4,t,t,/mnt/nas/nas3/set83/bucket38/M102V65/M102V65-ch-20150617132918304,/mnt/nas/nas3/set83/bucket38/M102V65/M102V65-ch-20150617133020054,/mnt/nas/nas3/set83/bucket38/M102V65/M102V65-ch-20150617133054201,/mnt/nas/nas3/set83/bucket38/M102V65/M102V65-ch-20150617175421746,3
M109P35,1503,PH,OBC,1,f,t,/mnt/nas/nas3/set89/bucket18/M109P35/M109P35-ch-20150617103320807,,/mnt/nas/nas3/set89/bucket18/M109P35/M109P35-ch-20150617103332047,/mnt/nas/nas3/set89/bucket18/M109P35/M109P35-ch-2015061910345094,3
M112V44,1301,CY,SC,2,t,t,/mnt/nas/nas3/set67/bucket53/M112V44/M112V44-ch-20150617152812602,/mnt/nas/nas3/set67/bucket53/M112V44/M112V44-ch-20150617152839582,/mnt/nas/nas3/set67/bucket53/M112V44/M112V44-ch-2015061715285398,/mnt/nas/nas3/set67/bucket53/M112V44/M112V44-ch-20150617163112145,3
M111A99,1901,CY,GEN,7,t,t,/mnt/nas/nas1/set26/bucket49/M111A99/M111A99-ch-20150617114940322,/mnt/nas/nas1/set26/bucket49/M111A99/M111A99-ch-20150617115705033,/mnt/nas/nas1/set26/bucket49/M111A99/M111A99-ch-20150617115742663,/mnt/nas/nas1/set26/bucket49/M111A99/M111A99-ch-2015061811003834,3
M122C63,2402,PH,SC,5,t,f,/mnt/nas/nas2/set53/bucket32/M122C63/M122C63-ch-2015061800124377,/mnt/nas/nas2/set53/bucket32/M122C63/M122C63-ch-20150618001516666,,/mnt/nas/nas2/set53/bucket32/M122C63/M122C63-ch-20150619131115732,3
M107K58,1502,MA,GEN,2,f,t,/mnt/nas/nas1/set69/bucket52/M107K58/M107K58-ch-20150618095147795,,/mnt/nas/nas1/set69/bucket52/M107K58/M107K58-ch-20150618095210185,/mnt/nas/nas1/set69/bucket52/M107K58/M107K58-ch-20150619121351866,3
M107D17,1602,GG,OBC,3,t,t,/mnt/nas/nas1/set86/bucket0/M107D17/M107D17-ch-20150616142055314,/mnt/nas/nas1/set86/bucket0/M107D17/M107D17-ch-20150616142241758,/mnt/nas/nas1/set86/bucket0/M107D17/M107D17-ch-20150616142339954,/mnt/nas/nas1/set86/bucket0/M107D17/M107D17-ch-20150619082101128,3
M107C41,1804,MA,SC,2,t,t,/mnt/nas/nas2/set93/bucket97/M107C41/M107C41-ch-20150617142115908,/mnt/nas/nas2/set93/bucket97/M107C41/M107C41-ch-20150617142147745,/mnt/nas/nas2/set93/bucket97/M107C41/M107C41-ch-20150617142217817,/mnt/nas/nas2/set93/bucket97/M107C41/M107C41-ch-20150617160331854,3
M110Q36,1302,MA,ST,1,f,t,/mnt/nas/nas1/set83/bucket44/M110Q36/M110Q36-ch-20150617140910361,,/mnt/nas/nas1/set83/bucket44/M110Q36/M110Q36-ch-20150617140939867,/mnt/nas/nas1/set83/bucket44/M110Q36/M110Q36-ch-2015061716050858,3
M121Y66,2001,CY,GEN,8,t,t,/mnt/nas/nas3/set13/bucket94/M121Y66/M121Y66-ch-20150617134909657,/mnt/nas/nas3/set13/bucket94/M121Y66/M121Y66-ch-20150617134904358,/mnt/nas/nas3/set13/bucket94/M121Y66/M121Y66-ch-20150617134916017,/mnt/nas/nas3/set13/bucket94/M121Y66/M121Y66-ch-20150617183626177,3
M106E68,1702,MA,SC,4,t,t,/mnt/nas/nas3/set70/bucket28/M106E68/M106E68-ch-20150617122603321,/mnt/nas/nas3/set70/bucket28/M106E68/M106E68-ch-20150617122646111,/mnt/nas/nas3/set70/bucket28/M106E68/M106E68-ch-20150617122723652,/mnt/nas/nas3/set70/bucket28/M106E68/M106E68-ch-20150617133248718,3
M104A36,1703,PH,GEN,3,f,t,/mnt/nas/nas1/set68/bucket64/M104A36/M104A36-ch-2015061710533833,,/mnt/nas/nas1/set68/bucket64/M104A36/M104A36-ch-2015061710542416,/mnt/nas/nas1/set68/bucket64/M104A36/M104A36-ch-20150617140455089,3
M104M99,1214,MS,OBC,2,t,f,/mnt/nas/nas2/set3/bucket72/M104M99/M104M99-ch-20150617120408037,/mnt/nas/nas2/set3/bucket72/M104M99/M104M99-ch-20150617120619967,,/mnt/nas/nas2/set3/bucket72/M104M99/M104M99-ch-20150617141336029,3
M104D90,1403,PH,GEN,3,t,t,/mnt/nas/nas3/set45/bucket17/M104D90/M104D90-ch-20150616221238385,/mnt/nas/nas3/set45/bucket17/M104D90/M104D90-ch-20150616221634176,/mnt/nas/nas3/set45/bucket17/M104D90/M104D90-ch-20150616221352835,/mnt/nas/nas3/set45/bucket17/M104D90/M104D90-ch-20150617133646595,3
M107N13,1904,GG,GEN,5,t,t,/mnt/nas/nas1/set77/bucket54/M107N13/M107N13-ch-20150616154021028,/mnt/nas/nas1/set77/bucket54/M107N13/M107N13-ch-2015061615404154,/mnt/nas/nas1/set77/bucket54/M107N13/M107N13-ch-20150616154048652,/mnt/nas/nas1/set77/bucket54/M107N13/M107N13-ch-20150617140537443,3
M102D76,1605,PH,SC,3,t,t,/mnt/nas/nas1/set10/bucket61/M102D76/M102D76-ch-20150617134238816,/mnt/nas/nas1/set10/bucket61/M102D76/M102D76-ch-20150617134316037,/mnt/nas/nas1/set10/bucket61/M102D76/M102D76-ch-20150617134352249,/mnt/nas/nas1/set10/bucket61/M102D76/M102D76-ch-20150617144014087,3
M102N50,2403,MA,GEN,15,t,t,/mnt/nas/nas2/set12/bucket53/M102N50/M102N50-ch-20150617142002112,/mnt/nas/nas2/set12/bucket53/M102N50/M102N50-ch-20150617142022236,/mnt/nas/nas2/set12/bucket53/M102N50/M102N50-ch-20150617142042647,/mnt/nas/nas2/set12/bucket53/M102N50/M102N50-ch-20150617160749107,3
M111D44,1504,MS,OBC,2,f,t,/mnt/nas/nas3/set12/bucket30/M111D44/M111D44-ch-20150617134502669,,/mnt/nas/nas3/set12/bucket30/M111D44/M111D44-ch-20150617134537719,/mnt/nas/nas3/set12/bucket30/M111D44/M111D44-ch-20150617153137574,3
M110C80,1801,GG,OBC,2,f,t,/mnt/nas/nas3/set45/bucket72/M110C80/M110C80-ch-20150616154601811,,/mnt/nas/nas3/set45/bucket72/M110C80/M110C80-ch-20150616154620163,/mnt/nas/nas3/set45/bucket72/M110C80/M110C80-ch-20150617140336402,3
M105N65,1804,MA,OBC,1,t,t,/mnt/nas/nas2/set2/bucket87/M105N65/M105N65-ch-20150616180738429,/mnt/nas/nas2/set2/bucket87/M105N65/M105N65-ch-20150616180749038,/mnt/nas/nas2/set2/bucket87/M105N65/M105N65-ch-2015061618075508,/mnt/nas/nas2/set2/bucket87/M105N65/M105N65-ch-20150618130536611,3
M103H95,2103,PH,GEN,7,t,f,/mnt/nas/nas3/set23/bucket71/M103H95/M103H95-ch-20150616164808169,/mnt/nas/nas3/set23/bucket71/M103H95/M103H95-ch-20150616164909207,,/mnt/nas/nas3/set23/bucket71/M103H95/M103H95-ch-20150617134005904,3
M107C88,1211,CY,GEN,2,t,t,/mnt/nas/nas2/set48/bucket13/M107C88/M107C88-ch-20150617140300817,/mnt/nas/nas2/set48/bucket13/M107C88/M107C88-ch-2015061714043984,/mnt/nas/nas2/set48/bucket13/M107C88/M107C88-ch-20150617140547802,/mnt/nas/nas2/set48/bucket13/M107C88/M107C88-ch-20150618154408058,3
M112C45,1804,MA,GEN,4,t,t,/mnt/nas/nas2/set87/bucket26/M112C45/M112C45-ch-20150616183513601,/mnt/nas/nas2/set87/bucket26/M112C45/M112C45-ch-20150616183616008,/mnt/nas/nas2/set87/bucket26/M112C45/M112C45-ch-20150616183640609,/mnt/nas/nas2/set87/bucket26/M112C45/M112C45-ch-20150617135338308,3
M106B32,1402,MA,GEN,7,t,t,/mnt/nas/nas1/set50/bucket80/M106B32/M106B32-ch-20150617114735135,/mnt/nas/nas1/set50/bucket80/M106B32/M106B32-ch-20150617114822781,/mnt/nas/nas1/set50/bucket80/M106B32/M106B32-ch-20150617114833417,/mnt/nas/nas1/set50/bucket80/M106B32/M106B32-ch-20150617134224934,3
M104W12,1601,CY,GEN,3,f,t,/mnt/nas/nas3/set38/bucket66/M104W12/M104W12-ch-2015061712011842,,/mnt/nas/nas3/set38/bucket66/M104W12/M104W12-ch-20150617120204012,/mnt/nas/nas3/set38/bucket66/M104W12/M104W12-ch-20150617134110942,3
M109G68,1702,MA,OBC,4,t,t,/mnt/nas/nas2/set49/bucket32/M109G68/M109G68-ch-20150617121722098,/mnt/nas/nas2/set49/bucket32/M109G68/M109G68-ch-20150617121823696,/mnt/nas/nas2/set49/bucket32/M109G68/M109G68-ch-20150617121909908,/mnt/nas/nas2/set49/bucket32/M109G68/M109G68-ch-20150617133509671,3
M107X19,1402,MA,OBC,5,t,f,/mnt/nas/nas1/set38/bucket98/M107X19/M107X19-ch-20150617123313562,/mnt/nas/nas1/set38/bucket98/M107X19/M107X19-ch-20150617123350669,,/mnt/nas/nas1/set38/bucket98/M107X19/M107X19-ch-2015061713350943,3
M105A93,1302,MA,OBC,3,t,t,/mnt/nas/nas2/set88/bucket19/M105A93/M105A93-ch-20150617122945247,/mnt/nas/nas2/set88/bucket19/M105A93/M105A93-ch-20150617123034646,/mnt/nas/nas2/set88/bucket19/M105A93/M105A93-ch-20150617123331316,/mnt/nas/nas2/set88/bucket19/M105A93/M105A93-ch-20150617155259564,3
M113F85,2303,PH,SC,3,t,f,/mnt/nas/nas3/set59/bucket59/M113F85/M113F85-ch-20150617124406628,/mnt/nas/nas3/set59/bucket59/M113F85/M113F85-ch-20150617124819628,,/mnt/nas/nas3/set59/bucket59/M113F85/M113F85-ch-20150617134518417,3
M107K68,1605,GG,GEN,1,f,t,/mnt/nas/nas1/set40/bucket94/M107K68/M107K68-ch-20150617132637523,,/mnt/nas/nas1/set40/bucket94/M107K68/M107K68-ch-20150617132723979,/mnt/nas/nas1/set40/bucket94/M107K68/M107K68-ch-20150617141001006,3
M105H73,1904,GG,GEN,4,t,t,/mnt/nas/nas3/set40/bucket63/M105H73/M105H73-ch-20150617143445374,/mnt/nas/nas3/set40/bucket63/M105H73/M105H73-ch-20150617143456865,/mnt/nas/nas3/set40/bucket63/M105H73/M105H73-ch-20150617143505229,/mnt/nas/nas3/set40/bucket63/M105H73/M105H73-ch-20150620123424374,3
M104F42,1403,PH,GEN,5,t,t,/mnt/nas/nas1/set16/bucket14/M104F42/M104F42-ch-20150616204522669,/mnt/nas/nas1/set16/bucket14/M104F42/M104F42-ch-20150616204552013,/mnt/nas/nas1/set16/bucket14/M104F42/M104F42-ch-2015061620461096,/mnt/nas/nas1/set16/bucket14/M104F42/M104F42-ch-20150619083321815,3
