application_id, Seat_allotted, Paper, Quota, Choice_no, Rank, Marks, Round, isProvisional, StatusId, autoUpgrade, acceptancePath, declarationPath, undertakingPath, challanPath, isSupernumeri
M105D95, 1205, CY, GEN, 2, 44, 67.33, round3, true, 3, false, /mnt/nas/nas2/set9/bucket85/M105D95/M105D95-ch-20150617101338759, null, /mnt/nas/nas2/set9/bucket85/M105D95/M105D95-ch-20150617101358237, /mnt/nas/nas2/set9/bucket85/M105D95/M105D95-ch-20150617125828341, false
M106Y61, 1302, MA, GEN, 1, 44, 49.67, round3, true, 3, false, /mnt/nas/nas3/set71/bucket64/M106Y61/M106Y61-ch-20150618114432313, null, /mnt/nas/nas3/set71/bucket64/M106Y61/M106Y61-ch-20150618114406872, /mnt/nas/nas3/set71/bucket64/M106Y61/M106Y61-ch-20150618143510321, false
M113U31, 1210, BL, GEN, 2, 44, 51.33, round3, true, 4, true, /mnt/nas/nas1/set92/bucket92/M113U31/M113U31-ch-20150620093905822, /mnt/nas/nas1/set92/bucket92/M113U31/M113U31-ch-20150620093913923, /mnt/nas/nas1/set92/bucket92/M113U31/M113U31-ch-20150620093926955, /mnt/nas/nas1/set92/bucket92/M113U31/M113U31-ch-20150620103851869, false
M106D33, 1802, BT, GEN, 2, 44, 36, round3, true, 4, true, /mnt/nas/nas1/set72/bucket38/M106D33/M106D33-ch-20150617124213397, /mnt/nas/nas1/set72/bucket38/M106D33/M106D33-ch-2015061712424115, /mnt/nas/nas1/set72/bucket38/M106D33/M106D33-ch-20150617124250706, /mnt/nas/nas1/set72/bucket38/M106D33/M106D33-ch-20150617172501461, false
M107B75, 1205, CY, GEN, 1, 45, 67, round3, false, 3, false, /mnt/nas/nas2/set85/bucket66/M107B75/M107B75-ch-20150617092208427, null, null, /mnt/nas/nas2/set85/bucket66/M107B75/M107B75-ch-20150617183338149, false
M106E73, 1203, MS, GEN, 1, 45, 48.67, round3, true, 3, false, /mnt/nas/nas1/set90/bucket25/M106E73/M106E73-ch-20150617104005565, null, /mnt/nas/nas1/set90/bucket25/M106E73/M106E73-ch-20150617104026777, /mnt/nas/nas1/set90/bucket25/M106E73/M106E73-ch-20150618212911171, false
M106J75, 1802, BT, GEN, 1, 45, 36, round3, true, 3, false, /mnt/nas/nas3/set43/bucket2/M106J75/M106J75-ch-2015061613194028, null, /mnt/nas/nas3/set43/bucket2/M106J75/M106J75-ch-2015061613214871, /mnt/nas/nas3/set43/bucket2/M106J75/M106J75-ch-2015061912104533, false
M105Q58, 1301, CY, GEN, 1, 46, 67, round3, true, 3, false, /mnt/nas/nas3/set35/bucket4/M105Q58/M105Q58-ch-20150616180107794, null, /mnt/nas/nas3/set35/bucket4/M105Q58/M105Q58-ch-20150616180615431, /mnt/nas/nas3/set35/bucket4/M105Q58/M105Q58-ch-20150617180144542, false
M112J55, 1802, BT, GEN, 1, 46, 35.67, round3, true, 3, false, /mnt/nas/nas3/set14/bucket2/M112J55/M112J55-ch-20150702121527603, null, /mnt/nas/nas3/set14/bucket2/M112J55/M112J55-ch-20150702121722827, /mnt/nas/nas3/set14/bucket2/M112J55/M112J55-ch-2015070311545256, false
M103K96, 1504, MS, GEN, 2, 46, 48, round3, true, 4, true, /mnt/nas/nas2/set95/bucket8/M103K96/M103K96-ch-2015061713380845, /mnt/nas/nas2/set95/bucket8/M103K96/M103K96-ch-20150617133839951, /mnt/nas/nas2/set95/bucket8/M103K96/M103K96-ch-2015061713384731, /mnt/nas/nas2/set95/bucket8/M103K96/M103K96-ch-20150617143239281, false
M102N48, 1502, MA, GEN, 2, 46, 49.33, round3, false, 3, false, /mnt/nas/nas3/set52/bucket15/M102N48/M102N48-ch-20150616175905403, null, null, /mnt/nas/nas3/set52/bucket15/M102N48/M102N48-ch-20150617220422517, false
M109W41, 1201, GG, OBC, 1, 47, 65.67, round3, true, 3, false, /mnt/nas/nas2/set33/bucket3/M109W41/M109W41-ch-20150617130715105, null, /mnt/nas/nas2/set33/bucket3/M109W41/M109W41-ch-20150617130745932, /mnt/nas/nas2/set33/bucket3/M109W41/M109W41-ch-20150617133241059, false
M105R67, 1102, CY, GEN, 1, 47, 66.67, round3, true, 3, false, /mnt/nas/nas3/set76/bucket45/M105R67/M105R67-ch-20150617084714692, null, /mnt/nas/nas3/set76/bucket45/M105R67/M105R67-ch-20150617084104302, /mnt/nas/nas3/set76/bucket45/M105R67/M105R67-ch-20150617115629326, false
M112X13, 1502, MA, GEN, 2, 47, 49.33, round3, false, 4, true, /mnt/nas/nas3/set15/bucket14/M112X13/M112X13-ch-20150617113019679, /mnt/nas/nas3/set15/bucket14/M112X13/M112X13-ch-20150617112859991, null, /mnt/nas/nas3/set15/bucket14/M112X13/M112X13-ch-20150617175017022, false
M109J34, 1104, PH, GEN, 1, 47, 48, round3, true, 3, false, /mnt/nas/nas2/set27/bucket11/M109J34/M109J34-ch-2015061709381504, null, /mnt/nas/nas2/set27/bucket11/M109J34/M109J34-ch-20150617093845383, /mnt/nas/nas2/set27/bucket11/M109J34/M109J34-ch-20150617123714334, false
M101J97, 1802, BT, GEN, 1, 47, 35.67, round3, true, 3, false, /mnt/nas/nas2/set33/bucket63/M101J97/M101J97-ch-20150630162020489, null, /mnt/nas/nas2/set33/bucket63/M101J97/M101J97-ch-20150630162043127, /mnt/nas/nas2/set33/bucket63/M101J97/M101J97-ch-20150701135901313, false
M106D49, 1207, PH, GEN, 1, 47, 48, round3, true, 3, false, /mnt/nas/nas1/set1/bucket22/M106D49/M106D49-ch-20150702112831012, null, /mnt/nas/nas1/set1/bucket22/M106D49/M106D49-ch-20150702112939601, /mnt/nas/nas1/set1/bucket22/M106D49/M106D49-ch-20150618185406921, false
M103S16, 1207, PH, GEN, 1, 47, 48, round3, true, 3, false, /mnt/nas/nas2/set36/bucket84/M103S16/M103S16-ch-20150702062918984, /mnt/nas/nas2/set36/bucket84/M103S16/M103S16-ch-20150702062934175, /mnt/nas/nas2/set36/bucket84/M103S16/M103S16-ch-20150702062950415, /mnt/nas/nas2/set36/bucket84/M103S16/M103S16-ch-20150619203622192, false
M106P56, 1205, CY, GEN, 1, 48, 66.33, round3, true, 3, false, /mnt/nas/nas1/set38/bucket66/M106P56/M106P56-ch-20150617195817825, null, /mnt/nas/nas1/set38/bucket66/M106P56/M106P56-ch-20150617195837982, /mnt/nas/nas1/set38/bucket66/M106P56/M106P56-ch-20150619212731939, false
M105Z58, 1205, CY, GEN, 1, 48, 66.33, round3, true, 3, false, /mnt/nas/nas2/set79/bucket68/M105Z58/M105Z58-ch-20150617194309514, null, /mnt/nas/nas2/set79/bucket68/M105Z58/M105Z58-ch-20150617194334716, /mnt/nas/nas2/set79/bucket68/M105Z58/M105Z58-ch-20150619200659304, false
M109W27, 1904, GG, GEN, 4, 48, 65.67, round3, true, 4, true, /mnt/nas/nas1/set60/bucket66/M109W27/M109W27-ch-20150616120910771, /mnt/nas/nas1/set60/bucket66/M109W27/M109W27-ch-20150616120703926, /mnt/nas/nas1/set60/bucket66/M109W27/M109W27-ch-20150616120955808, /mnt/nas/nas1/set60/bucket66/M109W27/M109W27-ch-20150617112709911, false
M103Z71, 1601, CY, GEN, 1, 48, 66.33, round3, true, 3, false, /mnt/nas/nas1/set82/bucket64/M103Z71/M103Z71-ch-20150617123424356, null, /mnt/nas/nas1/set82/bucket64/M103Z71/M103Z71-ch-20150617123449401, /mnt/nas/nas1/set82/bucket64/M103Z71/M103Z71-ch-20150618185611658, false
M104C82, 1103, MA, GEN, 1, 48, 49, round3, false, 3, false, /mnt/nas/nas3/set20/bucket15/M104C82/M104C82-ch-20150617104055553, null, null, /mnt/nas/nas3/set20/bucket15/M104C82/M104C82-ch-20150617135910592, false
M105H73, 1904, GG, GEN, 4, 49, 65.33, round3, true, 4, true, /mnt/nas/nas3/set40/bucket63/M105H73/M105H73-ch-20150617143445374, /mnt/nas/nas3/set40/bucket63/M105H73/M105H73-ch-20150617143456865, /mnt/nas/nas3/set40/bucket63/M105H73/M105H73-ch-20150617143505229, /mnt/nas/nas3/set40/bucket63/M105H73/M105H73-ch-20150620123424374, false
M101V78, 1504, MS, GEN, 2, 49, 46.67, round3, false, 3, true, null, null, null, /mnt/nas/nas2/set67/bucket11/M101V78/M101V78-ch-20150618140620064, false
M118R23, 1802, BT, GEN, 2, 50, 35.33, round3, true, 4, true, /mnt/nas/nas3/set7/bucket72/M118R23/M118R23-ch-20150630232458148, /mnt/nas/nas3/set7/bucket72/M118R23/M118R23-ch-20150630232053569, /mnt/nas/nas3/set7/bucket72/M118R23/M118R23-ch-20150630232208284, /mnt/nas/nas3/set7/bucket72/M118R23/M118R23-ch-20150703123954433, false
M101G82, 1504, MS, OBC, 1, 50, 46.33, round3, true, 3, false, /mnt/nas/nas1/set45/bucket22/M101G82/M101G82-ch-20150616123541143, null, /mnt/nas/nas1/set45/bucket22/M101G82/M101G82-ch-20150616123612787, /mnt/nas/nas1/set45/bucket22/M101G82/M101G82-ch-20150616133139205, false
M109N21, 1216, PH, GEN, 1, 50, 48, round3, true, 3, false, /mnt/nas/nas1/set68/bucket15/M109N21/M109N21-ch-20150618150857979, null, /mnt/nas/nas1/set68/bucket15/M109N21/M109N21-ch-20150618151010907, /mnt/nas/nas1/set68/bucket15/M109N21/M109N21-ch-20150619135114576, false
M105H61, 1904, GG, GEN, 4, 50, 65.33, round3, true, 4, true, /mnt/nas/nas3/set13/bucket8/M105H61/M105H61-ch-20150616223547729, /mnt/nas/nas3/set13/bucket8/M105H61/M105H61-ch-2015061622362487, /mnt/nas/nas3/set13/bucket8/M105H61/M105H61-ch-20150616223705611, /mnt/nas/nas3/set13/bucket8/M105H61/M105H61-ch-20150617210954515, false
M102M83, 1104, PH, GEN, 1, 50, 48, round3, false, 3, false, /mnt/nas/nas2/set86/bucket58/M102M83/M102M83-ch-20150617173301283, null, null, /mnt/nas/nas2/set86/bucket58/M102M83/M102M83-ch-20150618133906599, false
M120V92, 1206, MA, OBC, 2, 50, 48.67, round3, true, 3, false, /mnt/nas/nas2/set67/bucket70/M120V92/M120V92-ch-20150618180946276, null, /mnt/nas/nas2/set67/bucket70/M120V92/M120V92-ch-2015061818102042, /mnt/nas/nas2/set67/bucket70/M120V92/M120V92-ch-20150619104223693, false
M105M96, 1904, GG, GEN, 4, 51, 65, round3, true, 4, true, /mnt/nas/nas2/set85/bucket88/M105M96/M105M96-ch-20150617130614271, /mnt/nas/nas2/set85/bucket88/M105M96/M105M96-ch-20150617130640629, /mnt/nas/nas2/set85/bucket88/M105M96/M105M96-ch-20150617130707008, /mnt/nas/nas2/set85/bucket88/M105M96/M105M96-ch-20150617190750606, false
M102J71, 1214, MS, GEN, 3, 51, 46.33, round3, true, 4, true, /mnt/nas/nas1/set97/bucket45/M102J71/M102J71-ch-20150619120250456, /mnt/nas/nas1/set97/bucket45/M102J71/M102J71-ch-20150619120321782, /mnt/nas/nas1/set97/bucket45/M102J71/M102J71-ch-20150619120403032, /mnt/nas/nas1/set97/bucket45/M102J71/M102J71-ch-20150619130123753, false
M110X30, 1702, MA, GEN, 2, 51, 48.67, round3, true, 4, true, /mnt/nas/nas1/set88/bucket9/M110X30/M110X30-ch-20150617191740791, /mnt/nas/nas1/set88/bucket9/M110X30/M110X30-ch-20150617191803353, /mnt/nas/nas1/set88/bucket9/M110X30/M110X30-ch-20150617191821251, /mnt/nas/nas1/set88/bucket9/M110X30/M110X30-ch-20150619121853558, false
M102V93, 1205, CY, GEN, 2, 51, 66.33, round3, true, 4, true, /mnt/nas/nas3/set78/bucket40/M102V93/M102V93-ch-20150616210258463, /mnt/nas/nas3/set78/bucket40/M102V93/M102V93-ch-20150616210413967, /mnt/nas/nas3/set78/bucket40/M102V93/M102V93-ch-2015061621045398, /mnt/nas/nas3/set78/bucket40/M102V93/M102V93-ch-20150618181336141, false
M105J72, 1102, CY, GEN, 1, 51, 66.33, round3, true, 3, false, /mnt/nas/nas3/set69/bucket27/M105J72/M105J72-ch-20150617122247784, null, /mnt/nas/nas3/set69/bucket27/M105J72/M105J72-ch-20150617122323323, /mnt/nas/nas3/set69/bucket27/M105J72/M105J72-ch-20150617183321725, false
M122H66, 1214, MS, GEN, 3, 51, 46.33, round3, false, 4, true, /mnt/nas/nas1/set5/bucket26/M122H66/M122H66-ch-20150618101739739, /mnt/nas/nas1/set5/bucket26/M122H66/M122H66-ch-20150618101814805, null, /mnt/nas/nas1/set5/bucket26/M122H66/M122H66-ch-20150618114644068, false
M106F47, 1802, BT, GEN, 5, 52, 35.33, round3, false, 1, true, null, null, null, null, false
M107M55, 1502, MA, GEN, 3, 52, 48.67, round3, false, 4, true, /mnt/nas/nas3/set18/bucket38/M107M55/M107M55-ch-20150617101543631, /mnt/nas/nas3/set18/bucket38/M107M55/M107M55-ch-20150617101653172, null, /mnt/nas/nas3/set18/bucket38/M107M55/M107M55-ch-20150617111424743, false
M109W82, 1201, GG, OBC, 1, 52, 65, round3, true, 3, false, /mnt/nas/nas2/set48/bucket16/M109W82/M109W82-ch-20150617131402825, null, /mnt/nas/nas2/set48/bucket16/M109W82/M109W82-ch-20150617131429813, /mnt/nas/nas2/set48/bucket16/M109W82/M109W82-ch-20150617214545258, false
M112T98, 1207, PH, GEN, 1, 52, 47.67, round3, true, 3, false, /mnt/nas/nas2/set10/bucket55/M112T98/M112T98-ch-20150702205230255, null, /mnt/nas/nas2/set10/bucket55/M112T98/M112T98-ch-20150702211135353, /mnt/nas/nas2/set10/bucket55/M112T98/M112T98-ch-20150619003126549, false
M110U91, 1302, MA, GEN, 2, 53, 48.33, round3, true, 3, false, /mnt/nas/nas1/set56/bucket87/M110U91/M110U91-ch-20150616193522574, null, /mnt/nas/nas1/set56/bucket87/M110U91/M110U91-ch-20150616193601589, /mnt/nas/nas1/set56/bucket87/M110U91/M110U91-ch-20150618183442981, false
M102X26, 1302, MA, GEN, 2, 53, 48.33, round3, true, 4, true, /mnt/nas/nas3/set84/bucket76/M102X26/M102X26-ch-20150617191532781, /mnt/nas/nas3/set84/bucket76/M102X26/M102X26-ch-20150617191557063, /mnt/nas/nas3/set84/bucket76/M102X26/M102X26-ch-20150617191613139, /mnt/nas/nas3/set84/bucket76/M102X26/M102X26-ch-20150618174623557, false
M109U10, 1503, PH, GEN, 2, 53, 47.67, round3, true, 3, false, /mnt/nas/nas2/set26/bucket17/M109U10/M109U10-ch-20150630133926402, null, /mnt/nas/nas2/set26/bucket17/M109U10/M109U10-ch-20150630133943853, /mnt/nas/nas2/set26/bucket17/M109U10/M109U10-ch-20150620141557259, false
M103A40, 1207, PH, GEN, 2, 53, 47.67, round3, true, 3, false, /mnt/nas/nas3/set50/bucket76/M103A40/M103A40-ch-20150630142551874, null, /mnt/nas/nas3/set50/bucket76/M103A40/M103A40-ch-20150630142645661, /mnt/nas/nas3/set50/bucket76/M103A40/M103A40-ch-20150616134439172, false
M110Z66, 1214, MS, GEN, 1, 53, 46.33, round3, false, 1, true, null, null, null, null, false
M108J10, 1602, GG, OBC, 2, 53, 65, round3, true, 4, true, /mnt/nas/nas1/set76/bucket41/M108J10/M108J10-ch-20150617103124499, /mnt/nas/nas1/set76/bucket41/M108J10/M108J10-ch-20150617103155791, /mnt/nas/nas1/set76/bucket41/M108J10/M108J10-ch-20150617103205733, /mnt/nas/nas1/set76/bucket41/M108J10/M108J10-ch-20150617123104877, false
M106R33, 1102, CY, GEN, 1, 53, 65.33, round3, true, 3, false, /mnt/nas/nas1/set96/bucket60/M106R33/M106R33-ch-20150630092011811, null, /mnt/nas/nas1/set96/bucket60/M106R33/M106R33-ch-20150630092057887, /mnt/nas/nas1/set96/bucket60/M106R33/M106R33-ch-20150618110917326, false
M106M67, 1602, GG, OBC, 1, 54, 64.67, round3, true, 3, false, /mnt/nas/nas2/set34/bucket31/M106M67/M106M67-ch-20150617122049645, /mnt/nas/nas2/set34/bucket31/M106M67/M106M67-ch-20150617122123794, /mnt/nas/nas2/set34/bucket31/M106M67/M106M67-ch-20150617122157783, /mnt/nas/nas2/set34/bucket31/M106M67/M106M67-ch-20150617153403734, false
M118U24, 1101, BT, SC, 1, 54, 35, round3, true, 4, true, /mnt/nas/nas1/set10/bucket95/M118U24/M118U24-ch-20150617121038612, /mnt/nas/nas1/set10/bucket95/M118U24/M118U24-ch-20150617122342842, /mnt/nas/nas1/set10/bucket95/M118U24/M118U24-ch-20150617121106907, /mnt/nas/nas1/set10/bucket95/M118U24/M118U24-ch-20150617141942273, false
M110T96, 1501, CY, SC, 1, 54, 65.33, round3, true, 3, false, /mnt/nas/nas3/set48/bucket51/M110T96/M110T96-ch-2015061620321661, null, /mnt/nas/nas3/set48/bucket51/M110T96/M110T96-ch-201506162032489, /mnt/nas/nas3/set48/bucket51/M110T96/M110T96-ch-20150617110153082, false
M101J85, 1104, PH, GEN, 2, 55, 47.33, round3, false, 1, true, null, null, null, null, false
M105N49, 1214, MA, GEN, 2, 55, 48, round3, true, 3, false, /mnt/nas/nas3/set23/bucket43/M105N49/M105N49-ch-20150617165616837, null, /mnt/nas/nas3/set23/bucket43/M105N49/M105N49-ch-20150617165703306, /mnt/nas/nas3/set23/bucket43/M105N49/M105N49-ch-20150618104640926, false
M105R94, 1904, GG, GEN, 4, 55, 64.33, round3, true, 4, true, /mnt/nas/nas1/set7/bucket95/M105R94/M105R94-ch-20150618133140662, /mnt/nas/nas1/set7/bucket95/M105R94/M105R94-ch-20150618133208224, /mnt/nas/nas1/set7/bucket95/M105R94/M105R94-ch-20150618133536746, /mnt/nas/nas1/set7/bucket95/M105R94/M105R94-ch-20150618142952539, false
M108T13, 1301, CY, GEN, 1, 55, 65, round3, true, 3, false, /mnt/nas/nas1/set4/bucket5/M108T13/M108T13-ch-2015061720071119, /mnt/nas/nas1/set4/bucket5/M108T13/M108T13-ch-2015061720073445, /mnt/nas/nas1/set4/bucket5/M108T13/M108T13-ch-20150617200803643, /mnt/nas/nas1/set4/bucket5/M108T13/M108T13-ch-20150620192539976, false
M108R33, 1206, MA, SC, 1, 55, 48, round3, true, 3, false, /mnt/nas/nas1/set74/bucket21/M108R33/M108R33-ch-20150616180157163, null, /mnt/nas/nas1/set74/bucket21/M108R33/M108R33-ch-20150616180206973, /mnt/nas/nas1/set74/bucket21/M108R33/M108R33-ch-20150618173725476, false
M104D20, 1205, CY, GEN, 2, 55, 65, round3, true, 3, false, /mnt/nas/nas3/set65/bucket58/M104D20/M104D20-ch-2015062921452822, null, /mnt/nas/nas3/set65/bucket58/M104D20/M104D20-ch-20150629214639436, /mnt/nas/nas3/set65/bucket58/M104D20/M104D20-ch-2015061711213314, false
M101D81, 1302, MA, GEN, 1, 55, 48, round3, true, 3, false, /mnt/nas/nas1/set76/bucket42/M101D81/M101D81-ch-20150618113729831, null, /mnt/nas/nas1/set76/bucket42/M101D81/M101D81-ch-20150618113813845, /mnt/nas/nas1/set76/bucket42/M101D81/M101D81-ch-2015061814320867, false
M113K85, 1208, GG, OBC, 2, 55, 64.33, round3, true, 3, false, /mnt/nas/nas1/set19/bucket55/M113K85/M113K85-ch-20150617180837051, null, /mnt/nas/nas1/set19/bucket55/M113K85/M113K85-ch-20150617181049725, /mnt/nas/nas1/set19/bucket55/M113K85/M113K85-ch-20150618131350865, false
M108C59, 1905, MS, GEN, 5, 56, 45.67, round3, true, 4, true, /mnt/nas/nas3/set7/bucket90/M108C59/M108C59-ch-20150616195716453, /mnt/nas/nas3/set7/bucket90/M108C59/M108C59-ch-20150616200306462, /mnt/nas/nas3/set7/bucket90/M108C59/M108C59-ch-20150616200124484, /mnt/nas/nas3/set7/bucket90/M108C59/M108C59-ch-20150617112511984, false
M104X96, 1604, PH, GEN, 1, 56, 47, round3, true, 3, false, /mnt/nas/nas2/set29/bucket57/M104X96/M104X96-ch-20150617131106925, null, /mnt/nas/nas2/set29/bucket57/M104X96/M104X96-ch-20150617131129939, /mnt/nas/nas2/set29/bucket57/M104X96/M104X96-ch-20150619134028264, false
M102D37, 1301, CY, GEN, 1, 57, 64.67, round3, true, 3, false, /mnt/nas/nas3/set11/bucket89/M102D37/M102D37-ch-20150617144823959, null, /mnt/nas/nas3/set11/bucket89/M102D37/M102D37-ch-20150617144901059, /mnt/nas/nas3/set11/bucket89/M102D37/M102D37-ch-20150618184146951, false
M120T37, 1202, PH, GEN, 1, 57, 47, round3, true, 3, false, /mnt/nas/nas2/set52/bucket34/M120T37/M120T37-ch-2015061618033636, null, /mnt/nas/nas2/set52/bucket34/M120T37/M120T37-ch-20150616180416613, /mnt/nas/nas2/set52/bucket34/M120T37/M120T37-ch-20150617164913976, false
M109R18, 1502, MA, GEN, 1, 58, 48, round3, true, 3, false, /mnt/nas/nas3/set61/bucket82/M109R18/M109R18-ch-20150618111244502, null, /mnt/nas/nas3/set61/bucket82/M109R18/M109R18-ch-20150618111427445, /mnt/nas/nas3/set61/bucket82/M109R18/M109R18-ch-20150618131437199, false
M101G58, 1303, PH, GEN, 3, 58, 46.33, round3, false, 4, true, /mnt/nas/nas2/set80/bucket79/M101G58/M101G58-ch-2015061715131364, /mnt/nas/nas2/set80/bucket79/M101G58/M101G58-ch-20150617151342828, null, /mnt/nas/nas2/set80/bucket79/M101G58/M101G58-ch-20150618121022886, false
M107K57, 1904, GG, GEN, 3, 58, 64, round3, true, 4, true, /mnt/nas/nas1/set18/bucket30/M107K57/M107K57-ch-20150617101724811, /mnt/nas/nas1/set18/bucket30/M107K57/M107K57-ch-20150617102031937, /mnt/nas/nas1/set18/bucket30/M107K57/M107K57-ch-20150617102329607, /mnt/nas/nas1/set18/bucket30/M107K57/M107K57-ch-20150619183843393, false
M106U71, 1301, CY, GEN, 1, 58, 64.67, round3, true, 3, false, /mnt/nas/nas1/set89/bucket38/M106U71/M106U71-ch-20150617000515803, null, /mnt/nas/nas1/set89/bucket38/M106U71/M106U71-ch-20150617000617168, /mnt/nas/nas1/set89/bucket38/M106U71/M106U71-ch-20150617155401214, false
M106F26, 1604, PH, GEN, 1, 59, 46.33, round3, true, 3, false, /mnt/nas/nas2/set25/bucket0/M106F26/M106F26-ch-20150617225103745, null, /mnt/nas/nas2/set25/bucket0/M106F26/M106F26-ch-20150617225514408, /mnt/nas/nas2/set25/bucket0/M106F26/M106F26-ch-20150618224746444, false
M107Z12, 1205, CY, OBC, 1, 59, 64.33, round3, true, 3, false, /mnt/nas/nas2/set48/bucket66/M107Z12/M107Z12-ch-20150618205841346, null, /mnt/nas/nas2/set48/bucket66/M107Z12/M107Z12-ch-20150618210003639, /mnt/nas/nas2/set48/bucket66/M107Z12/M107Z12-ch-20150620144039336, false
M110E53, 1601, CY, GEN, 3, 59, 64.33, round3, true, 4, true, /mnt/nas/nas1/set83/bucket15/M110E53/M110E53-ch-20150617120533641, /mnt/nas/nas1/set83/bucket15/M110E53/M110E53-ch-20150617120603847, /mnt/nas/nas1/set83/bucket15/M110E53/M110E53-ch-2015061712063563, /mnt/nas/nas1/set83/bucket15/M110E53/M110E53-ch-20150618214428111, false
M101M12, 1904, GG, GEN, 2, 59, 63.67, round3, true, 3, false, /mnt/nas/nas3/set53/bucket59/M101M12/M101M12-ch-20150618095541511, null, /mnt/nas/nas3/set53/bucket59/M101M12/M101M12-ch-20150618095603172, /mnt/nas/nas3/set53/bucket59/M101M12/M101M12-ch-20150619103708474, false
M107T19, 1502, MA, GEN, 3, 59, 47.67, round3, true, 4, true, /mnt/nas/nas2/set86/bucket49/M107T19/M107T19-ch-2015061810383947, /mnt/nas/nas2/set86/bucket49/M107T19/M107T19-ch-20150618104537806, /mnt/nas/nas2/set86/bucket49/M107T19/M107T19-ch-20150618105232221, /mnt/nas/nas2/set86/bucket49/M107T19/M107T19-ch-20150619085151391, false
M107S58, 1701, CY, GEN, 2, 59, 64.33, round3, true, 4, true, /mnt/nas/nas3/set42/bucket53/M107S58/M107S58-ch-2015061620130944, /mnt/nas/nas3/set42/bucket53/M107S58/M107S58-ch-20150616201407181, /mnt/nas/nas3/set42/bucket53/M107S58/M107S58-ch-20150616201449405, /mnt/nas/nas3/set42/bucket53/M107S58/M107S58-ch-20150618133025436, false
M104S14, 1203, MS, SC, 1, 60, 45.33, round3, true, 3, false, /mnt/nas/nas2/set23/bucket3/M104S14/M104S14-ch-2015061613413569, null, /mnt/nas/nas2/set23/bucket3/M104S14/M104S14-ch-20150616143845228, /mnt/nas/nas2/set23/bucket3/M104S14/M104S14-ch-20150617165050324, false
M102Y62, 1502, MA, GEN, 3, 60, 47.67, round3, true, 3, false, /mnt/nas/nas2/set94/bucket17/M102Y62/M102Y62-ch-2015061621241569, null, /mnt/nas/nas2/set94/bucket17/M102Y62/M102Y62-ch-20150616205920385, /mnt/nas/nas2/set94/bucket17/M102Y62/M102Y62-ch-20150617145431174, false
M101Z96, 1201, GG, SC, 1, 60, 63.67, round3, true, 3, false, /mnt/nas/nas1/set83/bucket20/M101Z96/M101Z96-ch-20150617114237908, null, /mnt/nas/nas1/set83/bucket20/M101Z96/M101Z96-ch-2015061711431608, /mnt/nas/nas1/set83/bucket20/M101Z96/M101Z96-ch-20150617193215009, false
M104K40, 1502, MA, GEN, 1, 61, 47.33, round3, true, 3, false, /mnt/nas/nas3/set88/bucket10/M104K40/M104K40-ch-20150616125825204, null, /mnt/nas/nas3/set88/bucket10/M104K40/M104K40-ch-20150616125850777, /mnt/nas/nas3/set88/bucket10/M104K40/M104K40-ch-20150616154956215, false
M103R40, 1303, PH, GEN, 1, 61, 46, round3, true, 3, false, /mnt/nas/nas1/set10/bucket57/M103R40/M103R40-ch-20150616122443519, null, /mnt/nas/nas1/set10/bucket57/M103R40/M103R40-ch-20150616122913521, /mnt/nas/nas1/set10/bucket57/M103R40/M103R40-ch-20150620180128065, false
M107N13, 1904, GG, GEN, 5, 61, 63.33, round3, true, 4, true, /mnt/nas/nas1/set77/bucket54/M107N13/M107N13-ch-20150616154021028, /mnt/nas/nas1/set77/bucket54/M107N13/M107N13-ch-2015061615404154, /mnt/nas/nas1/set77/bucket54/M107N13/M107N13-ch-20150616154048652, /mnt/nas/nas1/set77/bucket54/M107N13/M107N13-ch-20150617140537443, false
M106X35, 1503, PH, GEN, 1, 62, 46, round3, true, 3, false, /mnt/nas/nas1/set88/bucket62/M106X35/M106X35-ch-2015062921335406, null, /mnt/nas/nas1/set88/bucket62/M106X35/M106X35-ch-20150629213508573, /mnt/nas/nas1/set88/bucket62/M106X35/M106X35-ch-20150619131414548, false
M108Z93, 1601, CY, GEN, 4, 62, 64.33, round3, false, 4, true, /mnt/nas/nas2/set62/bucket99/M108Z93/M108Z93-ch-20150617111638181, /mnt/nas/nas2/set62/bucket99/M108Z93/M108Z93-ch-20150617111722451, null, /mnt/nas/nas2/set62/bucket99/M108Z93/M108Z93-ch-20150617123520919, false
M104P98, 1302, MA, GEN, 1, 62, 47.33, round3, true, 3, false, /mnt/nas/nas2/set97/bucket84/M104P98/M104P98-ch-20150617123958081, null, /mnt/nas/nas2/set97/bucket84/M104P98/M104P98-ch-20150617124433114, /mnt/nas/nas2/set97/bucket84/M104P98/M104P98-ch-20150619111419683, false
M107D17, 1602, GG, OBC, 3, 62, 63.33, round3, true, 4, true, /mnt/nas/nas1/set86/bucket0/M107D17/M107D17-ch-20150616142055314, /mnt/nas/nas1/set86/bucket0/M107D17/M107D17-ch-20150616142241758, /mnt/nas/nas1/set86/bucket0/M107D17/M107D17-ch-20150616142339954, /mnt/nas/nas1/set86/bucket0/M107D17/M107D17-ch-20150619082101128, false
M103A51, 1302, MA, GEN, 1, 62, 47.33, round3, true, 3, false, /mnt/nas/nas3/set33/bucket90/M103A51/M103A51-ch-201506191103469, null, /mnt/nas/nas3/set33/bucket90/M103A51/M103A51-ch-20150619110421136, /mnt/nas/nas3/set33/bucket90/M103A51/M103A51-ch-20150619132054197, false
